"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","All",1,0,1,0.500007,0.61253,0.32585,1,1,0.510074,0.05,,,0.133193,,,,,0.0126327,0.0267643,0.151857,0.28169,10.1343,9.49311,19.6274,0.372628,10.1343,9.49311,0.372628,0.170288,0.315788,0.486076,0.132897,0.284769,0,0.372628,0,0.133193,0.05,0.0133345,0.0274662,0.00140367,0.500008,0,2.31718E-05,0.61253,0.32585,0.38747,0.28668,0.133193,0.0126327,0.0267643,0.10908,0.0427766
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","DisputeArises",1,0,1,0.500007,0.61253,0.32585,1,1,0.510074,0.05,,,0.133193,,,,,0.0126327,0.0267643,0.151857,0.28169,10.1343,9.49311,19.6274,0.372628,10.1343,9.49311,0.372628,0.170288,0.315788,0.486076,0.132897,0.284769,0,0.372628,0,0.133193,0.05,0.0133345,0.0274662,0.00140367,0.500008,0,2.31718E-05,0.61253,0.32585,0.38747,0.28668,0.133193,0.0126327,0.0267643,0.10908,0.0427766
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","PFiles",0.6125,0,0.61253,0.588698,1,0.531974,1,1,0.510074,0.05,,,0.217447,,,,,0.0206238,0.0436947,0.247918,0.28169,10.2192,9.17246,19.3917,0.608343,10.2192,9.17246,0.608343,0.278008,0.308294,0.586302,0.216964,0.257654,0,0.608343,0,0.217447,0.05,0.0217696,0.0448405,0.0022916,0.609047,0,1.00385,1,0.531974,0,0.468026,0.217447,0.0206238,0.0436947,0.178082,0.069836
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","DAnswers",0.3259,0,0.32585,0.375721,1,1,1,1,0.510074,0.05,,,0.408754,,,,,0.0387684,0.0821369,0.466033,0.28169,9.7962,9.32418,19.1204,0.87962,9.7962,9.32418,0.87962,0.443442,0.339337,0.782778,0.328693,0.412278,0,0.87962,0,0.408754,0.05,0.0409222,0.0842908,0.00430772,0.344244,0,2.8568,1,1,0,0,0.408754,0.0387684,0.0821369,0.334756,0.131277
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","Litigated",0.3259,0,0.32585,0.375721,1,1,1,1,0.510074,0.05,,,0.408754,,,,,0.0387684,0.0821369,0.466033,0.28169,9.7962,9.32418,19.1204,0.87962,9.7962,9.32418,0.87962,0.443442,0.339337,0.782778,0.328693,0.412278,0,0.87962,0,0.408754,0.05,0.0409222,0.0842908,0.00430772,0.344244,0,2.8568,1,1,0,0,0.408754,0.0387684,0.0821369,0.334756,0.131277
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","Not Litigated",0.6741,0,0.67415,0.56008,0.425246,0,1,1,,,,,0,,,,,0,0,0,,10.2977,9.57475,19.8724,0.127574,10.2977,9.57475,0.127574,0.0382593,0.304405,0.342665,0.0382593,0.223138,0,0.127574,0,0,,0,0,0,0.575296,0,-1.3808,0.425246,0,0.574754,0.425246,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","Settles",0.1332,0,0.133193,0.333245,1,1,1,1,0.05,0.05,,,1,,,,,0,0,0,,9.75,9.65,19.4,0.6,9.75,9.65,0.6,0.248966,0.360835,0.609801,0.0871382,0.451044,0,0.6,0,1,0.05,0,0,0,0.288668,0,1.63592,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","Tried",0.1519,0,0.151857,0.362558,1,1,1,1,0.85,0.05,,,0,,,,,0,0,1,0.28169,9.68169,9.11831,18.8,1.2,9.68169,9.11831,1.2,0.619486,0.33708,0.956566,0.542036,0.434193,0,1.2,0,0,,0,0,0,0.320191,0,4.25375,1,1,0,0,0,0,0,0.71831,0.28169
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","PWins",0.0428,0,0.0427766,0.570733,1,1,1,1,0.85,0.05,,,0,,,,,0,0,1,1,10.4,8.4,18.8,1.2,10.4,8.4,1.2,0.977951,0.373229,1.35118,1.19149,0.223938,0,1.2,0,0,,0,0,0,0.622049,0,2.92727,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","DWins",0.1091,0,0.10908,0.280921,1,1,1,1,0.85,0.05,,,0,,,,,0,0,1,0,9.4,9.4,18.8,1.2,9.4,9.4,1.2,0.478911,0.322904,0.801815,0.287347,0.516646,0,1.2,0,0,,0,0,0,0.201815,0,4.77394,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","Abandoned",0.0408,0,0.0408007,0.563376,1,1,1,1,0.746793,0.05,,,0,,,,,0.309619,0.655978,0,,10.3732,9.02682,19.4,0.6,10.3732,9.02682,0.6,0.423079,0.277556,0.700635,0.323195,0.204163,0,0.6,0,0,,0.326821,0.673179,0.0344031,0.615198,0,1.64299,1,1,0,0,0,0.309619,0.655978,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","Rounds1",0.3244,0,0.324447,0.374494,1,1,1,1,0.509901,0.05,,,0.410523,,,,,0.0389361,0.0824923,0.468049,0.28169,9.79445,9.32472,19.1192,0.880829,9.79445,9.32472,0.880829,0.444022,0.338193,0.782214,0.329024,0.411155,0,0.880829,0,0.410523,0.05,0.0389361,0.0824923,0,0.342468,0,2.87349,1,1,0,0,0.410523,0.0389361,0.0824923,0.336204,0.131845
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Risk Neutral Noise 2,0.5","0","3","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
