Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.8875,0.7875,0.7763888888888888,0.7375,0.6875,0.6763888888888888,0.6652777777777779,0.6375,0.6263888888888889,0.5763888888888888,0.5652777777777778,0.5541666666666667,0.5375,0.5263888888888888,0.5152777777777777,0.4652777777777778,0.4541666666666666,0.4430555555555556,0.4375,0.4263888888888888,0.41527777777777775,0.4041666666666666,0.38749999999999996,0.35416666666666663,0.34305555555555556,0.33194444444444443,0.32638888888888884,0.31527777777777777,0.3041666666666666,0.29305555555555557,0.2875,0.2763888888888888,0.24305555555555558,0.23194444444444443,0.22083333333333333,0.2152777777777778,0.2041666666666666,0.19305555555555554,0.1875,0.1819444444444444,0.17638888888888882,0.16527777777777775,0.13194444444444442,0.12083333333333332,0.10972222222222222,0.10416666666666663,0.09305555555555556,0.08194444444444438,0.07638888888888884,0.0708333333333333,0.06527777777777777,0.054166666666666585,0.020833333333333315,0.009722222222222215,0,0
Settles,False Negatives,Probabilities,2.717677907966185E-25,2.2898147224284057E-20,8.822041148649472E-20,1.5440097939191667E-18,1.3540707522602127E-14,1.0780792878773052E-15,6.555021375125173E-15,9.133409377021091E-13,2.7701129603543964E-14,9.085792630663964E-11,1.1961343053878625E-11,7.916318752543747E-11,2.6519035004852216E-10,2.335597348481083E-09,1.168094668043727E-10,1.4620785262235214E-07,2.2648669327588212E-08,1.444709397225314E-07,2.6108341914310816E-09,1.1813157242591617E-07,1.4287670582092863E-06,8.225085627583273E-08,8.646529625761407E-05,4.133888375544531E-05,7.03318551869673E-06,4.146052202648505E-05,2.520879778616265E-07,1.4724506534819833E-05,0.00015031219871688474,8.909738102690411E-06,0.0008113521780260953,0.0023192121295452107,0.002012819659551351,0.00038765078612991113,0.0020534832080458996,7.262858949678823E-06,0.0003881023017549091,0.002556398001938119,0.08952824833914809,0.00015004389505014998,0.004791843800055017,0.019499994224611315,0.01888574055536587,0.004160290185495981,0.020976897386905426,4.178845988377493E-05,0.0020138973061273775,0.0073493357594585345,0.06214655528408367,0.00040369710444943094,0.009437123949067325,0.042824413767667976,0.03903832449471362,0.009254297464971214,0,0.2448015186917894
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,
P Loses,False Negatives,Probabilities,
