"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","All",1,0,1,0.499999,0.471548,0.0283093,1,1,0.39677,0.1,,,0.0119766,,,,,0.0102377,0.000770934,0.002765,0.760587,10.1675,9.52931,19.6968,0.303233,10.1675,9.52931,0.303233,0.0745242,0.350622,0.425146,0.0961797,0.272585,0,0.303233,0,0.0119766,0.1,0.0115173,0.00205047,0.00255906,0.5,0,-3.36759E-06,0.471548,0.0283093,0.528452,0.443239,0.0119766,0.0102377,0.000770934,0.00066197,0.002103
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","DisputeArises",1,0,1,0.499999,0.471548,0.0283093,1,1,0.39677,0.1,,,0.0119766,,,,,0.0102377,0.000770934,0.002765,0.760587,10.1675,9.52931,19.6968,0.303233,10.1675,9.52931,0.303233,0.0745242,0.350622,0.425146,0.0961797,0.272585,0,0.303233,0,0.0119766,0.1,0.0115173,0.00205047,0.00255906,0.5,0,-3.36759E-06,0.471548,0.0283093,0.528452,0.443239,0.0119766,0.0102377,0.000770934,0.00066197,0.002103
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","PFiles",0.4715,0,0.471548,0.770644,1,0.0600348,1,1,0.39677,0.1,,,0.0253984,,,,,0.0217109,0.0016349,0.005864,0.760587,10.3551,9.00181,19.3569,0.643057,10.3551,9.00181,0.643057,0.158041,0.5341,0.692142,0.203966,0.368608,0,0.643057,0,0.0253984,0.1,0.0244244,0.00434837,0.00542694,0.850881,0,0.0172477,1,0.0600348,0,0.939965,0.0253984,0.0217109,0.0016349,0.00140383,0.0044598
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","DAnswers",0.0283,0,0.0283093,0.503223,1,1,1,1,0.39677,0.1,,,0.423062,,,,,0.361638,0.0272325,0.097671,0.760587,9.65259,9.03021,18.6828,1.3172,9.65259,9.03021,1.3172,0.643302,0.695829,1.33913,1.40826,1.2195,0,1.3172,0,0.423062,0.1,0.406837,0.0724308,0.0903965,0.505326,0,0.222541,1,1,0,0,0.423062,0.361638,0.0272325,0.0233836,0.0742871
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","Litigated",0.0283,0,0.0283093,0.503223,1,1,1,1,0.39677,0.1,,,0.423062,,,,,0.361638,0.0272325,0.097671,0.760587,9.65259,9.03021,18.6828,1.3172,9.65259,9.03021,1.3172,0.643302,0.695829,1.33913,1.40826,1.2195,0,1.3172,0,0.423062,0.1,0.406837,0.0724308,0.0903965,0.505326,0,0.222541,1,1,0,0,0.423062,0.361638,0.0272325,0.0233836,0.0742871
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","Not Litigated",0.9717,0,0.971691,0.499906,0.456152,0,1,1,,,,,0,,,,,0,0,0,,10.1825,9.54385,19.7263,0.273691,10.1825,9.54385,0.273691,0.0579534,0.340565,0.398518,0.0579534,0.244997,0,0.273691,0,0,,0,0,0,0.499844,0,-0.00648698,0.456152,0,0.543848,0.456152,0,0,0,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","Settles",0.012,0,0.0119766,0.4887,1,1,1,1,0.1,0.1,,,1,,,,,0,0,0,,9.5,9.3,18.8,1.2,9.5,9.3,1.2,0.363071,0.72199,1.08506,0.25415,1.08299,0,1.2,0,1,0.1,0,0,0,0.481327,0,0.106356,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","Tried",0.0028,0,0.00276499,0.604242,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0.760587,10.8114,6.78859,17.6,2.4,10.8114,6.78859,2.4,2.94615,0.550674,3.49682,11.5631,2.5331,0,2.4,0,0,,0,0,0,0.672265,0,1.04323,1,1,0,0,0,0,0,0.239413,0.760587
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","PWins",0.0021,0,0.00210302,0.63705,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,1,12.2,5.4,17.6,2.4,12.2,5.4,2.4,3.87352,0,3.87352,15.2028,0,0,2.4,0,0,,0,0,0,0.726482,0,1.03645,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","DWins",0.0007,0,0.000661973,0.500014,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0,6.4,11.2,17.6,2.4,6.4,11.2,2.4,0,2.3001,2.3001,0,10.5805,0,2.4,0,0,,0,0,0,0.500023,0,1.0648,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","Abandoned",0.0136,0,0.0135677,0.495455,1,1,1,1,0.556183,0.1,,,0,,,,,0.754565,0.0568212,0,,9.55113,9.24887,18.8,1.2,9.55113,9.24887,1.2,0.421368,0.702318,1.12369,0.357561,1.07231,0,1.2,0,0,,0.848872,0.151128,0.188614,0.49249,0,0.15785,1,1,0,0,0,0.754565,0.0568212,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","Rounds1",0.0258,0,0.0257502,0.503543,1,1,1,1,0.382986,0.1,,,0.465106,,,,,0.397578,0.0299389,0.107377,0.760587,9.628,9.04314,18.6711,1.32885,9.628,9.04314,1.32885,0.637667,0.710322,1.34799,1.46673,1.26815,0,1.32885,0,0.465106,0.1,0.397578,0.0299389,0,0.505855,0,0.244657,1,1,0,0,0.465106,0.397578,0.0299389,0.0257075,0.0816698
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","Truly Liable",0.5,0,0.5,0.716723,0.802464,0.0286109,1,1,0.42067,0.1,,,0.0115293,,,,,0.00975983,0.00104505,0.003718,0.821928,10.3024,9.19447,19.4969,0.503106,10.3024,9.19447,0.503106,0.0123949,0.701245,0.71364,0.0404375,0.54517,0,0.503106,0,0.0115293,0.1,0.0110394,0.00232458,0.00255906,1,0,-1.68407E-06,0.802464,0.0286109,0.197536,0.773853,0.0115293,0.00975983,0.00104505,0.000662,0.0030556
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","Truly Not Liable",0.5,0,0.5,0.283276,0.140633,0.0280077,1,1,0.372356,0.1,,,0.0124239,,,,,0.0107156,0.000496819,0.001812,0.634763,10.0325,9.86414,19.8966,0.103359,10.0325,9.86414,0.103359,0.136653,0,0.136653,0.151922,0,0,0.103359,0,0.0124239,0.1,0.0119952,0.00177635,0.00255906,0,0,-5.05111E-06,0.140633,0.0280077,0.859367,0.112625,0.0124239,0.0107156,0.000496819,0.00066194,0.0011504
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","AllCount",884,0,884,0.499999,416.849,25.0254,884,884,0.39677,0.1,,,10.5873,,,,,9.05016,0.681506,2.44425,91.2705,10.1675,9.52931,19.6968,0.303233,10.1675,9.52931,0.303233,0.0745242,0.350622,0.425146,0.0961797,0.272585,0,0.303233,0,10.5873,0.1,10.1813,1.81261,2.26221,442,0,-3.36759E-06,416.849,25.0254,467.151,391.823,10.5873,9.05016,0.681506,0.585184,1.85907
"FSA Costs Multiplier 4 Fee Shifting Multiplier 2 Risk Neutral Noise 0.25,0.25","0","9","Liability Strength1",0.2261,0,0.226108,0.1,3.328E-10,3.32761E-10,1,1,0.324944,0.1,,,1.60872E-10,,,,,1.71889E-10,0,0,,10,10,20,3.99313E-10,10,10,3.99313E-10,2.071E-10,0.0399657,0.0399657,1.35084E-10,0.0399657,0,3.99313E-10,0,1.6087E-10,0.1,1.71889E-10,8.60433E-21,1.72087E-20,0.0399657,0,5.61561E-07,3.3276E-10,3.32761E-10,1,1.90728E-19,1.60872E-10,1.71889E-10,0,0,0
