"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","0","1","All",1,0,1,0.499999,1,1,1,1,0.720969,0.614199,,,0.548317,,,,,0.0936506,0.215848,0.029237,0.498835,10.5014,9.1898,19.6912,0.308771,1000.09,998.986,0.308771,0.423191,0.238062,0.661253,0.386052,0.17406,0,0.308771,0,0.548317,0.672879,0.150124,0.272321,0.112947,0.499999,0,-5.093E-05,1,1,0,0,0.548317,0.0936506,0.215848,0.0146524,0.0145843
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","0","1","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","0","1","DisputeArises",1,0,1,0.499999,1,1,1,1,0.720969,0.614199,,,0.548317,,,,,0.0936506,0.215848,0.029237,0.498835,10.5014,9.1898,19.6912,0.308771,1000.09,998.986,0.308771,0.423191,0.238062,0.661253,0.386052,0.17406,0,0.308771,0,0.548317,0.672879,0.150124,0.272321,0.112947,0.499999,0,-5.093E-05,1,1,0,0,0.548317,0.0936506,0.215848,0.0146524,0.0145843
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","0","1","PFiles",1,0,1,0.499999,1,1,1,1,0.720969,0.614199,,,0.548317,,,,,0.0936506,0.215848,0.029237,0.498835,10.5014,9.1898,19.6912,0.308771,1000.09,998.986,0.308771,0.423191,0.238062,0.661253,0.386052,0.17406,0,0.308771,0,0.548317,0.672879,0.150124,0.272321,0.112947,0.499999,0,-5.093E-05,1,1,0,0,0.548317,0.0936506,0.215848,0.0146524,0.0145843
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","0","1","DAnswers",1,0,1,0.499999,1,1,1,1,0.720969,0.614199,,,0.548317,,,,,0.0936506,0.215848,0.029237,0.498835,10.5014,9.1898,19.6912,0.308771,1000.09,998.986,0.308771,0.423191,0.238062,0.661253,0.386052,0.17406,0,0.308771,0,0.548317,0.672879,0.150124,0.272321,0.112947,0.499999,0,-5.093E-05,1,1,0,0,0.548317,0.0936506,0.215848,0.0146524,0.0145843
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","0","1","Litigated",1,0,1,0.499999,1,1,1,1,0.720969,0.614199,,,0.548317,,,,,0.0936506,0.215848,0.029237,0.498835,10.5014,9.1898,19.6912,0.308771,1000.09,998.986,0.308771,0.423191,0.238062,0.661253,0.386052,0.17406,0,0.308771,0,0.548317,0.672879,0.150124,0.272321,0.112947,0.499999,0,-5.093E-05,1,1,0,0,0.548317,0.0936506,0.215848,0.0146524,0.0145843
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","0","1","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","0","1","Settles",0.5483,0,0.548317,0.499316,1,1,1,1,0.655341,0.690416,,,1,,,,,0,0,0,,10.5229,9.17712,19.7,0.3,1000.12,999.214,0.3,0.410348,0.236374,0.646722,0.337854,0.113206,0,0.3,0,1,0.672879,0,0,0,0.499157,0,-1.24707,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","0","1","Tried",0.0292,0,0.0292367,0.493797,1,1,1,1,0.9,0.3,,,0,,,,,0,0,1,0.498835,10.1974,9.20256,19.4,0.6,999.614,995.975,0.6,0.68201,0.430424,1.11243,1.05662,0.817805,0,0.6,0,0,,0,0,0,0.492315,0,3.7695,1,1,0,0,0,0,0,0.501165,0.498835
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 4,4","0","1","PWins",0.0146,0,0.0145843,0.526459,1,1,1,1,0.9,0.3,,,0,,,,,0,0,1,1,11.3,8.1,19.4,0.6,1000.17,991.847,0.6,1.36721,0,1.36721,2.11818,0,0,0.6,0,0,,0,0,0,0.532794,0,3.7713,1,1,0,0,0,0,0,0,1
