Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.8875,0.7875,0.7763888888888888,0.6875,0.6763888888888888,0.6652777777777779,0.6375,0.5763888888888888,0.5652777777777778,0.5541666666666667,0.5375,0.5263888888888888,0.4652777777777778,0.4541666666666666,0.4430555555555556,0.4375,0.4263888888888888,0.41527777777777775,0.38749999999999996,0.35416666666666663,0.34305555555555556,0.33194444444444443,0.32638888888888884,0.31527777777777777,0.3041666666666666,0.2875,0.2763888888888888,0.24305555555555558,0.23194444444444443,0.22083333333333333,0.2152777777777778,0.2041666666666666,0.19305555555555554,0.1875,0.17638888888888882,0.16527777777777775,0.13194444444444442,0.12083333333333332,0.10972222222222222,0.10416666666666663,0.09305555555555556,0.08194444444444438,0.07638888888888884,0.06527777777777777,0.054166666666666585,0.020833333333333315,0.009722222222222215,0,0
Settles,False Negatives,Probabilities,2.717677907966185E-25,1.5669079411434508E-18,8.822041148649472E-20,9.26439672206371E-13,2.877920889142127E-14,6.555021375125173E-15,4.419730183400985E-16,2.4250733531813946E-09,1.2877080985825133E-10,7.916318752543747E-11,2.6519035004852216E-10,1.3819216063281744E-12,1.5737859556668378E-06,1.0489952560342093E-07,1.444709397225314E-07,2.6108341914310816E-09,1.1813157242591617E-07,1.1889551648007093E-09,8.646529625761407E-05,0.00019144094742577707,1.594292362138714E-05,4.146052202648505E-05,2.520879778616265E-07,1.4724506534819833E-05,2.101350465529826E-07,0.0008113521780260953,0.0023192121295452107,0.0045622583908900135,0.0005376946811800612,0.0020534832080458996,7.262858949678823E-06,0.0003881023017549091,6.959270599456707E-06,0.08952824833914809,0.004791843800055017,0.019499994224611315,0.026194216344257653,0.0045639872899454125,0.020976897386905426,4.178845988377493E-05,0.0020138973061273775,4.085997056674999E-05,0.06214655528408367,0.009437123949067325,0.042824413767667976,0.042825396259579186,0.00943733512798943,0,0.24083140926390562
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,
P Loses,False Negatives,Probabilities,
