"OptionSet","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","All",1,0,1,0.499992,0.60074,0.174892,1,1,0.425459,0.195876,,,0.081803,,,,,0.0523146,0.021661,0.019113,0.583598,10.2919,9.46398,1000.3,998.541,0.244158,0.129968,0.241106,0.371075,0.113883,0.174555,0,0,0.081803,0.222439,0.0523146,0.021661,0,0.499991,0,-1.85688E-05,0.60074,0.174892,0.39926,0.425848,0.081803,0.0523146,0.021661,0.00795885,0.0111545
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","DisputeArises",1,0,1,0.499992,0.60074,0.174892,1,1,0.425459,0.195876,,,0.081803,,,,,0.0523146,0.021661,0.019113,0.583598,10.2919,9.46398,1000.3,998.541,0.244158,0.129968,0.241106,0.371075,0.113883,0.174555,0,0,0.081803,0.222439,0.0523146,0.021661,0,0.499991,0,-1.85688E-05,0.60074,0.174892,0.39926,0.425848,0.081803,0.0523146,0.021661,0.00795885,0.0111545
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","PFiles",0.6007,0,0.60074,0.67606,1,0.291128,1,1,0.425459,0.195876,,,0.13617,,,,,0.0870836,0.0360571,0.031816,0.583598,10.4858,9.10773,1000.5,997.571,0.406428,0.216347,0.289668,0.506015,0.189571,0.178886,0,0,0.13617,0.222439,0.0870836,0.0360571,0,0.72061,0,0.606564,1,0.291128,0,0.708872,0.13617,0.0870836,0.0360571,0.0132484,0.018568
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","DAnswers",0.1749,0,0.174892,0.449608,1,1,1,1,0.425459,0.195876,,,0.467734,,,,,0.299125,0.123853,0.109287,0.583598,9.96437,9.37006,999.808,998.203,0.665572,0.35344,0.381419,0.734859,0.261465,0.430388,0,0,0.467734,0.222439,0.299125,0.123853,0,0.430013,0,2.73097,1,1,0,0,0.467734,0.299125,0.123853,0.0455072,0.0637795
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","Litigated",0.1749,0,0.174892,0.449608,1,1,1,1,0.425459,0.195876,,,0.467734,,,,,0.299125,0.123853,0.109287,0.583598,9.96437,9.37006,999.808,998.203,0.665572,0.35344,0.381419,0.734859,0.261465,0.430388,0,0,0.467734,0.222439,0.299125,0.123853,0,0.430013,0,2.73097,1,1,0,0,0.467734,0.299125,0.123853,0.0455072,0.0637795
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","Not Litigated",0.8251,0,0.825108,0.510672,0.516112,0,1,1,,,,,0,,,,,0,0,0,,10.3613,9.48389,1000.41,998.612,0.154834,0.0826007,0.211365,0.293966,0.0826007,0.120328,0,0,0,,0,0,0,0.514823,0,-0.578885,0.516112,0,0.483888,0.516112,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","Settles",0.0818,0,0.081803,0.403612,1,1,1,1,0.188917,0.255961,,,1,,,,,0,0,0,,9.92244,9.47756,999.847,998.882,0.6,0.304038,0.369327,0.673365,0.164408,0.382553,0,0,1,0.222439,0,0,0,0.36733,0,1.52161,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","Tried",0.0191,0,0.0191134,0.557593,1,1,1,1,0.865138,0.05,,,0,,,,,0,0,1,0.583598,10.0338,8.76624,999.509,994.578,1.2,0.771512,0.454013,1.22552,0.980645,0.665835,0,0,0,,0,0,0,0.584199,0,5.31328,1,1,0,0,0,0,0,0.416402,0.583598
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","PWins",0.0112,0,0.0111545,0.636942,1,1,1,1,0.868734,0.05,,,0,,,,,0,0,1,1,10.7,8.1,1000.79,991.101,1.2,1.1975,0.210751,1.40825,1.64299,0.0632252,0,0,0,,0,0,0,0.702502,0,5.26485,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","DWins",0.008,0,0.00795885,0.446385,1,1,1,1,0.860097,0.05,,,0,,,,,0,0,1,0,9.1,9.7,997.715,999.452,1.2,0.174481,0.794951,0.969433,0.0523444,1.51041,0,0,0,,0,0,0,0.418395,0,5.38116,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","Abandoned",0.074,0,0.0739756,0.472571,1,1,1,1,0.573427,0.167125,,,0,,,,,0.707188,0.292812,0,,9.99281,9.40719,999.843,998.389,0.6,0.300051,0.376033,0.676084,0.182974,0.422451,0,0,0,,0.707188,0.292812,0,0.459491,0,3.40108,1,1,0,0,0,0.707188,0.292812,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","Rounds1",0.1749,0,0.174892,0.449608,1,1,1,1,0.425459,0.195876,,,0.467734,,,,,0.299125,0.123853,0.109287,0.583598,9.96437,9.37006,999.808,998.203,0.665572,0.35344,0.381419,0.734859,0.261465,0.430388,0,0,0.467734,0.222439,0.299125,0.123853,0,0.430013,0,2.73097,1,1,0,0,0.467734,0.299125,0.123853,0.0455072,0.0637795
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0.5 Mildly Risk Averse","2","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
