Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.91875,0.81875,0.71875,0.61875,0.6187499999999999,0.51875,0.41875000000000007,0.3187500000000001,0.21875,0.11875000000000002,0
Settles,False Negatives,Probabilities,0.015500600884726495,0.009205886160994712,0.013630152055087014,0.006771382891637604,0.0027218396091555834,0.018182276186199296,0.018859580594583585,0.0369345560027753,0.05272768846429563,0.14124157958289307,0.31941654159696625
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,1.0375,0
P Loses,False Negatives,Probabilities,0.04733972444253799,0.13323017866687606
P Wins,False Negatives,Values,0.03749999999999998,0
P Wins,False Negatives,Probabilities,0.13687864617559317,0.047359366685676696
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.9187500000000001,0.8187500000000001,0.71875,0.61875,0.51875,0.41875,0.41874999999999996,0.31875,0.21875,0.11875000000000001,0
Settles,False Positives,Probabilities,0.014028805532322088,0.009471405018555734,0.015824478847363762,0.008690308513901361,0.018349439555023786,0.004218150280615893,0.016953614741604298,0.03198357328210485,0.049308962837291095,0.1505878029881833,0.3157755424323483
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,
D Defaults,False Positives,Probabilities,
P Loses,False Positives,Values,0.0375,0
P Loses,False Positives,Probabilities,0.13323017866687606,0.04733972444253799
P Wins,False Positives,Values,1.0375,0.03750000000000009
P Wins,False Positives,Probabilities,0.047359366685676696,0.13687864617559317
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0.03750000000000009,0.03750000000000009,0.03750000000000003,0.03750000000000003,0.037500000000000006,0.037500000000000006,0.03749999999999998,0.03749999999999998
Settles,Total Expenditures,Probabilities,0.04801499791214295,0.24976340464454758,0.018349439555023786,0.018182276186199296,0.1505878029881833,0.015500600884726495,0.10246430114161613,0.03232926071687492
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,
D Defaults,Total Expenditures,Probabilities,
P Loses,Total Expenditures,Values,0.075,0.075
P Loses,Total Expenditures,Probabilities,0.13323017866687606,0.04733972444253799
P Wins,Total Expenditures,Values,0.07500000000000007,0.07500000000000007
P Wins,Total Expenditures,Probabilities,0.047359366685676696,0.13687864617559317
