Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,1,0
P Doesn't File,False Negatives,Probabilities,0.06858506959260635,0.3298749304073938
D Doesn't Answer,False Negatives,Values,0.30000000000000004,0
D Doesn't Answer,False Negatives,Probabilities,0.33573201339276215,0.06372854503437424
Settles,False Negatives,Values,0.8,0
Settles,False Negatives,Probabilities,0.009286183486815636,0.007120710147437037
P Abandons,False Negatives,Values,1.3,0
P Abandons,False Negatives,Probabilities,0.036190117242971505,0.07140285133116525
D Defaults,False Negatives,Values,0.30000000000000004,0
D Defaults,False Negatives,Probabilities,0.037907349105833876,0.016952840979305783
P Loses,False Negatives,Values,3.4,0
P Loses,False Negatives,Probabilities,0.004044263518367239,0.006878668663114113
P Wins,False Negatives,Values,0,0
P Wins,False Negatives,Probabilities,0.004047540386729669,0.008248916711123572
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,0,0
P Doesn't File,False Positives,Probabilities,0.3298749304073938,0.06858506959260635
D Doesn't Answer,False Positives,Values,1,0
D Doesn't Answer,False Positives,Probabilities,0.06372854503437424,0.33573201339276215
Settles,False Positives,Values,0.8,0
Settles,False Positives,Probabilities,0.007120710147437037,0.009286183486815636
P Abandons,False Positives,Values,0.3,0
P Abandons,False Positives,Probabilities,0.07140285133116525,0.036190117242971505
D Defaults,False Positives,Values,1.3,0.30000000000000004
D Defaults,False Positives,Probabilities,0.016952840979305783,0.037907349105833876
P Loses,False Positives,Values,0,0
P Loses,False Positives,Probabilities,0.006878668663114113,0.004044263518367239
P Wins,False Positives,Values,3.4,2.4
P Wins,False Positives,Probabilities,0.004047540386729669,0.008248916711123572
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,0,0
P Doesn't File,Total Expenditures,Probabilities,0.3298749304073938,0.06858506959260635
D Doesn't Answer,Total Expenditures,Values,0.30000000000000004,0.30000000000000004
D Doesn't Answer,Total Expenditures,Probabilities,0.06372854503437424,0.33573201339276215
Settles,Total Expenditures,Values,0.6000000000000001,0.6000000000000001
Settles,Total Expenditures,Probabilities,0.007120710147437037,0.009286183486815636
P Abandons,Total Expenditures,Values,0.6,0.6
P Abandons,Total Expenditures,Probabilities,0.07140285133116525,0.036190117242971505
D Defaults,Total Expenditures,Values,0.6000000000000001,0.6000000000000001
D Defaults,Total Expenditures,Probabilities,0.016952840979305783,0.037907349105833876
P Loses,Total Expenditures,Values,2.4,2.4
P Loses,Total Expenditures,Probabilities,0.006878668663114113,0.004044263518367239
P Wins,Total Expenditures,Values,2.4,2.4
P Wins,Total Expenditures,Probabilities,0.004047540386729669,0.008248916711123572
