"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","All",1,0,1,0.5,1,0.600096,1,1,0.340496,0.36416,,,0.564196,,,,,0,0.00887747,0.027023,1,10.3077,9.19605,19.5038,0.496242,10.3077,9.19605,0.496242,0.306046,0.20129,0.507336,0.154303,0.081924,0,0.496242,0,0.564196,0.334605,0,0.00887747,0,1,0,0,1,0.600096,0,0.399904,0.564196,0,0.00887747,0,0.0270226
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","DisputeArises",1,0,1,0.5,1,0.600096,1,1,0.340496,0.36416,,,0.564196,,,,,0,0.00887747,0.027023,1,10.3077,9.19605,19.5038,0.496242,10.3077,9.19605,0.496242,0.306046,0.20129,0.507336,0.154303,0.081924,0,0.496242,0,0.564196,0.334605,0,0.00887747,0,1,0,0,1,0.600096,0,0.399904,0.564196,0,0.00887747,0,0.0270226
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","PFiles",1,0,1,0.5,1,0.600096,1,1,0.340496,0.36416,,,0.564196,,,,,0,0.00887747,0.027023,1,10.3077,9.19605,19.5038,0.496242,10.3077,9.19605,0.496242,0.306046,0.20129,0.507336,0.154303,0.081924,0,0.496242,0,0.564196,0.334605,0,0.00887747,0,1,0,0,1,0.600096,0,0.399904,0.564196,0,0.00887747,0,0.0270226
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","DAnswers",0.6001,0,0.600096,0.5,1,1,1,1,0.340496,0.36416,,,0.940176,,,,,0,0.0147934,0.04503,1,10.0463,9.3267,19.373,0.627018,10.0463,9.3267,0.627018,0.413133,0.221592,0.634725,0.226136,0.105871,0,0.627018,0,0.940176,0.334605,0,0.0147934,0,1,0,0,1,1,0,0,0.940176,0,0.0147934,0,0.0450305
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","Litigated",0.6001,0,0.600096,0.5,1,1,1,1,0.340496,0.36416,,,0.940176,,,,,0,0.0147934,0.04503,1,10.0463,9.3267,19.373,0.627018,10.0463,9.3267,0.627018,0.413133,0.221592,0.634725,0.226136,0.105871,0,0.627018,0,0.940176,0.334605,0,0.0147934,0,1,0,0,1,1,0,0,0.940176,0,0.0147934,0,0.0450305
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","Not Litigated",0.3999,0,0.399904,0.5,1,0,1,1,,,,,0,,,,,0,0,0,,10.7,9,19.7,0.3,10.7,9,0.3,0.145351,0.170824,0.316175,0.0465104,0.0459888,0,0.3,0,0,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","Settles",0.5642,0,0.564196,0.5,1,1,1,1,0.309888,0.359322,,,1,,,,,0,0,0,,10.0346,9.36539,19.4,0.6,10.0346,9.36539,0.6,0.392914,0.20761,0.600523,0.185587,0.0746787,0,0.6,0,1,0.334605,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","Tried",0.027,0,0.0270226,0.5,1,1,1,1,0.812202,0.436211,,,0,,,,,0,0,1,1,10.0753,8.72473,18.8,1.2,10.0753,8.72473,1.2,0.755798,0.576123,1.33192,1.00055,0.79116,0,1.2,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","PWins",0.027,0,0.0270226,0.5,1,1,1,1,0.812202,0.436211,,,0,,,,,0,0,1,1,10.0753,8.72473,18.8,1.2,10.0753,8.72473,1.2,0.755798,0.576123,1.33192,1.00055,0.79116,0,1.2,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","DWins",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","Abandoned",0.0089,0,0.00887747,0.5,1,1,1,1,0.849885,0.452337,,,0,,,,,0,1,0,,10.7,8.7,19.4,0.6,10.7,8.7,0.6,0.655115,0.0310452,0.686161,0.445901,0.00228731,0,0.6,0,0,,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","Rounds1",0.6001,0,0.600096,0.5,1,1,1,1,0.340496,0.36416,,,0.940176,,,,,0,0.0147934,0.04503,1,10.0463,9.3267,19.373,0.627018,10.0463,9.3267,0.627018,0.413133,0.221592,0.634725,0.226136,0.105871,0,0.627018,0,0.940176,0.334605,0,0.0147934,0,1,0,0,1,1,0,0,0.940176,0,0.0147934,0,0.0450305
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral Fee Rule Reverse 68 Damages Dispute","0","1","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
