Filter,Assessment,Data Type
P Doesn't File,False Negatives,Values,1,0
P Doesn't File,False Negatives,Probabilities,0.01263479101251168,0.10745937565207098
D Doesn't Answer,False Negatives,Values,0.15000000000000002,0
D Doesn't Answer,False Negatives,Probabilities,0.32795604172063847,0.06489728579612535
Settles,False Negatives,Values,1.05,0.65,0.25,0
Settles,False Negatives,Probabilities,0.03433085591023027,0.007584922960292437,0.03425507014516673,0.23137159705533183
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,0.15000000000000002,0
D Defaults,False Negatives,Probabilities,0.024927695954416174,0.013852597167220506
P Loses,False Negatives,Values,1.45,0
P Loses,False Negatives,Probabilities,0.022088022784150278,0.06041533362114871
P Wins,False Negatives,Values,0.15000000000000002,0
P Wins,False Negatives,Probabilities,0.036216512563074316,0.02200989765762274
P Doesn't File,False Positives,Values,0,0
P Doesn't File,False Positives,Probabilities,0.10745937565207098,0.01263479101251168
D Doesn't Answer,False Positives,Values,1,0
D Doesn't Answer,False Positives,Probabilities,0.06489728579612535,0.32795604172063847
Settles,False Positives,Values,1.05,0.65,0.25,0.050000000000000044,0
Settles,False Positives,Probabilities,0.019035922474488074,0.01777612378383046,0.19455955079701331,0.03425507014516673,0.0419157788705227
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,1.15,0.1499999999999999
D Defaults,False Positives,Probabilities,0.013852597167220506,0.024927695954416174
P Loses,False Positives,Values,0.15,0
P Loses,False Positives,Probabilities,0.06041533362114871,0.022088022784150278
P Wins,False Positives,Values,1.45,0.44999999999999996
P Wins,False Positives,Probabilities,0.02200989765762274,0.036216512563074316
P Doesn't File,Total Expenditures,Values,0,0
P Doesn't File,Total Expenditures,Probabilities,0.10745937565207098,0.01263479101251168
D Doesn't Answer,Total Expenditures,Values,0.15000000000000002,0.15000000000000002
D Doesn't Answer,Total Expenditures,Probabilities,0.06489728579612535,0.32795604172063847
Settles,Total Expenditures,Values,0.30000000000000004,0.30000000000000004,0.3,0.3
Settles,Total Expenditures,Probabilities,0.03681204625831855,0.04183999310545916,0.19455955079701331,0.03433085591023027
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,0.29999999999999993,0.29999999999999993
D Defaults,Total Expenditures,Probabilities,0.013852597167220506,0.024927695954416174
P Loses,Total Expenditures,Values,0.6,0.6
P Loses,Total Expenditures,Probabilities,0.06041533362114871,0.022088022784150278
P Wins,Total Expenditures,Values,0.6,0.6
P Wins,Total Expenditures,Probabilities,0.02200989765762274,0.036216512563074316
