Filter,Assessment,Data Type
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.775,0.525,0.475,0.275,0.22499999999999998,0.17499999999999993,0.025000000000000022,0,0
Settles,False Negatives,Probabilities,4.912777773253142E-16,9.133916128356811E-09,1.3181948372303309E-12,0.0002270922763776085,8.538038582128261E-08,0.1996730284060318,0.0314604404458437,0,0.3625164443561267
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,
P Loses,False Negatives,Probabilities,
P Wins,False Negatives,Values,0.925,0.675,0.42500000000000004,0.17500000000000004,0.17500000000000002,0,0
P Wins,False Negatives,Probabilities,6.573363379810601E-10,1.4085727479245604E-05,0.004489413080112152,0.04620810255119842,0.03955883011873913,0,0.31585246786513504
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.975,0.975,0.725,0.6749999999999999,0.6749999999999999,0.475,0.42499999999999993,0.375,0.375,0.22499999999999998,0.17499999999999993,0.125,0
Settles,False Positives,Probabilities,0,1.2871352433546736E-08,0.00022779188655683345,0,5.554408395867243E-08,0.03168848145232508,4.274925919369947E-05,0,0.1622851311438622,0.1682277853837342,4.443681501832581E-05,0.0314604404458437,0.19990021519803003
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,
D Defaults,False Positives,Probabilities,
P Loses,False Positives,Values,
P Loses,False Positives,Probabilities,
P Wins,False Positives,Values,1.375,1.375,1.125,1.125,0.875,0.875,0.625,0.625,0.375,0.375,0.125,0
P Wins,False Positives,Probabilities,0,7.726329766028014E-08,0,9.519830160611303E-05,0,0.00872368868592401,0,0.09725984618730382,0,0.2097736574270035,0.08576693266993754,0.004503499464927736
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0.15000000000000002,0.15000000000000002,0.1499999999999999,0.1499999999999999
Settles,Total Expenditures,Probabilities,0,0.19397267300000012,0,0.39990442700000034
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,
D Defaults,Total Expenditures,Probabilities,
P Loses,Total Expenditures,Values,
P Loses,Total Expenditures,Probabilities,
P Wins,Total Expenditures,Values,0.30000000000000004,0.30000000000000004
P Wins,Total Expenditures,Probabilities,0,0.40612290000000023
