Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.91875,0.71875,0.51875,0.3187500000000001,0.11875000000000002,0
Settles,False Negatives,Probabilities,0.030491015138343163,0.019331865150167504,0.04584830258075001,0.055125379610580144,0.25597562309376415,0.4067827849263959
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,1.15,0
P Loses,False Negatives,Probabilities,0.028099334436350057,0.06512397353706084
P Wins,False Negatives,Values,0,0
P Wins,False Negatives,Probabilities,0.028099328486063623,0.06512239304052561
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.9375,0.7374999999999999,0.5375,0.33749999999999997,0.1375,0
Settles,False Positives,Probabilities,0.030490265006236132,0.019331476189419924,0.04584849391925004,0.05512778944983255,0.2559847603616571,0.4067721855736049
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,
D Defaults,False Positives,Probabilities,
P Loses,False Positives,Values,0,0
P Loses,False Positives,Probabilities,0.06512397353706084,0.028099334436350057
P Wins,False Positives,Values,1.13125,0.1312500000000001
P Wins,False Positives,Probabilities,0.028099328486063623,0.06512239304052561
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0.05625000000000002,0.05625000000000002,0.05625000000000001,0.05625000000000001,0.05624999999999997,0.05624999999999997
Settles,Total Expenditures,Probabilities,0.04982174119565606,0.3111010027043443,0.2559847603616571,0.030491015138343163,0.10097628336908261,0.06518016773091752
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,
D Defaults,Total Expenditures,Probabilities,
P Loses,Total Expenditures,Values,0.1125,0.1125
P Loses,Total Expenditures,Probabilities,0.06512397353706084,0.028099334436350057
P Wins,Total Expenditures,Values,0.11250000000000004,0.11250000000000004
P Wins,Total Expenditures,Probabilities,0.028099328486063623,0.06512239304052561
