Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,1,0
P Doesn't File,False Negatives,Probabilities,0.025526110327532284,0.294633889672468
D Doesn't Answer,False Negatives,Values,0.07499999999999996,0
D Doesn't Answer,False Negatives,Probabilities,0.3644990616831755,0.047795665216824865
Settles,False Negatives,Values,1.025,0
Settles,False Negatives,Probabilities,0.020873410962471167,0.06846660033752891
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,1.225,0
P Loses,False Negatives,Probabilities,0.033097726360331384,0.05600482690041482
P Wins,False Negatives,Values,0.07499999999999996,0
P Wins,False Negatives,Probabilities,0.05600498244454225,0.033097726094711635
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,0,0
P Doesn't File,False Positives,Probabilities,0.294633889672468,0.025526110327532284
D Doesn't Answer,False Positives,Values,1,0
D Doesn't Answer,False Positives,Probabilities,0.047795665216824865,0.3644990616831755
Settles,False Positives,Values,0.125,0
Settles,False Positives,Probabilities,0.06846660033752891,0.020873410962471167
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,
D Defaults,False Positives,Probabilities,
P Loses,False Positives,Values,0.075,0
P Loses,False Positives,Probabilities,0.05600482690041482,0.033097726360331384
P Wins,False Positives,Values,1.225,0.2250000000000001
P Wins,False Positives,Probabilities,0.033097726094711635,0.05600498244454225
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,0,0
P Doesn't File,Total Expenditures,Probabilities,0.294633889672468,0.025526110327532284
D Doesn't Answer,Total Expenditures,Values,0.07499999999999996,0.07499999999999996
D Doesn't Answer,Total Expenditures,Probabilities,0.047795665216824865,0.3644990616831755
Settles,Total Expenditures,Values,0.15,0.15
Settles,Total Expenditures,Probabilities,0.06846660033752891,0.020873410962471167
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,
D Defaults,Total Expenditures,Probabilities,
P Loses,Total Expenditures,Values,0.3,0.3
P Loses,Total Expenditures,Probabilities,0.05600482690041482,0.033097726360331384
P Wins,Total Expenditures,Values,0.30000000000000004,0.30000000000000004
P Wins,Total Expenditures,Probabilities,0.033097726094711635,0.05600498244454225
