Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.9875,0.5375,0.08750000000000002,0
Settles,False Negatives,Probabilities,0.06140696240273693,0.0056843132643612454,0.16369017200347635,0.3481541960294247
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,1.1875,0
P Loses,False Negatives,Probabilities,0.05791804723044714,0.0939141504933282
P Wins,False Negatives,Values,0,0
P Wins,False Negatives,Probabilities,0.0579410480506256,0.2112911105255984
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.9874999999999999,0.5375,0.0875,0
Settles,False Positives,Probabilities,0.01598547169652351,0.002919083735638742,0.32924964059726225,0.23078144767057454
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,
D Defaults,False Positives,Probabilities,
P Loses,False Positives,Values,0,0
P Loses,False Positives,Probabilities,0.0939141504933282,0.05791804723044714
P Wins,False Positives,Values,1.1875,0.1875
P Wins,False Positives,Probabilities,0.0579410480506256,0.2112911105255984
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0.07499999999999998,0.07499999999999998,0.07499999999999996,0.07499999999999996
Settles,Total Expenditures,Probabilities,0.32924964059726225,0.06140696240273693,0.018904555432162254,0.16937448526783763
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,
D Defaults,Total Expenditures,Probabilities,
P Loses,Total Expenditures,Values,0.15000000000000002,0.15000000000000002
P Loses,Total Expenditures,Probabilities,0.0939141504933282,0.05791804723044714
P Wins,Total Expenditures,Values,0.1499999999999999,0.1499999999999999
P Wins,Total Expenditures,Probabilities,0.0579410480506256,0.2112911105255984
