"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5,0.5","0","2","All",1,0,1,0.500003,0.562515,0.164365,1,1,0.481291,0.324282,,,0.0942481,,,,,0.0638462,0.0048847,0.001386,0.952609,10.2789,9.50223,19.7811,0.218896,1000.05,999.421,0.218896,0.0911222,0.24822,0.339342,0.0763397,0.177158,0,0.218896,0,0.0942481,0.455583,0.0638462,0.0048847,0,0.500004,0,-4.37299E-07,0.562515,0.164365,0.437485,0.39815,0.0942481,0.0638462,0.0048847,6.56889E-5,0.0013204
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5,0.5","0","2","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5,0.5","0","2","DisputeArises",1,0,1,0.500003,0.562515,0.164365,1,1,0.481291,0.324282,,,0.0942481,,,,,0.0638462,0.0048847,0.001386,0.952609,10.2789,9.50223,19.7811,0.218896,1000.05,999.421,0.218896,0.0911222,0.24822,0.339342,0.0763397,0.177158,0,0.218896,0,0.0942481,0.455583,0.0638462,0.0048847,0,0.500004,0,-4.37299E-07,0.562515,0.164365,0.437485,0.39815,0.0942481,0.0638462,0.0048847,6.56889E-5,0.0013204
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5,0.5","0","2","PFiles",0.5625,0,0.562515,0.717328,1,0.292197,1,1,0.481291,0.324282,,,0.167548,,,,,0.113501,0.00868369,0.002464,0.952609,10.4958,9.1151,19.6109,0.389138,1000.09,998.97,0.389138,0.161991,0.33088,0.492871,0.135712,0.204552,0,0.389138,0,0.167548,0.455583,0.113501,0.00868369,0,0.778484,0,0.103716,1,0.292197,0,0.707803,0.167548,0.113501,0.00868369,0.00011678,0.0023474
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5,0.5","0","2","DAnswers",0.1644,0,0.164365,0.509303,1,1,1,1,0.481291,0.324282,,,0.573407,,,,,0.388441,0.0297186,0.008433,0.952609,10.001,9.3939,19.3949,0.60506,999.971,999.362,0.60506,0.281941,0.487417,0.769358,0.192005,0.506556,0,0.60506,0,0.573407,0.455583,0.388441,0.0297186,0,0.514344,0,0.612505,1,1,0,0,0.573407,0.388441,0.0297186,0.00039965,0.0080335
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5,0.5","0","2","Litigated",0.1644,0,0.164365,0.509303,1,1,1,1,0.481291,0.324282,,,0.573407,,,,,0.388441,0.0297186,0.008433,0.952609,10.001,9.3939,19.3949,0.60506,999.971,999.362,0.60506,0.281941,0.487417,0.769358,0.192005,0.506556,0,0.60506,0,0.573407,0.455583,0.388441,0.0297186,0,0.514344,0,0.612505,1,1,0,0,0.573407,0.388441,0.0297186,0.00039965,0.0080335
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5,0.5","0","2","Not Litigated",0.8356,0,0.835635,0.498174,0.476464,0,1,1,,,,,0,,,,,0,0,0,,10.3335,9.52354,19.8571,0.142939,1000.07,999.432,0.142939,0.0535891,0.201171,0.25476,0.0535891,0.112367,0,0.142939,0,0,,0,0,0,0.497183,0,-0.120477,0.476464,0,0.523536,0.476464,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5,0.5","0","2","Settles",0.0942,0,0.0942481,0.531647,1,1,1,1,0.440758,0.470408,,,1,,,,,0,0,0,,10.1556,9.24442,19.4,0.6,1000.05,999.323,0.6,0.332446,0.45999,0.792436,0.254084,0.388615,0,0.6,0,1,0.455583,0,0,0,0.551955,0,0.353861,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5,0.5","0","2","Tried",0.0014,0,0.00138611,0.69994,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0.952609,10.8957,7.90426,18.8,1.2,1000.07,985.701,1.2,1.30655,0.066888,1.37344,1.92739,0.147154,0,1.2,0,0,,0,0,0,0.819591,0,2.05549,1,1,0,0,0,0,0,0.0473909,0.952609
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5,0.5","0","2","PWins",0.0013,0,0.00132042,0.705625,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,1,11,7.8,18.8,1.2,1000.16,984.99,1.2,1.37155,0,1.37155,2.02328,0,0,1.2,0,0,,0,0,0,0.828448,0,2.04393,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Noise 0.5,0.5","0","2","DWins",6.6E-5,0,6.56889E-05,0.585661,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0,8.8,10,18.8,1.2,998.13,1000,1.2,0,1.41141,1.41141,0,3.10511,0,1.2,0,0,,0,0,0,0.641551,0,2.28801,1,1,0,0,0,0,0,1,0
