"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1.5 Risk Neutral Noise 0.5,0.5","0","6","All",1,0,1,0.500003,0.587449,0.0483748,1,1,0.192208,0.1,,,0.0424891,,,,,0.000992298,0.00103636,0.003609,0.498867,10.1916,9.42254,19.6142,0.385825,10.1916,9.42254,0.385825,0.133053,0.334209,0.467262,0.143002,0.250014,0,0.385825,0,0.0424891,0.1,0.00111632,0.00116038,0.000248046,0.500004,0,-4.37299E-07,0.587449,0.0483748,0.412551,0.539074,0.0424891,0.000992298,0.00103636,0.00180862,0.0018004
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1.5 Risk Neutral Noise 0.5,0.5","0","6","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1.5 Risk Neutral Noise 0.5,0.5","0","6","DisputeArises",1,0,1,0.500003,0.587449,0.0483748,1,1,0.192208,0.1,,,0.0424891,,,,,0.000992298,0.00103636,0.003609,0.498867,10.1916,9.42254,19.6142,0.385825,10.1916,9.42254,0.385825,0.133053,0.334209,0.467262,0.143002,0.250014,0,0.385825,0,0.0424891,0.1,0.00111632,0.00116038,0.000248046,0.500004,0,-4.37299E-07,0.587449,0.0483748,0.412551,0.539074,0.0424891,0.000992298,0.00103636,0.00180862,0.0018004
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1.5 Risk Neutral Noise 0.5,0.5","0","6","PFiles",0.5874,0,0.587449,0.708104,1,0.0823473,1,1,0.192208,0.1,,,0.0723281,,,,,0.00168916,0.00176417,0.006144,0.498867,10.3262,9.017,19.3432,0.656781,10.3262,9.017,0.656781,0.226494,0.484435,0.710928,0.243429,0.341112,0,0.656781,0,0.0723281,0.1,0.00190029,0.0019753,0.000422243,0.766664,0,0.0993132,1,0.0823473,0,0.917653,0.0723281,0.00168916,0.00176417,0.00307877,0.0030648
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1.5 Risk Neutral Noise 0.5,0.5","0","6","DAnswers",0.0484,0,0.0483748,0.39298,1,1,1,1,0.192208,0.1,,,0.87833,,,,,0.0205127,0.0214236,0.074606,0.498867,9.50397,9.2065,18.7105,1.28953,9.50397,9.2065,1.28953,0.592267,0.491534,1.0838,0.797922,0.907587,0,1.28953,0,0.87833,0.1,0.0230765,0.0239874,0.00512758,0.324648,0,1.20601,1,1,0,0,0.87833,0.0205127,0.0214236,0.0373876,0.0372185
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1.5 Risk Neutral Noise 0.5,0.5","0","6","Litigated",0.0484,0,0.0483748,0.39298,1,1,1,1,0.192208,0.1,,,0.87833,,,,,0.0205127,0.0214236,0.074606,0.498867,9.50397,9.2065,18.7105,1.28953,9.50397,9.2065,1.28953,0.592267,0.491534,1.0838,0.797922,0.907587,0,1.28953,0,0.87833,0.1,0.0230765,0.0239874,0.00512758,0.324648,0,1.20601,1,1,0,0,0.87833,0.0205127,0.0214236,0.0373876,0.0372185
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1.5 Risk Neutral Noise 0.5,0.5","0","6","Not Litigated",0.9516,0,0.951625,0.505444,0.566477,0,1,1,,,,,0,,,,,0,0,0,,10.2266,9.43352,19.6601,0.339886,10.2266,9.43352,0.339886,0.10971,0.326211,0.435921,0.10971,0.216587,0,0.339886,0,0,,0,0,0,0.508918,0,-0.0613069,0.566477,0,0.433523,0.566477,0,0,0,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1.5 Risk Neutral Noise 0.5,0.5","0","6","Settles",0.0425,0,0.0424891,0.381607,1,1,1,1,0.1,0.1,,,1,,,,,0,0,0,,9.5,9.3,18.8,1.2,9.5,9.3,1.2,0.48579,0.459022,0.944812,0.340053,0.688532,0,1.2,0,1,0.1,0,0,0,0.306014,0,1.11818,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1.5 Risk Neutral Noise 0.5,0.5","0","6","Tried",0.0036,0,0.00360905,0.499524,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,0.498867,9.29479,8.30521,17.6,2.4,9.29479,8.30521,2.4,1.7314,0.940574,2.67197,6.13337,3.7623,0,2.4,0,0,,0,0,0,0.499215,0,2.03742,1,1,0,0,0,0,0,0.501133,0.498867
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1.5 Risk Neutral Noise 0.5,0.5","0","6","PWins",0.0018,0,0.00180044,0.51776,1,1,1,1,0.9,0.1,,,0,,,,,0,0,1,1,11.6,6,17.6,2.4,11.6,6,2.4,3.47066,0,3.47066,12.2946,0,0,2.4,0,0,,0,0,0,0.529342,0,2.03523,1,1,0,0,0,0,0,0,1
