Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.975,0.775,0.725,0.675,0.575,0.525,0.475,0.42500000000000004,0.375,0.325,0.275,0.2749999999999999,0.22499999999999998,0.17500000000000004,0.17499999999999993,0.125,0.07500000000000001,0.025000000000000022,0.02499999999999991,0,0
Settles,False Negatives,Probabilities,2.3290026369551922E-14,6.490408293618631E-09,3.6547378720071857E-07,6.3809225749340645E-09,0.0018084508526370153,0.00013500697636812102,0.006812246788757753,9.242030168500464E-05,0.017179643130563565,0.049907643768733585,0.024158674283296842,0.015171309560052896,0.17563626444835437,0.0024960621239980014,0.13167774634490242,0.039099196740820755,0.11597345635585296,0.02661210532953688,0.010768231723546252,0,0.22322329557575188
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,
P Loses,False Negatives,Probabilities,
P Wins,False Negatives,Values,1.375,1.125,0.9,0.875,0.65,0.625,0.4,0.375,0.15000000000000002,0.15,0.125,0,0
P Wins,False Negatives,Probabilities,6.633144043782312E-08,4.516794261682963E-05,3.913216499137808E-11,0.0032207338285766005,6.171918990062562E-06,0.023347944944000255,0.01615358837463695,0.006268943689283359,0.06551764923135711,0.013537658399491748,5.028444520675886E-06,0,0.03114491420595372
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.975,0.975,0.875,0.875,0.7749999999999999,0.7749999999999999,0.725,0.6749999999999999,0.6749999999999999,0.625,0.575,0.575,0.5249999999999999,0.475,0.475,0.42499999999999993,0.375,0.375,0.32499999999999996,0.2749999999999999,0.22499999999999998,0.175,0.175,0.17499999999999993,0.125,0.07499999999999996,0.02499999999999991,0
Settles,False Positives,Probabilities,0,4.687617376625724E-25,0,5.224424254053324E-20,0,6.313896926265484E-15,1.6529699237637457E-14,0,5.474790451454133E-11,3.885505588126511E-11,0,5.14803523517733E-07,1.0042902596268895E-07,0,3.984665686449296E-07,2.1379932055299626E-05,0,0.0003415661479356433,0.005005182569252854,0.001442853999583381,0.005075949081906768,0,0.1993590136931299,0.011976336359144076,0.037380337053083135,0.11597345635585296,0.039099196740820755,0.4250758469244909
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,
D Defaults,False Positives,Probabilities,
P Loses,False Positives,Values,
P Loses,False Positives,Probabilities,
P Wins,False Positives,Values,1.15,1.15,0.9,0.9,0.8999999999999999,0.65,0.65,0.6499999999999999,0.42500000000000004,0.42500000000000004,0.4,0.4,0.3999999999999999,0.17500000000000004,0.17500000000000002,0.17500000000000002,0.15000000000000002,0.1499999999999999,0,0
P Wins,False Positives,Probabilities,0,6.563677598791321E-10,0,1.8327165697128955E-07,1.1702920245746546E-05,0,0.0006204884116777058,0.0008690261543934001,0,1.6348301894875108E-12,0,0.01532607178347181,0.014317441006505494,5.028427693888129E-06,0,1.68267877563512E-11,0.05761335969581427,0.021441947935034598,0,0.0490426170686767
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0.15000000000000002,0.15000000000000002,0.14999999999999997,0.14999999999999997,0.1499999999999999,0.1499999999999999
Settles,Total Expenditures,Probabilities,0,0.05392840299999998,0,0.5185905062499997,0,0.2682332233999999
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,
D Defaults,Total Expenditures,Probabilities,
P Loses,Total Expenditures,Values,
P Loses,Total Expenditures,Probabilities,
P Wins,Total Expenditures,Values,0.30000000000000004,0.30000000000000004,0.29999999999999993,0.29999999999999993
P Wins,Total Expenditures,Probabilities,0,0.12260774867745305,0,0.036640118672547
