"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","All",1,0,1,0.500008,0.64589,0.211727,1,1,0.536729,0.05,,,0.0795262,,,,,0.0357348,0.0353607,0.057023,0.502042,10.3988,9.45541,19.8543,0.145749,10.3988,9.45541,0.145749,0.0634336,0.0886478,0.152081,0.0437735,0.0362993,0,0.145749,0,0.0795262,0.05,0.0377762,0.0374021,0.0040829,0.50001,0,3.61966E-05,0.64589,0.211727,0.35411,0.434163,0.0795262,0.0357348,0.0353607,0.0283949,0.0286278
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","DisputeArises",1,0,1,0.500008,0.64589,0.211727,1,1,0.536729,0.05,,,0.0795262,,,,,0.0357348,0.0353607,0.057023,0.502042,10.3988,9.45541,19.8543,0.145749,10.3988,9.45541,0.145749,0.0634336,0.0886478,0.152081,0.0437735,0.0362993,0,0.145749,0,0.0795262,0.05,0.0377762,0.0374021,0.0040829,0.50001,0,3.61966E-05,0.64589,0.211727,0.35411,0.434163,0.0795262,0.0357348,0.0353607,0.0283949,0.0286278
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","PFiles",0.6459,0,0.64589,0.703782,1,0.327807,1,1,0.536729,0.05,,,0.123127,,,,,0.0553264,0.0547472,0.088285,0.502042,10.6175,9.15684,19.7743,0.225657,10.6175,9.15684,0.225657,0.0982112,0.129941,0.228152,0.0677724,0.0488927,0,0.225657,0,0.123127,0.05,0.0584871,0.0579079,0.00632135,0.766833,0,0.432187,1,0.327807,0,0.672193,0.123127,0.0553264,0.0547472,0.0439624,0.044323
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","DAnswers",0.2117,0,0.211727,0.381736,1,1,1,1,0.536729,0.05,,,0.375607,,,,,0.168777,0.16701,0.269321,0.502042,10.1407,9.47846,19.6192,0.380796,10.1407,9.47846,0.380796,0.259367,0.0948444,0.354211,0.166511,0.103918,0,0.380796,0,0.375607,0.05,0.178419,0.176652,0.0192838,0.328939,0,2.13423,1,1,0,0,0.375607,0.168777,0.16701,0.134111,0.135211
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","Litigated",0.2117,0,0.211727,0.381736,1,1,1,1,0.536729,0.05,,,0.375607,,,,,0.168777,0.16701,0.269321,0.502042,10.1407,9.47846,19.6192,0.380796,10.1407,9.47846,0.380796,0.259367,0.0948444,0.354211,0.166511,0.103918,0,0.380796,0,0.375607,0.05,0.178419,0.176652,0.0192838,0.328939,0,2.13423,1,1,0,0,0.375607,0.168777,0.16701,0.134111,0.135211
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","Not Litigated",0.7883,0,0.788273,0.531775,0.550777,0,1,1,,,,,0,,,,,0,0,0,,10.4682,9.44922,19.9174,0.0826166,10.4682,9.44922,0.0826166,0.0108066,0.0869834,0.09779,0.0108066,0.0181371,0,0.0826166,0,0,,0,0,0,0.545959,0,-0.5732,0.550777,0,0.449223,0.550777,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","Settles",0.0795,0,0.0795262,0.184394,1,1,1,1,0.05,0.05,,,1,,,,,0,0,0,,9.9,9.8,19.7,0.3,9.9,9.8,0.3,0.191311,0.0477878,0.239099,0.0382623,0.0525666,0,0.3,0,1,0.05,0,0,0,0.0434435,0,1.19548,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","Tried",0.057,0,0.0570226,0.50157,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0.502042,10.2039,9.19612,19.4,0.6,10.2039,9.19612,0.6,0.445828,0.122059,0.567887,0.45564,0.213603,0,0.6,0,0,,0,0,0,0.502493,0,3.61759,1,1,0,0,0,0,0,0.497958,0.502042
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","PWins",0.0286,0,0.0286278,0.72124,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,1,11.15,8.25,19.4,0.6,11.15,8.25,0.6,0.88803,0,0.88803,0.907574,0,0,0.6,0,0,,0,0,0,0.86197,0,3.61781,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","DWins",0.0284,0,0.0283949,0.280098,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0,9.25,10.15,19.4,0.6,9.25,10.15,0.6,0,0.245119,0.245119,0,0.428958,0,0.6,0,0,,0,0,0,0.140068,0,3.61736,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","Abandoned",0.0752,0,0.0751783,0.499599,1,1,1,1,0.738143,0.05,,,0,,,,,0.475333,0.470357,0,,10.3475,9.35249,19.7,0.3,10.3475,9.35249,0.3,0.189928,0.12398,0.313909,0.0828739,0.0750442,0,0.3,0,0,,0.502488,0.497512,0.0543095,0.499305,0,2.00214,1,1,0,0,0,0.475333,0.470357,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","Rounds1",0.2076,0,0.207644,0.379336,1,1,1,1,0.536468,0.05,,,0.382993,,,,,0.172096,0.170294,0.274617,0.502042,10.1366,9.48099,19.6176,0.382385,10.1366,9.48099,0.382385,0.257414,0.0902342,0.347648,0.163149,0.0992624,0,0.382385,0,0.382993,0.05,0.172096,0.170294,0,0.325445,0,2.19436,1,1,0,0,0.382993,0.172096,0.170294,0.136748,0.137869
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Risk Neutral Case Strength Noise 0.175","0","3","Truly Liable",0.5,0,0.50001,0.856551,0.99056,0.139288,1,1,0.87822,0.05,,,0.00690965,,,,,0.00531157,0.0656239,0.057306,0.861196,10.8301,8.98322,19.8133,0.186669,10.8301,8.98322,0.186669,0.0471676,0.177292,0.22446,0.0292834,0.0725973,0,0.186669,0,0.00690965,0.05,0.00738003,0.0676924,0.00413693,1,0,6.71708E-05,0.99056,0.139288,0.00943984,0.851272,0.00690965,0.00531157,0.0656239,0.00795428,0.0493516
