"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175","0","2","All",1,0,1,0.500008,0.678001,0.308557,1,1,0.624642,0.05,,,0.107124,,,,,0,0,0.201434,0.60972,10.4317,9.46413,19.8958,0.104207,10.4317,9.46413,0.104207,0.0547207,0.0678749,0.122596,0.0223307,0.030458,0,0.104207,0,0.107124,0.05,0,0,0,0.50001,0,3.61966E-05,0.678001,0.308557,0.321999,0.369443,0.107124,0,0,0.0786156,0.122818
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175","0","2","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175","0","2","DisputeArises",1,0,1,0.500008,0.678001,0.308557,1,1,0.624642,0.05,,,0.107124,,,,,0,0,0.201434,0.60972,10.4317,9.46413,19.8958,0.104207,10.4317,9.46413,0.104207,0.0547207,0.0678749,0.122596,0.0223307,0.030458,0,0.104207,0,0.107124,0.05,0,0,0,0.50001,0,3.61966E-05,0.678001,0.308557,0.321999,0.369443,0.107124,0,0,0.0786156,0.122818
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175","0","2","PFiles",0.678,0,0.678001,0.677909,1,0.455099,1,1,0.624642,0.05,,,0.157999,,,,,0,0,0.2971,0.60972,10.6367,9.20964,19.8463,0.153697,10.6367,9.20964,0.153697,0.0807089,0.0946122,0.175321,0.0329361,0.0394251,0,0.153697,0,0.157999,0.05,0,0,0,0.731978,0,0.414572,1,0.455099,0,0.544901,0.157999,0,0,0.115952,0.181147
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175","0","2","DAnswers",0.3086,0,0.308557,0.445973,1,1,1,1,0.624642,0.05,,,0.347176,,,,,0,0,0.652824,0.60972,10.2914,9.46064,19.7521,0.247924,10.2914,9.46064,0.247924,0.163775,0.119112,0.282887,0.0588026,0.079971,0,0.247924,0,0.347176,0.05,0,0,0,0.424638,0,1.69604,1,1,0,0,0.347176,0,0,0.254784,0.39804
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175","0","2","Litigated",0.3086,0,0.308557,0.445973,1,1,1,1,0.624642,0.05,,,0.347176,,,,,0,0,0.652824,0.60972,10.2914,9.46064,19.7521,0.247924,10.2914,9.46064,0.247924,0.163775,0.119112,0.282887,0.0588026,0.079971,0,0.247924,0,0.347176,0.05,0,0,0,0.424638,0,1.69604,1,1,0,0,0.347176,0,0,0.254784,0.39804
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175","0","2","Not Litigated",0.6914,0,0.691443,0.524121,0.534308,0,1,1,,,,,0,,,,,0,0,0,,10.4942,9.46569,19.9599,0.0400731,10.4942,9.46569,0.0400731,0.0060551,0.0450102,0.0510653,0.00605505,0.0083627,0,0.0400731,0,0,,0,0,0,0.533644,0,-0.756808,0.534308,0,0.465692,0.534308,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175","0","2","Settles",0.1071,0,0.107124,0.177909,1,1,1,1,0.05,0.05,,,1,,,,,0,0,0,,9.975,9.875,19.85,0.15,9.975,9.875,0.15,0.119653,0.0438472,0.1635,0.0149566,0.0449434,0,0.15,0,1,0.05,0,0,0,0.0427778,0,0.750596,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175","0","2","Tried",0.2014,0,0.201434,0.588531,1,1,1,1,0.930241,0.05,,,0,,,,,0,0,1,0.60972,10.4597,9.24028,19.7,0.3,10.4597,9.24028,0.3,0.187239,0.159138,0.346377,0.0821202,0.0985989,0,0.3,0,0,,0,0,0,0.627714,0,2.19883,1,1,0,0,0,0,0,0.39028,0.60972
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 0 Risk Neutral Case Strength Noise 0.175","0","2","PWins",0.1228,0,0.122818,0.783342,1,1,1,1,0.942905,0.05,,,0,,,,,0,0,1,1,10.85,8.85,19.7,0.3,10.85,8.85,0.3,0.227062,0.138441,0.365503,0.122681,0.0207661,0,0.3,0,0,,0,0,0,0.922938,0,2.0437,1,1,0,0,0,0,0,0,1
