"OptionSet","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Relative Costs 2","3","All",1,0,1,0.499992,0.70495,0.242555,1,1,0.720399,0.05,,,0.00458374,,,,,0.114319,0.0228285,0.086229,0.465045,10.3159,9.39739,10.3159,9.39739,0.286671,0.191773,0.223275,0.415048,0.252572,0.188938,0,0,0.00458374,0.05,0.121617,0.0301259,0.0145948,0.499991,0,-1.85688E-05,0.70495,0.242555,0.29505,0.462395,0.00458374,0.114319,0.0228285,0.0461286,0.0401004
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Relative Costs 2","3","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Relative Costs 2","3","DisputeArises",1,0,1,0.499992,0.70495,0.242555,1,1,0.720399,0.05,,,0.00458374,,,,,0.114319,0.0228285,0.086229,0.465045,10.3159,9.39739,10.3159,9.39739,0.286671,0.191773,0.223275,0.415048,0.252572,0.188938,0,0,0.00458374,0.05,0.121617,0.0301259,0.0145948,0.499991,0,-1.85688E-05,0.70495,0.242555,0.29505,0.462395,0.00458374,0.114319,0.0228285,0.0461286,0.0401004
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Relative Costs 2","3","PFiles",0.705,0,0.70495,0.625529,1,0.344074,1,1,0.720399,0.05,,,0.00650222,,,,,0.162166,0.0323832,0.122319,0.465045,10.4482,9.14517,10.4482,9.14517,0.406655,0.272037,0.262823,0.534861,0.358283,0.214114,0,0,0.00650222,0.05,0.172518,0.0427348,0.0207033,0.655356,0,0.486198,1,0.344074,0,0.655926,0.00650222,0.162166,0.0323832,0.0654353,0.0568841
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Relative Costs 2","3","DAnswers",0.2426,0,0.242555,0.386651,1,1,1,1,0.720399,0.05,,,0.0188977,,,,,0.471312,0.0941168,0.355503,0.465045,9.9681,9.42192,9.9681,9.42192,0.609976,0.442351,0.296437,0.738787,0.693012,0.482065,0,0,0.0188977,0.05,0.501397,0.124202,0.060171,0.346628,0,2.22744,1,1,0,0,0.0188977,0.471312,0.0941168,0.190178,0.165325
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Relative Costs 2","3","Litigated",0.2426,0,0.242555,0.386651,1,1,1,1,0.720399,0.05,,,0.0188977,,,,,0.471312,0.0941168,0.355503,0.465045,9.9681,9.42192,9.9681,9.42192,0.609976,0.442351,0.296437,0.738787,0.693012,0.482065,0,0,0.0188977,0.05,0.501397,0.124202,0.060171,0.346628,0,2.22744,1,1,0,0,0.0188977,0.471312,0.0941168,0.190178,0.165325
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Relative Costs 2","3","Not Litigated",0.7574,0,0.757445,0.536287,0.610467,0,1,1,,,,,0,,,,,0,0,0,,10.4273,9.38953,10.4273,9.38953,0.18314,0.111531,0.199846,0.311377,0.111531,0.0950697,0,0,0,,0,0,0,0.549102,0,-0.713315,0.610467,0,0.389533,0.610467,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Relative Costs 2","3","Settles",0.0046,0,0.00458374,0.264911,1,1,1,1,0.05,0.05,,,1,,,,,0,0,0,,9.75,9.8,9.75,9.8,0.45,0.162682,0.233238,0.39592,0.0325364,0.291548,0,0,1,0.05,0,0,0,0.186591,0,0.95547,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Relative Costs 2","3","Tried",0.0862,0,0.0862291,0.475417,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0.465045,10.1021,8.99787,10.1021,8.99787,0.9,0.865408,0.368817,1.23422,1.71771,0.811397,0,0,0,,0,0,0,0.46485,0,3.62073,1,1,0,0,0,0,0,0.534955,0.465045
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Relative Costs 2","3","PWins",0.0401,0,0.0401004,0.594999,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,1,11.6,7.5,11.6,7.5,0.9,1.86091,0,1.86091,3.69364,0,0,0,0,,0,0,0,0.63909,0,3.62557,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Relative Costs 2","3","DWins",0.0461,0,0.0461286,0.371462,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0,8.8,10.3,8.8,10.3,0.9,0,0.689436,0.689436,0,1.51676,0,0,0,,0,0,0,0.31338,0,3.61653,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Relative Costs 2","3","Abandoned",0.1517,0,0.151742,0.339885,1,1,1,1,0.610177,0.05,,,0,,,,,0.753376,0.150443,0,,9.89853,9.65147,9.89853,9.65147,0.45,0.210392,0.257215,0.467608,0.130668,0.300674,0,0,0,,0.801467,0.198533,0.0961813,0.284282,0,1.47412,1,1,0,0,0,0.753376,0.150443,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Relative Costs 2","3","Rounds1",0.228,0,0.22796,0.385589,1,1,1,1,0.731308,0.05,,,0.0201076,,,,,0.501487,0.100142,0.378263,0.465045,9.95326,9.42652,9.95326,9.42652,0.620218,0.442191,0.297142,0.739332,0.70943,0.492599,0,0,0.0201076,0.05,0.501487,0.100142,0,0.345978,0,2.40098,1,1,0,0,0.0201076,0.501487,0.100142,0.202354,0.17591
