"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.705E-13","530","All",1,0,1,0.499999,1,1,1,1,0.533675,0.533676,,,0.984189,,,,,0,0,0.015811,0.500058,10.494,9.4298,1000.1,999.44,0.0761858,0.152295,0.11979,0.272085,0.0893375,0.0550195,0,0,0.984189,0.532618,0,0,0,0.5,0,-3.36759E-06,1,1,0,0,0.984189,0,0,0.00790472,0.0079065
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.705E-13","530","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.705E-13","530","DisputeArises",1,0,1,0.499999,1,1,1,1,0.533675,0.533676,,,0.984189,,,,,0,0,0.015811,0.500058,10.494,9.4298,1000.1,999.44,0.0761858,0.152295,0.11979,0.272085,0.0893375,0.0550195,0,0,0.984189,0.532618,0,0,0,0.5,0,-3.36759E-06,1,1,0,0,0.984189,0,0,0.00790472,0.0079065
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.705E-13","530","PFiles",1,0,1,0.499999,1,1,1,1,0.533675,0.533676,,,0.984189,,,,,0,0,0.015811,0.500058,10.494,9.4298,1000.1,999.44,0.0761858,0.152295,0.11979,0.272085,0.0893375,0.0550195,0,0,0.984189,0.532618,0,0,0,0.5,0,-3.36759E-06,1,1,0,0,0.984189,0,0,0.00790472,0.0079065
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.705E-13","530","DAnswers",1,0,1,0.499999,1,1,1,1,0.533675,0.533676,,,0.984189,,,,,0,0,0.015811,0.500058,10.494,9.4298,1000.1,999.44,0.0761858,0.152295,0.11979,0.272085,0.0893375,0.0550195,0,0,0.984189,0.532618,0,0,0,0.5,0,-3.36759E-06,1,1,0,0,0.984189,0,0,0.00790472,0.0079065
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.705E-13","530","Litigated",1,0,1,0.499999,1,1,1,1,0.533675,0.533676,,,0.984189,,,,,0,0,0.015811,0.500058,10.494,9.4298,1000.1,999.44,0.0761858,0.152295,0.11979,0.272085,0.0893375,0.0550195,0,0,0.984189,0.532618,0,0,0,0.5,0,-3.36759E-06,1,1,0,0,0.984189,0,0,0.00790472,0.0079065
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.705E-13","530","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.705E-13","530","Settles",0.9842,0,0.984189,0.499999,1,1,1,1,0.529388,0.535849,,,1,,,,,0,0,0,,10.4951,9.42988,1000.1,999.443,0.075,0.151135,0.118516,0.269651,0.0877112,0.0528727,0,0,1,0.532618,0,0,0,0.499999,0,-0.0163558,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.705E-13","530","Tried",0.0158,0,0.0158113,0.500023,1,1,1,1,0.800556,0.398414,,,0,,,,,0,0,1,0.500058,10.4251,9.42494,1000.06,999.277,0.15,0.224494,0.199097,0.423592,0.190572,0.188646,0,0,0,,0,0,0,0.500038,0,1.01787,1,1,0,0,0,0,0,0.499942,0.500058
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 0 Moderately Risk Averse Noise 0.25,0.25","-1.705E-13","530","PWins",0.0079,0,0.00790654,0.606991,1,1,1,1,0.85404,0.558866,,,0,,,,,0,0,1,1,10.925,8.925,1000.16,998.585,0.15,0.398191,0.0507607,0.448952,0.377295,0.00380705,0,0,0,,0,0,0,0.676809,0,1.01796,1,1,0,0,0,0,0,0,1
