"OptionSet","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Timing 0.75","4","All",1,0,1,0.499992,0.60074,0.133252,1,1,0.38255,0.294527,,,0.0851002,,,,,0.0349314,0.0117679,0.001453,0.489728,10.2392,9.43008,1000.05,999.322,0.330732,0.14796,0.291383,0.439343,0.133767,0.203627,0,0,0.0851002,0.35,0.0349314,0.0117679,0,0.499991,0,-1.85688E-05,0.60074,0.133252,0.39926,0.467488,0.0851002,0.0349314,0.0117679,0.00074133,0.0007115
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Timing 0.75","4","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Timing 0.75","4","DisputeArises",1,0,1,0.499992,0.60074,0.133252,1,1,0.38255,0.294527,,,0.0851002,,,,,0.0349314,0.0117679,0.001453,0.489728,10.2392,9.43008,1000.05,999.322,0.330732,0.14796,0.291383,0.439343,0.133767,0.203627,0,0,0.0851002,0.35,0.0349314,0.0117679,0,0.499991,0,-1.85688E-05,0.60074,0.133252,0.39926,0.467488,0.0851002,0.0349314,0.0117679,0.00074133,0.0007115
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Timing 0.75","4","PFiles",0.6007,0,0.60074,0.67606,1,0.221814,1,1,0.38255,0.294527,,,0.141659,,,,,0.0581473,0.019589,0.002418,0.489728,10.3981,9.05131,1000.08,998.872,0.550542,0.246296,0.373359,0.619655,0.222671,0.227279,0,0,0.141659,0.35,0.0581473,0.019589,0,0.72061,0,0.606564,1,0.221814,0,0.778186,0.141659,0.0581473,0.019589,0.00123402,0.0011843
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Timing 0.75","4","DAnswers",0.1333,0,0.133252,0.412447,1,1,1,1,0.38255,0.294527,,,0.638639,,,,,0.262145,0.0883129,0.010903,0.489728,9.86541,9.23132,999.904,999.094,0.903271,0.47265,0.391457,0.864107,0.366141,0.443351,0,0,0.638639,0.35,0.262145,0.0883129,0,0.378153,0,3.04181,1,1,0,0,0.638639,0.262145,0.0883129,0.00556333,0.0053393
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Timing 0.75","4","Litigated",0.1333,0,0.133252,0.412447,1,1,1,1,0.38255,0.294527,,,0.638639,,,,,0.262145,0.0883129,0.010903,0.489728,9.86541,9.23132,999.904,999.094,0.903271,0.47265,0.391457,0.864107,0.366141,0.443351,0,0,0.638639,0.35,0.262145,0.0883129,0,0.378153,0,3.04181,1,1,0,0,0.638639,0.262145,0.0883129,0.00556333,0.0053393
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Timing 0.75","4","Not Litigated",0.8667,0,0.866748,0.513451,0.539358,0,1,1,,,,,0,,,,,0,0,0,,10.2966,9.46064,1000.07,999.357,0.242711,0.0980425,0.275998,0.37404,0.0980425,0.166772,0,0,0,,0,0,0,0.518722,0,-0.467664,0.539358,0,0.460642,0.539358,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Timing 0.75","4","Settles",0.0851,0,0.0851002,0.432709,1,1,1,1,0.35,0.35,,,1,,,,,0,0,0,,9.9,9.2,999.959,999.262,0.9,0.478014,0.442731,0.920745,0.382411,0.487004,0,0,1,0.35,0,0,0,0.402482,0,2.21822,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Timing 0.75","4","Tried",0.0015,0,0.00145281,0.493032,1,1,1,1,0.667752,0.159048,,,0,,,,,0,0,1,0.489728,9.8774,8.9226,999.125,992.649,1.2,0.771209,0.403587,1.1748,1.32923,0.887891,0,0,0,,0,0,0,0.489641,0,7.46162,1,1,0,0,0,0,0,0.510272,0.489728
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Moderately Risk Averse Timing 0.75","4","PWins",0.0007,0,0.00071148,0.581071,1,1,1,1,0.674039,0.163845,,,0,,,,,0,0,1,1,11,7.8,1000.16,984.99,1.2,1.57477,0,1.57477,2.71422,0,0,0,0,,0,0,0,0.62523,0,7.48205,1,1,0,0,0,0,0,0,1
