"OptionSet","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","All",1,0,1,0.677921,0.984412,0.26151,1,1,0.568018,0.253155,,,0.0905685,,,,,0.0618823,0.0728069,0.036252,0.51087,10.6874,9.11488,1000.12,998.926,0.197764,0.0636575,0.232557,0.296214,0.042243,0.140307,0,0,0.0905685,0.288329,0.0618823,0.0728069,0,0.900003,0,2.25696E-05,0.984412,0.26151,0.0155884,0.722902,0.0905685,0.0618823,0.0728069,0.0177321,0.0185202
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","DisputeArises",1,0,1,0.677921,0.984412,0.26151,1,1,0.568018,0.253155,,,0.0905685,,,,,0.0618823,0.0728069,0.036252,0.51087,10.6874,9.11488,1000.12,998.926,0.197764,0.0636575,0.232557,0.296214,0.042243,0.140307,0,0,0.0905685,0.288329,0.0618823,0.0728069,0,0.900003,0,2.25696E-05,0.984412,0.26151,0.0155884,0.722902,0.0905685,0.0618823,0.0728069,0.0177321,0.0185202
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PFiles",0.9844,0,0.984412,0.685449,1,0.265651,1,1,0.568018,0.253155,,,0.0920027,,,,,0.0628622,0.0739598,0.036826,0.51087,10.6982,9.10086,1000.12,998.909,0.200896,0.0646655,0.229237,0.293903,0.0429119,0.135526,0,0,0.0920027,0.288329,0.0628622,0.0739598,0,0.907252,0,0.0356281,1,0.265651,0,0.734349,0.0920027,0.0628622,0.0739598,0.0180129,0.0188135
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","DAnswers",0.2615,0,0.26151,0.429942,1,1,1,1,0.568018,0.253155,,,0.346329,,,,,0.236634,0.27841,0.138627,0.51087,10.2787,9.37967,1000.03,999.186,0.341588,0.161968,0.460494,0.622462,0.0800799,0.449802,0,0,0.346329,0.288329,0.236634,0.27841,0,0.732321,0,1.49727,1,1,0,0,0.346329,0.236634,0.27841,0.0678067,0.0708203
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Litigated",0.2615,0,0.26151,0.429942,1,1,1,1,0.568018,0.253155,,,0.346329,,,,,0.236634,0.27841,0.138627,0.51087,10.2787,9.37967,1000.03,999.186,0.341588,0.161968,0.460494,0.622462,0.0800799,0.449802,0,0,0.346329,0.288329,0.236634,0.27841,0,0.732321,0,1.49727,1,1,0,0,0.346329,0.236634,0.27841,0.0678067,0.0708203
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Not Litigated",0.7385,0,0.73849,0.765733,0.978892,0,1,1,,,,,0,,,,,0,0,0,,10.8321,9.02111,1000.15,998.833,0.146834,0.0288443,0.151841,0.180685,0.0288443,0.0307101,0,0,0,,0,0,0,0.959381,0,-0.530175,0.978892,0,0.0211084,0.978892,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Settles",0.0906,0,0.0905685,0.32851,1,1,1,1,0.261618,0.315039,,,1,,,,,0,0,0,,10.1383,9.56167,1000.04,999.709,0.3,0.132892,0.510027,0.642919,0.0593773,0.431911,0,0,1,0.288329,0,0,0,0.62728,0,-0.773301,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Tried",0.0363,0,0.0362524,0.506324,1,1,1,1,0.876678,0.05,,,0,,,,,0,0,1,0.51087,10.2141,9.18587,999.945,998.331,0.6,0.289013,0.608311,0.897324,0.184762,0.790504,0,0,0,,0,0,0,0.840432,0,4.37648,1,1,0,0,0,0,0,0.48913,0.51087
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PWins",0.0185,0,0.0185202,0.596948,1,1,1,1,0.890338,0.05,,,0,,,,,0,0,1,1,10.85,8.55,1000.15,996.796,0.6,0.53103,0.137845,0.668876,0.356457,0.0206768,0,0,0,,0,0,0,0.91897,0,4.47868,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","DWins",0.0177,0,0.0177321,0.411673,1,1,1,1,0.86241,0.05,,,0,,,,,0,0,1,0,9.55,9.85,999.728,999.935,0.6,0.0362393,1.09969,1.13593,0.0054359,1.59455,0,0,0,,0,0,0,0.758404,0,4.26974,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Abandoned",0.1347,0,0.134689,0.477589,1,1,1,1,0.690972,0.266222,,,0,,,,,0.459445,0.540555,0,,10.3906,9.30944,1000.05,999.065,0.3,0.147325,0.387401,0.534725,0.0658251,0.370131,0,0,0,,0.459445,0.540555,0,0.773855,0,2.2491,1,1,0,0,0,0.459445,0.540555,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Rounds1",0.2615,0,0.26151,0.429942,1,1,1,1,0.568018,0.253155,,,0.346329,,,,,0.236634,0.27841,0.138627,0.51087,10.2787,9.37967,1000.03,999.186,0.341588,0.161968,0.460494,0.622462,0.0800799,0.449802,0,0,0.346329,0.288329,0.236634,0.27841,0,0.732321,0,1.49727,1,1,0,0,0.346329,0.236634,0.27841,0.0678067,0.0708203
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Truly Liable",0.9,0,0.900003,0.722398,0.992341,0.212787,1,1,0.636002,0.283896,,,0.063124,,,,,0.0406045,0.075206,0.033853,0.55861,10.7416,9.06747,1000.13,998.86,0.190925,0.0197906,0.258396,0.278186,0.00552152,0.155896,0,0,0.063124,0.336922,0.0406045,0.075206,0,1,0,1.89605E-05,0.992341,0.212787,0.00765895,0.779554,0.063124,0.0406045,0.075206,0.0149423,0.0189105
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Truly Not Liable",0.1,0,0.0999973,0.277607,0.913045,0.700026,1,1,0.382026,0.169052,,,0.337576,,,,,0.253387,0.0512142,0.057849,0.259425,10.1992,9.54153,1000.02,999.519,0.259315,0.458471,0,0.458471,0.372746,0,0,0,0.337576,0.206546,0.253387,0.0512142,0,0,0,5.50522E-05,0.913045,0.700026,0.0869553,0.213018,0.337576,0.253387,0.0512142,0.0428412,0.0150074
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","AllCount",3200,0,3200,0.677921,3150.12,836.832,3200,3200,0.568018,0.253155,,,289.819,,,,,198.023,232.982,116.008,572.174,10.6874,9.11488,1000.12,998.926,0.197764,0.0636575,0.232557,0.296214,0.042243,0.140307,0,0,289.819,0.288329,198.023,232.982,0,2880.01,0,2.25696E-05,3150.12,836.832,49.8828,2313.29,289.819,198.023,232.982,56.7428,59.2647
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Liability Strength1",0.0279,0,0.0278758,0.05,0.819158,0.802433,1,1,0.244079,0.101037,,,0.476376,,,,,0.306055,0.00255202,0.01745,0.0204164,9.94437,9.80716,999.968,999.887,0.248474,0.156348,0.200335,0.356683,0.0552064,0.217132,0,0,0.476376,0.110707,0.306055,0.00255202,0,0.189777,0,7.21001E-05,0.819158,0.802433,0.180842,0.0167245,0.476376,0.306055,0.00255202,0.017094,0.0003563
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Liability Strength2",0.0318,0,0.031802,0.15,0.876133,0.830762,1,1,0.309284,0.13306,,,0.430705,,,,,0.350949,0.010197,0.038911,0.0517848,9.98749,9.74481,999.975,999.817,0.267707,0.167966,0.349424,0.51739,0.0833391,0.377429,0,0,0.430705,0.168079,0.350949,0.010197,0,0.345105,0,7.09356E-05,0.876133,0.830762,0.123867,0.0453709,0.430705,0.350949,0.010197,0.0368961,0.002015
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Liability Strength3",0.0387,0,0.038705,0.25,0.925807,0.816521,1,1,0.388808,0.174828,,,0.377879,,,,,0.334526,0.0324908,0.071625,0.118043,10.0861,9.63104,999.993,999.666,0.282837,0.173524,0.495733,0.669257,0.116228,0.527554,0,0,0.377879,0.247987,0.334526,0.0324908,0,0.542448,0,6.10646E-05,0.925807,0.816521,0.0741928,0.109286,0.377879,0.334526,0.0324908,0.0631703,0.0084549
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Liability Strength4",0.0509,0,0.0509223,0.35,0.962505,0.735714,1,1,0.483041,0.222432,,,0.307767,,,,,0.247833,0.077643,0.102471,0.235625,10.2616,9.45297,1000.03,999.402,0.285474,0.165541,0.53708,0.702622,0.131951,0.548268,0,0,0.307767,0.327676,0.247833,0.077643,0,0.727311,0,4.63684E-05,0.962505,0.735714,0.0374949,0.226791,0.307767,0.247833,0.077643,0.0783263,0.0241447
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Liability Strength5",0.0703,0,0.0702836,0.45,0.984499,0.586306,1,1,0.588764,0.27,,,0.211253,,,,,0.134173,0.132484,0.108397,0.404463,10.4888,9.24302,1000.08,999.071,0.26814,0.142078,0.438144,0.580222,0.11503,0.401781,0,0,0.211253,0.38512,0.134173,0.132484,0,0.857151,0,3.52342E-05,0.984499,0.586306,0.0155005,0.398194,0.211253,0.134173,0.132484,0.0645541,0.0438424
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Liability Strength6",0.0971,0,0.097054,0.55,0.994852,0.402384,1,1,0.696006,0.312456,,,0.11049,,,,,0.0510145,0.15805,0.082829,0.595537,10.6868,9.07881,1000.12,998.821,0.234434,0.106273,0.291641,0.397914,0.0776981,0.205947,0,0,0.11049,0.418023,0.0510145,0.15805,0,0.93103,0,2.88803E-05,0.994852,0.402384,0.00514806,0.592468,0.11049,0.0510145,0.15805,0.0335015,0.049328
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Liability Strength7",0.1291,0,0.129091,0.65,0.998627,0.235305,1,1,0.789972,0.347233,,,0.0416661,,,,,0.0135284,0.133837,0.046274,0.764375,10.7976,9.00345,1000.14,998.734,0.198972,0.0666134,0.195971,0.262585,0.0426732,0.081961,0,0,0.0416661,0.434695,0.0135284,0.133837,0,0.968122,0,2.04702E-05,0.998627,0.235305,0.00137349,0.763321,0.0416661,0.0135284,0.133837,0.0109034,0.0353709
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Liability Strength8",0.1617,0,0.161724,0.75,0.9997,0.11801,1,1,0.859494,0.374111,,,0.0113275,,,,,0.00257103,0.0843593,0.019753,0.881957,10.8378,8.98859,1000.15,998.747,0.173582,0.0347876,0.15983,0.194618,0.0202632,0.0358925,0,0,0.0113275,0.442727,0.00257103,0.0843593,0,0.985575,0,1.11785E-05,0.9997,0.11801,0.000299671,0.88169,0.0113275,0.00257103,0.0843593,0.00233166,0.017421
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Liability Strength9",0.1887,0,0.188671,0.85,0.999945,0.0517832,1,1,0.903244,0.394165,,,0.00230979,,,,,0.000368991,0.0422499,0.006854,0.948215,10.8478,8.99234,1000.15,998.777,0.159816,0.0157156,0.151172,0.166888,0.00883564,0.0247042,0,0,0.00230979,0.44654,0.000368991,0.0422499,0,0.993536,0,8.12354E-06,0.999945,0.0517832,5.51384E-05,0.948162,0.00230979,0.000368991,0.0422499,0.00035496,0.0064995
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","Liability Strength10",0.2039,0,0.203871,0.95,0.999991,0.0204165,1,1,0.927362,0.408854,,,0.00037408,,,,,4.25635E-05,0.0179426,0.002057,0.979584,10.8497,8.99663,1000.15,998.796,0.153678,0.006481,0.149878,0.156359,0.00371497,0.0227614,0,0,0.00037408,0.448349,4.25635E-05,0.0179426,0,0.997117,0,1.13641E-05,0.999991,0.0204165,8.86581E-06,0.979575,0.00037408,4.25635E-05,0.0179426,4.20029E-5,0.0020153
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PLiabilitySignal1",0.0284,0,0.02842,0.202479,0.4515,0.392882,1,1,0.05,0.148811,,,0.392882,,,,,0,0,0,,10.0299,9.8434,1000,999.881,0.126657,0.0732265,0.412451,0.485677,0.0318963,0.414435,0,0,0.392882,0.0994053,0,0,0,0.442193,0,-2.24848,0.4515,0.392882,0.5485,0.0586182,0.392882,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PLiabilitySignal2",0.0395,0,0.03948,0.269448,1,0.79757,1,1,0.05,0.168618,,,0.79757,,,,,0,0,0,,10.1396,9.59075,1000.02,999.653,0.269635,0.143357,0.41664,0.559997,0.0695661,0.409603,0,0,0.79757,0.109309,0,0,0,0.543557,0,-1.72722,1,0.79757,0,0.20243,0.79757,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PLiabilitySignal3",0.0519,0,0.0519,0.356947,1,0.69021,1,1,0.45,0.194198,,,0.248818,,,,,0.441392,0,0,,10.2718,9.47471,1000.04,999.494,0.253532,0.122193,0.417843,0.540036,0.0761441,0.386232,0,0,0.248818,0.45,0.441392,0,0,0.66218,0,-1.38557,1,0.69021,0,0.30979,0.248818,0.441392,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PLiabilitySignal4",0.0674,0,0.06739,0.457491,1,0.55557,1,1,0.45,0.223977,,,0.241641,,,,,0.313929,0,0,,10.4032,9.3635,1000.07,999.345,0.233335,0.0935583,0.406828,0.500386,0.0642625,0.348624,0,0,0.241641,0.45,0.313929,0,0,0.777071,0,-1.17112,1,0.55557,0,0.44443,0.241641,0.313929,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PLiabilitySignal5",0.0879,0,0.08788,0.558372,1,0.41574,1,1,0.45,0.254919,,,0.212983,,,,,0.202757,0,0,,10.5301,9.25754,1000.09,999.198,0.212361,0.0656711,0.368054,0.433725,0.0493229,0.284794,0,0,0.212983,0.45,0.202757,0,0,0.867059,0,-0.97159,1,0.41574,0,0.58426,0.212983,0.202757,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PLiabilitySignal6",0.1136,0,0.11362,0.649123,1,0.29357,1,1,0.790304,0.28405,,,0,,,,,0,0.171775,0.121795,0.399254,10.7549,9.01454,1000.12,998.71,0.230574,0.103655,0.205627,0.309282,0.0780105,0.127711,0,0,0,,0,0.171775,0,0.925481,0,-0.6827,1,0.29357,0,0.70643,0,0,0.171775,0.0731676,0.0486271
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PLiabilitySignal7",0.141,0,0.14103,0.724666,1,0.20047,1,1,0.904778,0.309783,,,0,,,,,0,0.130197,0.070273,0.496741,10.804,8.99482,1000.14,998.715,0.201153,0.0696208,0.17927,0.24889,0.0491669,0.0783054,0,0,0,,0,0.130197,0,0.958741,0,-0.25276,1,0.20047,0,0.79953,0,0,0.130197,0.0353657,0.0349077
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PLiabilitySignal8",0.1616,0,0.16161,0.784,1,0.13618,1,1,0.95,0.331719,,,0,,,,,0,0.0959112,0.040269,0.591344,10.8286,8.98889,1000.15,998.732,0.182508,0.0463183,0.164161,0.210479,0.0307388,0.0502962,0,0,0,,0,0.0959112,0,0.976373,0,0.32248,1,0.13618,0,0.86382,0,0,0.0959112,0.0164561,0.0238127
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PLiabilitySignal9",0.1646,0,0.16457,0.82858,1,0.09454,1,1,0.95,0.349965,,,0,,,,,0,0.0708967,0.023643,0.678056,10.8401,8.98862,1000.15,998.75,0.171274,0.0315064,0.156452,0.187958,0.0198064,0.0359741,0,0,0,,0,0.0708967,0,0.985512,0,1.02134,1,0.09454,0,0.90546,0,0,0.0708967,0.00761183,0.0160315
"FSA Costs Multiplier 1 Fee Shifting Multiplier 0.5 Moderately Risk Averse Truly Liable Probability 0.9","3","PLiabilitySignal10",0.1441,0,0.1441,0.861125,1,0.06846,1,1,0.95,0.364666,,,0,,,,,0,0.0538552,0.014605,0.753371,10.8453,8.99003,1000.15,998.764,0.16465,0.0224318,0.152784,0.175216,0.0135196,0.0290633,0,0,0,,0,0.0538552,0,0.990307,0,1.81366,1,0.06846,0,0.93154,0,0,0.0538552,0.00360198,0.0110029
