"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Moderately Risk Averse Relative Costs 0.5","0","2","All",1,0,1,0.499992,0.39924,0.227943,1,1,0.352906,0.323355,,,0.184531,,,,,0.0367886,0.00614372,0.000479,0.722246,10.1225,9.62053,19.743,0.256969,1000.02,999.54,0.256969,0.062219,0.38345,0.445669,0.0561608,0.349505,0,0.256969,0,0.184531,0.35,0.0367886,0.00614372,0,0.499991,0,-1.85688E-05,0.39924,0.227943,0.60076,0.171297,0.184531,0.0367886,0.00614372,0.0001331,0.0003461
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Moderately Risk Averse Relative Costs 0.5","0","2","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Moderately Risk Averse Relative Costs 0.5","0","2","DisputeArises",1,0,1,0.499992,0.39924,0.227943,1,1,0.352906,0.323355,,,0.184531,,,,,0.0367886,0.00614372,0.000479,0.722246,10.1225,9.62053,19.743,0.256969,1000.02,999.54,0.256969,0.062219,0.38345,0.445669,0.0561608,0.349505,0,0.256969,0,0.184531,0.35,0.0367886,0.00614372,0,0.499991,0,-1.85688E-05,0.39924,0.227943,0.60076,0.171297,0.184531,0.0367886,0.00614372,0.0001331,0.0003461
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Moderately Risk Averse Relative Costs 0.5","0","2","PFiles",0.3992,0,0.39924,0.764917,1,0.570941,1,1,0.352906,0.323355,,,0.462206,,,,,0.0921466,0.0153885,0.0012,0.722246,10.3068,9.04951,19.3564,0.643645,1000.05,998.847,0.643645,0.155844,0.540046,0.695889,0.140669,0.455023,0,0.643645,0,0.462206,0.35,0.0921466,0.0153885,0,0.831952,0,0.912725,1,0.570941,0,0.429059,0.462206,0.0921466,0.0153885,0.00033338,0.0008669
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Moderately Risk Averse Relative Costs 0.5","0","2","DAnswers",0.2279,0,0.227943,0.700698,1,1,1,1,0.352906,0.323355,,,0.809551,,,,,0.161394,0.0269529,0.002102,0.722246,10.0114,9.08671,19.0981,0.901892,999.99,998.877,0.901892,0.214029,0.738118,0.952146,0.187451,0.734639,0,0.901892,0,0.809551,0.35,0.161394,0.0269529,0,0.764596,0,2.10203,1,1,0,0,0.809551,0.161394,0.0269529,0.00058392,0.0015184
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Moderately Risk Averse Relative Costs 0.5","0","2","Litigated",0.2279,0,0.227943,0.700698,1,1,1,1,0.352906,0.323355,,,0.809551,,,,,0.161394,0.0269529,0.002102,0.722246,10.0114,9.08671,19.0981,0.901892,999.99,998.877,0.901892,0.214029,0.738118,0.952146,0.187451,0.734639,0,0.901892,0,0.809551,0.35,0.161394,0.0269529,0,0.764596,0,2.10203,1,1,0,0,0.809551,0.161394,0.0269529,0.00058392,0.0015184
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Moderately Risk Averse Relative Costs 0.5","0","2","Not Litigated",0.7721,0,0.772057,0.440735,0.221871,0,1,1,,,,,0,,,,,0,0,0,,10.1553,9.77813,19.9334,0.0665614,1000.03,999.736,0.0665614,0.0173988,0.278738,0.296136,0.0173988,0.235798,0,0.0665614,0,0,,0,0,0,0.421868,0,-0.620627,0.221871,0,0.778129,0.221871,0,0,0,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Moderately Risk Averse Relative Costs 0.5","0","2","Settles",0.1845,0,0.184531,0.737183,1,1,1,1,0.35,0.35,,,1,,,,,0,0,0,,10.05,9.05,19.1,0.9,1000.02,998.939,0.9,0.177169,0.772831,0.95,0.168311,0.734189,0,0.9,0,1,0.35,0,0,0,0.813506,0,1.55713,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Moderately Risk Averse Relative Costs 0.5","0","2","Tried",0.0005,0,0.000479201,0.656527,1,1,1,1,0.45,0.202341,,,0,,,,,0,0,1,0.722246,10.2223,7.97771,18.2,1.8,998.272,963.694,1.8,1.45111,0.426341,1.87745,3.03499,1.19375,0,1.8,0,0,,0,0,0,0.723443,0,6.54694,1,1,0,0,0,0,0,0.277754,0.722246
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Moderately Risk Averse Relative Costs 0.5","0","2","PWins",0.0003,0,0.000346101,0.705157,1,1,1,1,0.45,0.206663,,,0,,,,,0,0,1,1,11,7.2,18.2,1.8,1000.16,949.732,1.8,2.00916,0,2.00916,4.20215,0,0,1.8,0,0,,0,0,0,0.790836,0,6.47144,1,1,0,0,0,0,0,0,1
