Filter,Assessment,Data Type
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.9,0.7,0.6000000000000001,0.5,0.4,0.30000000000000004,0.09999999999999998,0
Settles,False Negatives,Probabilities,0.03887978870419828,0.016129159856317982,0.016807496859115024,0.010768415314140946,0.009954507532912047,0.10233446374546161,0.2139499916817451,0.4088357119642445
P Abandons,False Negatives,Values,1,0
P Abandons,False Negatives,Probabilities,0.02983129201095561,0.046126852946408274
D Defaults,False Negatives,Values,0,0
D Defaults,False Negatives,Probabilities,0.0298327191400864,0.04612853795417529
P Loses,False Negatives,Values,1.45,0
P Loses,False Negatives,Probabilities,0.004556887138298472,0.010653917985306342
P Wins,False Negatives,Values,0.15000000000000002,0
P Wins,False Negatives,Probabilities,0.01065337225316001,0.004556884913473703
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.9,0.7,0.6,0.5,0.39999999999999997,0.3,0.1,0
Settles,False Positives,Probabilities,0.03887771392174811,0.016128260924376782,0.016806513813404617,0.010768479085859052,0.009955025704379993,0.10233976123069874,0.213959957283778,0.4088238236938907
P Abandons,False Positives,Values,0,0
P Abandons,False Positives,Probabilities,0.046126852946408274,0.02983129201095561
D Defaults,False Positives,Values,1,0
D Defaults,False Positives,Probabilities,0.0298327191400864,0.04612853795417529
P Loses,False Positives,Values,0.15,0
P Loses,False Positives,Probabilities,0.010653917985306342,0.004556887138298472
P Wins,False Positives,Values,1.45,0.44999999999999996
P Wins,False Positives,Probabilities,0.004556884913473703,0.01065337225316001
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0,0
Settles,Total Expenditures,Probabilities,0.4088357119642445,0.4088238236938907
P Abandons,Total Expenditures,Values,0,0
P Abandons,Total Expenditures,Probabilities,0.046126852946408274,0.02983129201095561
D Defaults,Total Expenditures,Values,0,0
D Defaults,Total Expenditures,Probabilities,0.0298327191400864,0.04612853795417529
P Loses,Total Expenditures,Values,0.6,0.6
P Loses,Total Expenditures,Probabilities,0.010653917985306342,0.004556887138298472
P Wins,Total Expenditures,Values,0.6,0.6
P Wins,Total Expenditures,Probabilities,0.004556884913473703,0.01065337225316001
