"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Highly Risk Averse","0","2","All",1,0,1,0.499992,0.444243,0.13075,1,1,0.574096,0.389019,,,0.0745848,,,,,0.0411757,0.0122441,0.002745,0.700339,10.2346,9.59127,19.8259,0.174145,1000,999.925,0.174145,0.0702703,0.290134,0.360405,0.0606514,0.226822,0,0.174145,0,0.0745848,0.55,0.0411757,0.0122441,0,0.499991,0,-1.85688E-05,0.444243,0.13075,0.555757,0.313494,0.0745848,0.0411757,0.0122441,0.00082256,0.0019224
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Highly Risk Averse","0","2","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Highly Risk Averse","0","2","DisputeArises",1,0,1,0.499992,0.444243,0.13075,1,1,0.574096,0.389019,,,0.0745848,,,,,0.0411757,0.0122441,0.002745,0.700339,10.2346,9.59127,19.8259,0.174145,1000,999.925,0.174145,0.0702703,0.290134,0.360405,0.0606514,0.226822,0,0.174145,0,0.0745848,0.55,0.0411757,0.0122441,0,0.499991,0,-1.85688E-05,0.444243,0.13075,0.555757,0.313494,0.0745848,0.0411757,0.0122441,0.00082256,0.0019224
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Highly Risk Averse","0","2","PFiles",0.4442,0,0.444243,0.74402,1,0.29432,1,1,0.574096,0.389019,,,0.167892,,,,,0.0926872,0.0275617,0.006179,0.700339,10.5281,9.07994,19.608,0.392003,1000,999.831,0.392003,0.15818,0.334021,0.492201,0.136528,0.191503,0,0.392003,0,0.167892,0.55,0.0926872,0.0275617,0,0.806411,0,0.824188,1,0.29432,0,0.70568,0.167892,0.0926872,0.0275617,0.0018516,0.0043274
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Highly Risk Averse","0","2","DAnswers",0.1307,0,0.13075,0.580196,1,1,1,1,0.574096,0.389019,,,0.57044,,,,,0.31492,0.0936456,0.020994,0.700339,10.1158,9.27161,19.3874,0.612596,999.999,999.856,0.612596,0.268032,0.496414,0.764446,0.194464,0.459119,0,0.612596,0,0.57044,0.55,0.31492,0.0936456,0,0.611661,0,3.05912,1,1,0,0,0.57044,0.31492,0.0936456,0.00629111,0.014703
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Highly Risk Averse","0","2","Litigated",0.1307,0,0.13075,0.580196,1,1,1,1,0.574096,0.389019,,,0.57044,,,,,0.31492,0.0936456,0.020994,0.700339,10.1158,9.27161,19.3874,0.612596,999.999,999.856,0.612596,0.268032,0.496414,0.764446,0.194464,0.459119,0,0.612596,0,0.57044,0.55,0.31492,0.0936456,0,0.611661,0,3.05912,1,1,0,0,0.57044,0.31492,0.0936456,0.00629111,0.014703
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Highly Risk Averse","0","2","Not Litigated",0.8693,0,0.86925,0.487928,0.360648,0,1,1,,,,,0,,,,,0,0,0,,10.2525,9.63935,19.8918,0.108194,1000,999.935,0.108194,0.0405238,0.259107,0.29963,0.0405238,0.19188,0,0.108194,0,0,,0,0,0,0.483194,0,-0.460163,0.360648,0,0.639352,0.360648,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Highly Risk Averse","0","2","Settles",0.0746,0,0.0745848,0.623621,1,1,1,1,0.55,0.55,,,1,,,,,0,0,0,,10.25,9.15,19.4,0.6,1000,999.903,0.6,0.275145,0.507225,0.78237,0.233874,0.380419,0,0.6,0,1,0.55,0,0,0,0.6763,0,2.08983,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Highly Risk Averse","0","2","Tried",0.0027,0,0.00274497,0.640437,1,1,1,1,0.757011,0.07909,,,0,,,,,0,0,1,0.700339,10.1003,8.69966,18.8,1.2,999.992,998.578,1.2,0.661699,0.578034,1.23973,0.646589,0.598238,0,1.2,0,0,,0,0,0,0.701495,0,6.54807,1,1,0,0,0,0,0,0.299661,0.700339
"FSA Costs Multiplier 2 Fee Shifting Multiplier 0 Highly Risk Averse","0","2","PWins",0.0019,0,0.00192241,0.694144,1,1,1,1,0.758911,0.0814937,,,0,,,,,0,0,1,1,10.4,8.4,18.8,1.2,1000,997.984,1.2,0.822722,0.466367,1.28909,0.849988,0.27982,0,1.2,0,0,,0,0,0,0.777278,0,6.47341,1,1,0,0,0,0,0,0,1
