Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.91875,0.51875,0.11875000000000002,0
Settles,False Negatives,Probabilities,0.018904221994098074,0.0006717126994175331,0.16581047632043194,0.1853968270860527
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,1.1875,0
P Loses,False Negatives,Probabilities,0.0833942651295829,0.2312150025124139
P Wins,False Negatives,Values,0,0
P Wins,False Negatives,Probabilities,0.08339425735105346,0.2312132369069499
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.9375,0.5375,0.1375,0
Settles,False Positives,Probabilities,0.01890276177956816,0.0006717127005824675,0.16582235260590203,0.18538641101394754
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,
D Defaults,False Positives,Probabilities,
P Loses,False Positives,Values,0,0
P Loses,False Positives,Probabilities,0.2312150025124139,0.0833942651295829
P Wins,False Positives,Values,1.15,0.1499999999999999
P Wins,False Positives,Probabilities,0.08339425735105346,0.2312132369069499
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0.05625000000000002,0.05625000000000002,0.05625000000000001,0.05625000000000001,0.05624999999999997,0.05624999999999997
Settles,Total Expenditures,Probabilities,0.01890276177956816,0.16581047632043194,0.16582235260590203,0.018904221994098074,0.0006717127005824675,0.0006717126994175331
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,
D Defaults,Total Expenditures,Probabilities,
P Loses,Total Expenditures,Values,0.1125,0.1125
P Loses,Total Expenditures,Probabilities,0.2312150025124139,0.0833942651295829
P Wins,Total Expenditures,Values,0.11249999999999982,0.11249999999999982
P Wins,Total Expenditures,Probabilities,0.08339425735105346,0.2312132369069499
