"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","All",1,0,1,0.499992,0.70495,0.394819,1,1,0.625602,0.301914,,,0.0981554,,,,,0.131082,0.124385,0.041197,0.481878,10.3859,9.43673,19.8227,0.177324,1000.38,998.443,0.177324,0.154076,0.170556,0.324632,0.128387,0.127882,0,0.177324,0,0.0981554,0.45,0.131082,0.124385,0,0.499991,0,-1.85688E-05,0.70495,0.394819,0.29505,0.310131,0.0981554,0.131082,0.124385,0.021345,0.0198518
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","DisputeArises",1,0,1,0.499992,0.70495,0.394819,1,1,0.625602,0.301914,,,0.0981554,,,,,0.131082,0.124385,0.041197,0.481878,10.3859,9.43673,19.8227,0.177324,1000.38,998.443,0.177324,0.154076,0.170556,0.324632,0.128387,0.127882,0,0.177324,0,0.0981554,0.45,0.131082,0.124385,0,0.499991,0,-1.85688E-05,0.70495,0.394819,0.29505,0.310131,0.0981554,0.131082,0.124385,0.021345,0.0198518
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","PFiles",0.705,0,0.70495,0.625529,1,0.560067,1,1,0.625602,0.301914,,,0.139237,,,,,0.185945,0.176446,0.058439,0.481878,10.5475,9.20098,19.7485,0.251542,1000.54,997.792,0.251542,0.218563,0.18804,0.406602,0.182122,0.127505,0,0.251542,0,0.139237,0.45,0.185945,0.176446,0,0.655356,0,0.486198,1,0.560067,0,0.439933,0.139237,0.185945,0.176446,0.0302787,0.0281606
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","DAnswers",0.3948,0,0.394819,0.488127,1,1,1,1,0.625602,0.301914,,,0.248608,,,,,0.332005,0.315044,0.104343,0.481878,10.3098,9.35885,19.6687,0.331303,1000.26,998.169,0.331303,0.29079,0.232838,0.523628,0.225725,0.212224,0,0.331303,0,0.248608,0.45,0.332005,0.315044,0,0.484092,0,1.58323,1,1,0,0,0.248608,0.332005,0.315044,0.0540626,0.0502807
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Litigated",0.3948,0,0.394819,0.488127,1,1,1,1,0.625602,0.301914,,,0.248608,,,,,0.332005,0.315044,0.104343,0.481878,10.3098,9.35885,19.6687,0.331303,1000.26,998.169,0.331303,0.29079,0.232838,0.523628,0.225725,0.212224,0,0.331303,0,0.248608,0.45,0.332005,0.315044,0,0.484092,0,1.58323,1,1,0,0,0.248608,0.332005,0.315044,0.0540626,0.0502807
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Not Litigated",0.6052,0,0.605181,0.507733,0.51246,0,1,1,,,,,0,,,,,0,0,0,,10.4356,9.48754,19.9231,0.0768689,1000.46,998.622,0.0768689,0.0648835,0.129924,0.194807,0.0648835,0.0728576,0,0.0768689,0,0,,0,0,0,0.510363,0,-1.03293,0.51246,0,0.48754,0.51246,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Settles",0.0982,0,0.0981554,0.49034,1,1,1,1,0.45,0.45,,,1,,,,,0,0,0,,10.3,9.4,19.7,0.3,1000.41,998.713,0.3,0.308573,0.339999,0.648571,0.185144,0.237999,0,0.3,0,1,0.45,0,0,0,0.485712,0,-0.820765,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Tried",0.0412,0,0.0411968,0.487255,1,1,1,1,0.83858,0.131558,,,0,,,,,0,0,1,0.481878,10.1656,9.23443,19.4,0.6,999.61,996.527,0.6,0.534996,0.303601,0.838597,0.705025,0.531301,0,0.6,0,0,,0,0,0,0.481776,0,4.49555,1,1,0,0,0,0,0,0.518122,0.481878
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","PWins",0.0199,0,0.0198518,0.593648,1,1,1,1,0.858739,0.145681,,,0,,,,,0,0,1,1,11.15,8.25,19.4,0.6,1001.07,992.558,0.6,1.11023,0,1.11023,1.46308,0,0,0.6,0,0,,0,0,0,0.639769,0,4.53082,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","DWins",0.0213,0,0.021345,0.388305,1,1,1,1,0.819831,0.118424,,,0,,,,,0,0,1,0,9.25,10.15,19.4,0.6,998.252,1000.22,0.6,0,0.585963,0.585963,0,1.02544,0,0.6,0,0,,0,0,0,0.334836,0,4.46274,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Abandoned",0.2555,0,0.255467,0.487417,1,1,1,1,0.658727,0.272488,,,0,,,,,0.513106,0.486894,0,,10.3369,9.36311,19.7,0.3,1000.31,998.225,0.3,0.244577,0.180253,0.42483,0.164024,0.150866,0,0.3,0,0,,0.513106,0.486894,0,0.483842,0,2.03724,1,1,0,0,0,0.513106,0.486894,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Rounds1",0.3948,0,0.394819,0.488127,1,1,1,1,0.625602,0.301914,,,0.248608,,,,,0.332005,0.315044,0.104343,0.481878,10.3098,9.35885,19.6687,0.331303,1000.26,998.169,0.331303,0.29079,0.232838,0.523628,0.225725,0.212224,0,0.331303,0,0.248608,0.45,0.332005,0.315044,0,0.484092,0,1.58323,1,1,0,0,0.248608,0.332005,0.315044,0.0540626,0.0502807
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Truly Liable",0.5,0,0.499991,0.722392,0.924003,0.382265,1,1,0.712139,0.371588,,,0.0953524,,,,,0.0550169,0.192199,0.039696,0.639903,10.6627,9.12946,19.7922,0.207849,1000.68,997.571,0.207849,0.0478811,0.341119,0.389,0.0186129,0.255769,0,0.207849,0,0.0953524,0.45,0.0550169,0.192199,0,1,0,-4.93863E-05,0.924003,0.382265,0.0759966,0.541739,0.0953524,0.0550169,0.192199,0.0142944,0.0254016
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Truly Not Liable",0.5,0,0.500009,0.277601,0.485905,0.407374,1,1,0.544402,0.236537,,,0.100958,,,,,0.207144,0.056574,0.042697,0.334966,10.1092,9.74399,19.8532,0.146801,1000.08,999.315,0.146801,0.260267,0,0.260267,0.238156,0,0,0.146801,0,0.100958,0.45,0.207144,0.056574,0,0,0,1.22476E-05,0.485905,0.407374,0.514095,0.078531,0.100958,0.207144,0.056574,0.0283953,0.0143022
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","AllCount",3800,0,3800,0.499992,2678.81,1500.31,3800,3800,0.625602,0.301914,,,372.991,,,,,498.111,472.665,156.548,809.555,10.3859,9.43673,19.8227,0.177324,1000.38,998.443,0.177324,0.154076,0.170556,0.324632,0.128387,0.127882,0,0.177324,0,372.991,0.45,498.111,472.665,0,1899.96,0,-1.85688E-05,2678.81,1500.31,1121.19,1178.5,372.991,498.111,472.665,81.1109,75.4369
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Liability Strength1",0.1159,0,0.115877,0.05,0.176459,0.176109,1,1,0.462464,0.0979472,,,0.0109992,,,,,0.158087,0.000456802,0.006566,0.0204164,9.9756,9.96954,19.9451,0.0548549,999.954,999.944,0.0548549,0.0306301,0.0259846,0.0566147,0.00865862,0.0268292,0,0.0548549,0,0.0109992,0.45,0.158087,0.000456802,0,0.0253652,0,8.97708E-06,0.176459,0.176109,0.823541,0.0003504,0.0109992,0.158087,0.000456802,0.00643179,0.0001341
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Liability Strength2",0.1102,0,0.110239,0.15,0.293023,0.291005,1,1,0.473025,0.132271,,,0.0353362,,,,,0.235213,0.00267157,0.017784,0.0517848,9.96772,9.93934,19.9071,0.0929394,999.93,999.877,0.0929394,0.0597513,0.0571061,0.116857,0.0249577,0.0601311,0,0.0929394,0,0.0353362,0.45,0.235213,0.00267157,0,0.0553128,0,8.94245E-06,0.293023,0.291005,0.706977,0.00201833,0.0353362,0.235213,0.00267157,0.0168633,0.000921
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Liability Strength3",0.1002,0,0.100217,0.25,0.448638,0.438988,1,1,0.491751,0.181392,,,0.0913705,,,,,0.294302,0.0126307,0.040685,0.118043,9.98082,9.87384,19.8547,0.14535,999.925,999.711,0.14535,0.116876,0.118712,0.235587,0.071546,0.127538,0,0.14535,0,0.0913705,0.45,0.294302,0.0126307,0,0.116395,0,1.22897E-05,0.448638,0.438988,0.551362,0.00964991,0.0913705,0.294302,0.0126307,0.0358828,0.0048026
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Liability Strength4",0.09,0,0.0900083,0.35,0.623459,0.58693,1,1,0.523232,0.241466,,,0.178509,,,,,0.289466,0.0453736,0.073581,0.235625,10.0575,9.73886,19.7964,0.203633,999.993,999.329,0.203633,0.212477,0.216053,0.428531,0.172485,0.233387,0,0.203633,0,0.178509,0.45,0.289466,0.0453736,0,0.228605,0,2.43395E-05,0.623459,0.58693,0.376541,0.0365293,0.178509,0.289466,0.0453736,0.0562432,0.0173374
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Liability Strength5",0.0837,0,0.0836696,0.45,0.782285,0.676218,1,1,0.571903,0.302788,,,0.249458,,,,,0.209984,0.117698,0.099079,0.404463,10.2354,9.51613,19.7515,0.248499,1000.19,998.658,0.248499,0.314709,0.308268,0.622978,0.297455,0.321369,0,0.248499,0,0.249458,0.45,0.209984,0.117698,0,0.400016,0,4.07355E-05,0.782285,0.676218,0.217715,0.106067,0.249458,0.209984,0.117698,0.059005,0.0400737
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Liability Strength6",0.0837,0,0.0836692,0.55,0.895748,0.660211,1,1,0.638499,0.355104,,,0.241672,,,,,0.107624,0.215114,0.095802,0.595537,10.476,9.2619,19.7379,0.262134,1000.47,997.886,0.262134,0.342608,0.31955,0.662158,0.335841,0.296278,0,0.262134,0,0.241672,0.45,0.107624,0.215114,0,0.599984,0,3.58542E-05,0.895748,0.660211,0.104252,0.235537,0.241672,0.107624,0.215114,0.0387482,0.0570533
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Liability Strength7",0.09,0,0.0900068,0.65,0.958851,0.547485,1,1,0.716063,0.393321,,,0.162543,,,,,0.0385774,0.279926,0.066439,0.764375,10.6772,9.07688,19.7541,0.245882,1000.7,997.355,0.245882,0.273337,0.254856,0.528193,0.254695,0.181517,0,0.245882,0,0.162543,0.45,0.0385774,0.279926,0,0.771395,0,-8.00279E-06,0.958851,0.547485,0.0411493,0.411365,0.162543,0.0385774,0.279926,0.0156548,0.0507846
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Liability Strength8",0.1002,0,0.100213,0.75,0.986433,0.393417,1,1,0.79105,0.418075,,,0.0785114,,,,,0.00990913,0.270815,0.034181,0.881957,10.788,8.9948,19.7828,0.217232,1000.83,997.163,0.217232,0.172942,0.19135,0.364293,0.145141,0.0856526,0,0.217232,0,0.0785114,0.45,0.00990913,0.270815,0,0.883605,0,-6.53715E-05,0.986433,0.393417,0.0135671,0.593016,0.0785114,0.00990913,0.270815,0.00403485,0.0301463
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Liability Strength9",0.1102,0,0.110233,0.85,0.996163,0.25216,1,1,0.851306,0.432774,,,0.0288228,,,,,0.0019179,0.207605,0.013814,0.948215,10.8318,8.97685,19.8086,0.191393,1000.88,997.163,0.191393,0.095298,0.160797,0.256095,0.070508,0.0416597,0,0.191393,0,0.0288228,0.45,0.0019179,0.207605,0,0.944687,0,-9.99377E-05,0.996163,0.25216,0.00383734,0.744003,0.0288228,0.0019179,0.207605,0.00071537,0.0130989
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","Liability Strength10",0.1159,0,0.115867,0.95,0.999039,0.148379,1,1,0.892702,0.440989,,,0.00857599,,,,,0.000297244,0.134832,0.004673,0.979584,10.8454,8.9811,19.8265,0.173515,1000.89,997.212,0.173515,0.0489032,0.151358,0.200261,0.0320008,0.0273118,0,0.173515,0,0.00857599,0.45,0.000297244,0.134832,0,0.974635,0,-0.000104755,0.999039,0.148379,0.000961492,0.85066,0.00857599,0.000297244,0.134832,9.54104E-5,0.0045778
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1.5 Mildly Risk Averse","0","2","PLiabilitySignal1",0.0863,0,0.08626,0.149352,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,20,0,1000,1000,0,0,0.0809518,0.0809518,0,0.0809518,0,0,0,0,,0,0,0,0.0809518,0,-1.88523,0,0,1,0,0,0,0,0,0
