Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.7375,0.5375,0.3375,0
Settles,False Negatives,Probabilities,0.15168295230054601,0.11759416158684331,0.1461838316377857,0.42860283797482535
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,1.1125,0
P Loses,False Negatives,Probabilities,0.029802317436312464,0.04480680606785525
P Wins,False Negatives,Values,0.03749999999999998,0
P Wins,False Negatives,Probabilities,0.05473711475207912,0.026589978243753355
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.7374999999999999,0.5375,0.33749999999999997,0
Settles,False Positives,Probabilities,0.0894899518622146,0.11759407787982368,0.22151880823278777,0.41546094552517476
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,
D Defaults,False Positives,Probabilities,
P Loses,False Positives,Values,0.0375,0
P Loses,False Positives,Probabilities,0.04480680606785525,0.029802317436312464
P Wins,False Positives,Values,1.1125,0.11250000000000004
P Wins,False Positives,Probabilities,0.026589978243753355,0.05473711475207912
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0.07499999999999996,0.07499999999999996
Settles,Total Expenditures,Probabilities,0.42860283797482535,0.41546094552517476
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,
D Defaults,Total Expenditures,Probabilities,
P Loses,Total Expenditures,Values,0.15,0.15
P Loses,Total Expenditures,Probabilities,0.04480680606785525,0.029802317436312464
P Wins,Total Expenditures,Values,0.15000000000000002,0.15000000000000002
P Wins,Total Expenditures,Probabilities,0.026589978243753355,0.05473711475207912
