Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.975,0.875,0.775,0.675,0.575,0.475,0.375,0.2749999999999999,0.17499999999999993,0
Settles,False Negatives,Probabilities,0.011101331758663622,0.0006649555445750264,0.01982123429655749,0.0009337055474687817,0.028334599771618785,0.009091399690567561,0.08072255067993628,0.0034217811409009598,0.08992313055476066,0.24693036674186566
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,1.075,0
P Loses,False Negatives,Probabilities,0.059277259958237925,0.19376505994598994
P Wins,False Negatives,Values,0.07499999999999996,0
P Wins,False Negatives,Probabilities,0.19670196410719443,0.059310660261664996
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.975,0.875,0.7749999999999999,0.6749999999999999,0.575,0.475,0.375,0.275,0.175,0
Settles,False Positives,Probabilities,0.009794677047902255,0.0006646538141236105,0.02136243128691295,0.0042030723515060365,0.030276207600789064,0.0018450450768490159,0.07014519354004474,0.00342235346578528,0.10521673255795279,0.24401468898504908
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,
D Defaults,False Positives,Probabilities,
P Loses,False Positives,Values,0.075,0
P Loses,False Positives,Probabilities,0.19376505994598994,0.059277259958237925
P Wins,False Positives,Values,1.075,0.07499999999999996
P Wins,False Positives,Probabilities,0.059310660261664996,0.19670196410719443
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0.15000000000000002,0.15000000000000002,0.14999999999999997,0.14999999999999997,0.1499999999999999,0.1499999999999999
Settles,Total Expenditures,Probabilities,0.07541259208267903,0.021419895388601305,0.13549294015874183,0.03943593153028237,0.0360248345004448,0.1831588620661654
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,
D Defaults,Total Expenditures,Probabilities,
P Loses,Total Expenditures,Values,0.15,0.15
P Loses,Total Expenditures,Probabilities,0.19376505994598994,0.059277259958237925
P Wins,Total Expenditures,Values,0.1499999999999999,0.1499999999999999
P Wins,Total Expenditures,Probabilities,0.059310660261664996,0.19670196410719443
