"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","All",1,0,1,0.499995,0.70758,0.272262,1,1,0.618275,0.1,,,0.0824754,,,,,0,0,0.189787,0.462489,10.3105,9.39552,19.706,0.293953,10.3105,9.39552,0.293953,0.217365,0.223751,0.441116,0.246756,0.203815,0,0.293953,0,0.0824754,0.1,0,0,0,0.499994,0,7.5023E-06,0.70758,0.272262,0.29242,0.435318,0.0824754,0,0,0.102012,0.0877742
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","DisputeArises",1,0,1,0.499995,0.70758,0.272262,1,1,0.618275,0.1,,,0.0824754,,,,,0,0,0.189787,0.462489,10.3105,9.39552,19.706,0.293953,10.3105,9.39552,0.293953,0.217365,0.223751,0.441116,0.246756,0.203815,0,0.293953,0,0.0824754,0.1,0,0,0,0.499994,0,7.5023E-06,0.70758,0.272262,0.29242,0.435318,0.0824754,0,0,0.102012,0.0877742
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","PFiles",0.7076,0,0.70758,0.61545,1,0.384779,1,1,0.618275,0.1,,,0.11656,,,,,0,0,0.268219,0.462489,10.4389,9.14571,19.5846,0.415434,10.4389,9.14571,0.415434,0.307195,0.253872,0.561067,0.348733,0.225696,0,0.415434,0,0.11656,0.1,0,0,0,0.644277,0,0.2438,1,0.384779,0,0.615221,0.11656,0,0,0.144171,0.124048
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","DAnswers",0.2723,0,0.272262,0.40316,1,1,1,1,0.618275,0.1,,,0.302927,,,,,0,0,0.697073,0.462489,10.0213,9.3787,19.4,0.6,10.0213,9.3787,0.6,0.500924,0.26935,0.770275,0.608878,0.46943,0,0.6,0,0.302927,0.1,0,0,0,0.372956,0,1.01421,1,1,0,0,0.302927,0,0,0.374685,0.322389
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","Litigated",0.2723,0,0.272262,0.40316,1,1,1,1,0.618275,0.1,,,0.302927,,,,,0,0,0.697073,0.462489,10.0213,9.3787,19.4,0.6,10.0213,9.3787,0.6,0.500924,0.26935,0.770275,0.608878,0.46943,0,0.6,0,0.302927,0.1,0,0,0,0.372956,0,1.01421,1,1,0,0,0.302927,0,0,0.374685,0.322389
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","Not Litigated",0.7277,0,0.727738,0.536223,0.598179,0,1,1,,,,,0,,,,,0,0,0,,10.4187,9.40182,19.8205,0.179454,10.4187,9.40182,0.179454,0.111279,0.206691,0.31797,0.111279,0.104442,0,0.179454,0,0,,0,0,0,0.547521,0,-0.379428,0.598179,0,0.401821,0.598179,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","Settles",0.0825,0,0.0824754,0.242545,1,1,1,1,0.1,0.1,,,1,,,,,0,0,0,,9.8,9.6,19.4,0.6,9.8,9.6,0.6,0.33345,0.19965,0.5331,0.13338,0.23958,0,0.6,0,1,0.1,0,0,0,0.166375,0,0.233219,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","Tried",0.1898,0,0.189787,0.472958,1,1,1,1,0.843502,0.1,,,0,,,,,0,0,1,0.462489,10.1175,9.28252,19.4,0.6,10.1175,9.28252,0.6,0.573704,0.29964,0.873344,0.815514,0.569316,0,0.6,0,0,,0,0,0,0.46273,0,1.35361,1,1,0,0,0,0,0,0.537511,0.462489
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","PWins",0.0878,0,0.0877742,0.614194,1,1,1,1,0.859443,0.1,,,0,,,,,0,0,1,1,11.3,8.1,19.4,0.6,11.3,8.1,0.6,1.24047,0,1.24047,1.76332,0,0,0.6,0,0,,0,0,0,0.65953,0,1.3407,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","DWins",0.102,0,0.102012,0.351435,1,1,1,1,0.829786,0.1,,,0,,,,,0,0,1,0,9.1,10.3,19.4,0.6,9.1,10.3,0.6,0,0.557458,0.557458,0,1.05917,0,0.6,0,0,,0,0,0,0.293399,0,1.36471,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","Abandoned",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","Rounds1",0.2723,0,0.272262,0.40316,1,1,1,1,0.618275,0.1,,,0.302927,,,,,0,0,0.697073,0.462489,10.0213,9.3787,19.4,0.6,10.0213,9.3787,0.6,0.500924,0.26935,0.770275,0.608878,0.46943,0,0.6,0,0.302927,0.1,0,0,0,0.372956,0,1.01421,1,1,0,0,0.302927,0,0,0.374685,0.322389
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Timing 1","0","3","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
