Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.91875,0.81875,0.71875,0.61875,0.6187499999999999,0.51875,0.41875000000000007,0.3187500000000001,0.21875,0.11875000000000002,0
Settles,False Negatives,Probabilities,0.015553186093897721,0.00885245544121066,0.01299828163716535,0.006038924587973281,0.0024262776890546837,0.01961015539939041,0.02290853744766554,0.033918545107154044,0.058206853290936326,0.15828798383670017,0.32345323365371365
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,1.0375,0
P Loses,False Negatives,Probabilities,0.044600545696105304,0.1320231009065065
P Wins,False Negatives,Values,0.03749999999999998,0
P Wins,False Negatives,Probabilities,0.11659216682322726,0.044529752389300285
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.9375,0.8375,0.7374999999999999,0.6375,0.5375,0.4375,0.43749999999999994,0.33749999999999997,0.23750000000000002,0.1375,0
Settles,False Positives,Probabilities,0.016872964139912665,0.01103615066343664,0.01358590379289633,0.010407008785057077,0.019231848150387656,0.0036625828837766944,0.014484861895510098,0.033399083525996215,0.05088563954930492,0.14988719026743524,0.3388012005311482
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,
D Defaults,False Positives,Probabilities,
P Loses,False Positives,Values,0.075,0
P Loses,False Positives,Probabilities,0.1320231009065065,0.044600545696105304
P Wins,False Positives,Values,1.075,0.07499999999999996
P Wins,False Positives,Probabilities,0.044529752389300285,0.11659216682322726
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0.05625000000000002,0.05625000000000002,0.05625000000000001,0.05625000000000001,0.056249999999999994,0.056249999999999994,0.05624999999999997,0.05624999999999997
Settles,Total Expenditures,Probabilities,0.051902027381302715,0.27332191968245606,0.14988719026743524,0.015553186093897721,0.05088563954930492,0.00885245544121066,0.07077837645567064,0.04107363931358373
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,
D Defaults,Total Expenditures,Probabilities,
P Loses,Total Expenditures,Values,0.11249999999999999,0.11249999999999999
P Loses,Total Expenditures,Probabilities,0.1320231009065065,0.044600545696105304
P Wins,Total Expenditures,Values,0.11249999999999993,0.11249999999999993
P Wins,Total Expenditures,Probabilities,0.044529752389300285,0.11659216682322726
