"OptionSet","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","All",1,0,1,0.499992,0.631297,0.200961,1,1,0.48939,0.05,,,0.0832009,,,,,0.0397886,0.0120739,0.061476,0.574776,10.2818,9.43164,10.2818,9.43164,0.286563,0.161796,0.238643,0.400439,0.174895,0.201033,0,0,0.0832009,0.05,0.0419993,0.0142846,0.00442135,0.499991,0,-1.85688E-05,0.631297,0.200961,0.368703,0.430336,0.0832009,0.0397886,0.0120739,0.0261412,0.0353351
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","DisputeArises",1,0,1,0.499992,0.631297,0.200961,1,1,0.48939,0.05,,,0.0832009,,,,,0.0397886,0.0120739,0.061476,0.574776,10.2818,9.43164,10.2818,9.43164,0.286563,0.161796,0.238643,0.400439,0.174895,0.201033,0,0,0.0832009,0.05,0.0419993,0.0142846,0.00442135,0.499991,0,-1.85688E-05,0.631297,0.200961,0.368703,0.430336,0.0832009,0.0397886,0.0120739,0.0261412,0.0353351
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","PFiles",0.6313,0,0.631297,0.659514,1,0.318331,1,1,0.48939,0.05,,,0.131794,,,,,0.0630267,0.0191256,0.097381,0.574776,10.4464,9.09969,10.4464,9.09969,0.453928,0.256292,0.285258,0.54155,0.27704,0.225683,0,0,0.131794,0.05,0.0665285,0.0226274,0.0070036,0.699243,0,0.567152,1,0.318331,0,0.681669,0.131794,0.0630267,0.0191256,0.0414088,0.0559723
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","DAnswers",0.201,0,0.200961,0.432662,1,1,1,1,0.48939,0.05,,,0.414015,,,,,0.197992,0.0600809,0.305912,0.574776,9.90329,9.31316,9.90329,9.31316,0.783547,0.452424,0.359496,0.81192,0.517603,0.547976,0,0,0.414015,0.05,0.208992,0.0710814,0.022001,0.407893,0,2.49811,1,1,0,0,0.414015,0.197992,0.0600809,0.130081,0.175831
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","Litigated",0.201,0,0.200961,0.432662,1,1,1,1,0.48939,0.05,,,0.414015,,,,,0.197992,0.0600809,0.305912,0.574776,9.90329,9.31316,9.90329,9.31316,0.783547,0.452424,0.359496,0.81192,0.517603,0.547976,0,0,0.414015,0.05,0.208992,0.0710814,0.022001,0.407893,0,2.49811,1,1,0,0,0.414015,0.197992,0.0600809,0.130081,0.175831
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","Not Litigated",0.799,0,0.799039,0.516926,0.538567,0,1,1,,,,,0,,,,,0,0,0,,10.377,9.46143,10.377,9.46143,0.16157,0.0887022,0.208248,0.29695,0.0887022,0.113776,0,0,0,,0,0,0,0.523153,0,-0.628307,0.538567,0,0.461433,0.538567,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","Settles",0.0832,0,0.0832009,0.318834,1,1,1,1,0.05,0.05,,,1,,,,,0,0,0,,9.75,9.65,9.75,9.65,0.6,0.261872,0.314743,0.576615,0.0916551,0.393429,0,0,1,0.05,0,0,0,0.251795,0,1.42966,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","Tried",0.0615,0,0.0614764,0.552588,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0.574776,10.0645,8.73549,10.0645,8.73549,1.2,0.858178,0.371505,1.22968,1.4004,0.817311,0,0,0,,0,0,0,0.575194,0,4.03438,1,1,0,0,0,0,0,0.425224,0.574776
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","PWins",0.0353,0,0.0353351,0.642595,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,1,11,7.8,11,7.8,1.2,1.49307,0,1.49307,2.43643,0,0,0,0,,0,0,0,0.706934,0,3.97207,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","DWins",0.0261,0,0.0261412,0.430925,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0,8.8,10,8.8,10,1.2,0,0.873668,0.873668,0,1.92207,0,0,0,,0,0,0,0.397122,0,4.11861,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","Abandoned",0.0563,0,0.0562839,0.469938,1,1,1,1,0.635807,0.05,,,0,,,,,0.706927,0.214518,0,,9.9538,9.4462,9.9538,9.4462,0.6,0.290919,0.412534,0.703453,0.183018,0.482249,0,0,0,,0.746204,0.253796,0.0785545,0.455909,0,2.39954,1,1,0,0,0,0.706927,0.214518,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","Rounds1",0.1965,0,0.19654,0.43043,1,1,1,1,0.488026,0.05,,,0.423329,,,,,0.202446,0.0614325,0.312793,0.574776,9.89661,9.31571,9.89661,9.31571,0.787676,0.452618,0.357721,0.810339,0.519642,0.549332,0,0,0.423329,0.05,0.202446,0.0614325,0,0.404742,0,2.54271,1,1,0,0,0.423329,0.202446,0.0614325,0.133007,0.179786
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 1 Risk Neutral","3","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
