"OptionSet","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Moderately Risk Averse","3","All",1,0,1,0.499992,0.81171,0.520293,1,1,0.611868,0.221628,,,0.281527,,,,,0.0583997,0.0583989,0.109058,0.499997,10.4392,9.44455,1000.07,999.308,0.116259,0.140992,0.130691,0.271682,0.116326,0.110361,0,0,0.281527,0.346141,0.0648548,0.0648539,0.0129101,0.499991,0,-1.85688E-05,0.81171,0.520293,0.18829,0.291417,0.281527,0.0583997,0.0583989,0.0545292,0.0545284
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Moderately Risk Averse","3","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Moderately Risk Averse","3","DisputeArises",1,0,1,0.499992,0.81171,0.520293,1,1,0.611868,0.221628,,,0.281527,,,,,0.0583997,0.0583989,0.109058,0.499997,10.4392,9.44455,1000.07,999.308,0.116259,0.140992,0.130691,0.271682,0.116326,0.110361,0,0,0.281527,0.346141,0.0648548,0.0648539,0.0129101,0.499991,0,-1.85688E-05,0.81171,0.520293,0.18829,0.291417,0.281527,0.0583997,0.0583989,0.0545292,0.0545284
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Moderately Risk Averse","3","PFiles",0.8117,0,0.81171,0.576172,1,0.640984,1,1,0.611868,0.221628,,,0.346832,,,,,0.0719466,0.0719455,0.134355,0.499997,10.5411,9.31571,1000.08,999.148,0.143227,0.173697,0.137716,0.311413,0.14331,0.112671,0,0,0.346832,0.346141,0.079899,0.0798979,0.0159048,0.592682,0,0.34586,1,0.640984,0,0.359016,0.346832,0.0719466,0.0719455,0.0671781,0.0671772
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Moderately Risk Averse","3","DAnswers",0.5203,0,0.520293,0.448373,1,1,1,1,0.611868,0.221628,,,0.541093,,,,,0.112244,0.112242,0.209608,0.499997,10.326,9.49253,1000.04,999.339,0.181441,0.201994,0.178018,0.380012,0.154588,0.173015,0,0,0.541093,0.346141,0.12465,0.124649,0.0248131,0.433533,0,1.15129,1,1,0,0,0.541093,0.112244,0.112242,0.104805,0.104803
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Moderately Risk Averse","3","Litigated",0.5203,0,0.520293,0.448373,1,1,1,1,0.611868,0.221628,,,0.541093,,,,,0.112244,0.112242,0.209608,0.499997,10.326,9.49253,1000.04,999.339,0.181441,0.201994,0.178018,0.380012,0.154588,0.173015,0,0,0.541093,0.346141,0.12465,0.124649,0.0248131,0.433533,0,1.15129,1,1,0,0,0.541093,0.112244,0.112242,0.104805,0.104803
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Moderately Risk Averse","3","Not Litigated",0.4797,0,0.479707,0.555979,0.607489,0,1,1,,,,,0,,,,,0,0,0,,10.5619,9.39251,1000.1,999.276,0.0455617,0.0748277,0.0793591,0.154187,0.0748277,0.0424057,0,0,0,,0,0,0,0.572071,0,-1.24873,0.607489,0,0.392511,0.607489,0,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Moderately Risk Averse","3","Settles",0.2815,0,0.281527,0.40459,1,1,1,1,0.325094,0.367188,,,1,,,,,0,0,0,,10.2711,9.57886,1000.05,999.561,0.15,0.154056,0.160648,0.314704,0.0854959,0.132059,0,0,1,0.346141,0,0,0,0.377165,0,0.153456,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Moderately Risk Averse","3","Tried",0.1091,0,0.109058,0.499997,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0.499997,10.35,9.35,1000,998.837,0.3,0.317643,0.217938,0.535581,0.313231,0.283319,0,0,0,,0,0,0,0.499997,0,3.37737,1,1,0,0,0,0,0,0.500003,0.499997
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1 Moderately Risk Averse","3","PWins",0.0545,0,0.0545284,0.613138,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,1,11,8.7,1000.16,997.675,0.3,0.635291,0,0.635291,0.626466,0,0,0,0,,0,0,0,0.664709,0,3.37733,1,1,0,0,0,0,0,0,1
