"OptionSet","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Moderately Risk Averse Fee Rule Margin","3","All",1,0,1,0.499992,0.29503,0.0362591,1,1,0.360074,0.210724,,,0.0164707,,,,,0.0185709,0.000675071,0.000542,0.722246,10.0883,9.71225,1000.02,999.652,0.199424,0.0356426,0.41615,0.451792,0.0340136,0.374492,0,0,0.0164707,0.35,0.0185709,0.000675071,0,0.499991,0,-1.85688E-05,0.29503,0.0362591,0.70497,0.258771,0.0164707,0.0185709,0.000675071,0.00015067,0.0003918
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Moderately Risk Averse Fee Rule Margin","3","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Moderately Risk Averse Fee Rule Margin","3","DisputeArises",1,0,1,0.499992,0.29503,0.0362591,1,1,0.360074,0.210724,,,0.0164707,,,,,0.0185709,0.000675071,0.000542,0.722246,10.0883,9.71225,1000.02,999.652,0.199424,0.0356426,0.41615,0.451792,0.0340136,0.374492,0,0,0.0164707,0.35,0.0185709,0.000675071,0,0.499991,0,-1.85688E-05,0.29503,0.0362591,0.70497,0.258771,0.0164707,0.0185709,0.000675071,0.00015067,0.0003918
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Moderately Risk Averse Fee Rule Margin","3","PFiles",0.295,0,0.29503,0.799938,1,0.1229,1,1,0.360074,0.210724,,,0.0558271,,,,,0.0629459,0.00228814,0.001839,0.722246,10.2994,9.02467,1000.06,998.821,0.675946,0.12081,0.587027,0.707837,0.115289,0.445831,0,0,0.0558271,0.35,0.0629459,0.00228814,0,0.871205,0,1.16179,1,0.1229,0,0.8771,0.0558271,0.0629459,0.00228814,0.0005107,0.001328
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Moderately Risk Averse Fee Rule Margin","3","DAnswers",0.0363,0,0.0362591,0.612506,1,1,1,1,0.360074,0.210724,,,0.454249,,,,,0.512172,0.0186179,0.014961,0.722246,9.58129,9.20076,999.715,998.917,1.21795,0.274568,0.919499,1.19407,0.229644,1.31341,0,0,0.454249,0.35,0.512172,0.0186179,0,0.66046,0,4.57319,1,1,0,0,0.454249,0.512172,0.0186179,0.00415539,0.0108053
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Moderately Risk Averse Fee Rule Margin","3","Litigated",0.0363,0,0.0362591,0.612506,1,1,1,1,0.360074,0.210724,,,0.454249,,,,,0.512172,0.0186179,0.014961,0.722246,9.58129,9.20076,999.715,998.917,1.21795,0.274568,0.919499,1.19407,0.229644,1.31341,0,0,0.454249,0.35,0.512172,0.0186179,0,0.66046,0,4.57319,1,1,0,0,0.454249,0.512172,0.0186179,0.00415539,0.0108053
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Moderately Risk Averse Fee Rule Margin","3","Not Litigated",0.9637,0,0.963741,0.495759,0.268507,0,1,1,,,,,0,,,,,0,0,0,,10.1074,9.73149,1000.03,999.68,0.161104,0.0266534,0.397212,0.423865,0.0266534,0.339167,0,0,0,,0,0,0,0.493953,0,-0.172078,0.268507,0,0.731493,0.268507,0,0,0,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Moderately Risk Averse Fee Rule Margin","3","Settles",0.0165,0,0.0164707,0.670825,1,1,1,1,0.35,0.35,,,1,,,,,0,0,0,,9.75,9.05,999.879,998.939,1.2,0.245102,0.927497,1.1726,0.232847,1.15937,0,0,1,0.35,0,0,0,0.741998,0,3.69686,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Moderately Risk Averse Fee Rule Margin","3","Tried",0.0005,0,0.000542462,0.656527,1,1,1,1,0.65,0.0781313,,,0,,,,,0,0,1,0.722246,9.64626,7.95374,999.289,980.127,2.4,1.32834,0.902718,2.23106,2.19254,1.37414,0,0,0,,0,0,0,0.723443,0,6.54694,1,1,0,0,0,0,0,0.277754,0.722246
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Moderately Risk Averse Fee Rule Margin","3","PWins",0.0004,0,0.000391791,0.705157,1,1,1,1,0.65,0.0745531,,,0,,,,,0,0,1,1,10.0018,7.59819,999.974,973.131,2.4,1.61097,0.774603,2.38558,2.8114,0.824883,0,0,0,,0,0,0,0.790836,0,6.47144,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Moderately Risk Averse Fee Rule Margin","3","DWins",0.0002,0,0.000150671,0.530072,1,1,1,1,0.65,0.0874359,,,0,,,,,0,0,1,0,8.72172,8.87828,997.507,998.317,2.4,0.5934,1.23586,1.82926,0.583302,2.80237,0,0,0,,0,0,0,0.5482,0,6.74328,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Moderately Risk Averse Fee Rule Margin","3","Abandoned",0.0192,0,0.019246,0.561356,1,1,1,1,0.360523,0.0952685,,,0,,,,,0.964924,0.0350759,0,,9.43508,9.36492,999.586,999.428,1.2,0.270084,0.913126,1.18321,0.171577,1.44353,0,0,0,,0.964924,0.0350759,0,0.588905,0,5.26752,1,1,0,0,0,0.964924,0.0350759,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Moderately Risk Averse Fee Rule Margin","3","Rounds1",0.0363,0,0.0362591,0.612506,1,1,1,1,0.360074,0.210724,,,0.454249,,,,,0.512172,0.0186179,0.014961,0.722246,9.58129,9.20076,999.715,998.917,1.21795,0.274568,0.919499,1.19407,0.229644,1.31341,0,0,0.454249,0.35,0.512172,0.0186179,0,0.66046,0,4.57319,1,1,0,0,0.454249,0.512172,0.0186179,0.00415539,0.0108053
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Moderately Risk Averse Fee Rule Margin","3","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 0.5 Moderately Risk Averse Fee Rule Margin","3","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
