Filter,Assessment,Data Type
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.8875,0.8375,0.7875,0.7763888888888888,0.7375,0.7263888888888889,0.6875,0.6763888888888888,0.6652777777777779,0.6375,0.6263888888888889,0.6152777777777778,0.5874999999999999,0.5763888888888888,0.5652777777777778,0.5541666666666667,0.5375,0.5263888888888888,0.5152777777777777,0.5041666666666667,0.48749999999999993,0.4763888888888888,0.4652777777777778,0.4541666666666666,0.4430555555555556,0.4375,0.4263888888888888,0.41527777777777775,0.4041666666666666,0.3930555555555556,0.38749999999999996,0.3763888888888888,0.36527777777777776,0.35416666666666663,0.34305555555555556,0.3375,0.33194444444444443,0.32638888888888884,0.31527777777777777,0.3041666666666666,0.29305555555555557,0.2875,0.28194444444444444,0.2763888888888888,0.2652777777777777,0.2541666666666666,0.24305555555555558,0.23749999999999993,0.23194444444444443,0.22638888888888886,0.22083333333333333,0.2152777777777778,0.2041666666666666,0.19305555555555554,0.1875,0.1819444444444444,0.17638888888888882,0.1708333333333333,0.16527777777777775,0.15416666666666656,0.14305555555555555,0.13194444444444442,0.12638888888888877,0.12083333333333332,0.11527777777777781,0.10972222222222222,0.10416666666666663,0.09305555555555556,0.08194444444444438,0.07638888888888884,0.0708333333333333,0.06527777777777777,0.059722222222222204,0.054166666666666585,0.043055555555555514,0.031944444444444386,0.020833333333333315,0.015277777777777724,0.009722222222222215,0.004166666666666652,0,0
Settles,False Negatives,Probabilities,2.168136837014835E-28,2.7155097711291654E-25,4.680427444741055E-22,1.8703490858234648E-22,1.7269959469315286E-18,8.803337657791221E-20,2.0376341986704925E-15,5.710966949369718E-17,3.669323951705561E-17,9.244419208705924E-13,3.614022546571292E-14,6.518328135608105E-15,1.6460659053347824E-10,1.4850520367020143E-11,1.5999202415846232E-12,1.1570767965675714E-12,2.455344050362436E-11,2.4104948360349863E-09,2.0683503944812868E-10,7.800611072886975E-11,4.480555171624723E-09,1.635273181935414E-07,2.8117769379386232E-08,7.2927396660109E-09,5.412931651830043E-09,4.545240326832034E-08,2.41951473808699E-08,1.5460531785934134E-06,2.39965321664314E-07,1.390580080707011E-07,7.249262506960586E-07,1.6916552382032204E-06,4.0373558481467426E-05,1.0508715013960124E-05,4.982401213247178E-06,2.9058519135676835E-06,3.851877680331171E-06,6.612698405369015E-06,5.758568048360923E-06,0.00018092471150604487,5.075233771517212E-05,0.000105687031570016,3.760864434615381E-05,5.7955787931699484E-05,0.00015531835046530998,0.0018417297287441937,0.0007405667933800572,0.0007809804405603008,0.0005172421083841925,0.00016591116810619002,0.0004434296882504219,0.00023882233444250827,0.00023486940385240897,0.003791063172942819,0.03950005485279673,0.0018524995998290667,0.0021106115626267786,0.001610053519795474,0.0016656856368039152,0.0024676464145774245,0.015245593823790853,0.009628766437174642,0.004346939647091791,0.008396676293338038,0.002349539160755145,0.009254887484623116,0.0015052826458150136,0.001502420421912994,0.015137963373285539,0.04480751755248891,0.01127426179796256,0.011227081913499578,0.011722009902282273,0.009663670862325682,0.006213977285041807,0.02429021193701599,0.02198189460337328,0.007400007760842722,0.022246962682014065,0.005846121400517569,0,0.26418811101553014
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,
P Loses,False Negatives,Probabilities,
P Wins,False Negatives,Values,1.1875,1.0763888888888888,0.9652777777777778,0.9652777777777777,0.8541666666666667,0.8541666666666666,0.7430555555555556,0.7402777777777778,0.6319444444444444,0.6291666666666667,0.5208333333333334,0.5208333333333333,0.5180555555555556,0.5180555555555555,0.40972222222222227,0.4097222222222222,0.4069444444444445,0.40694444444444444,0.29861111111111116,0.2986111111111111,0.29861111111111105,0.2958333333333334,0.29583333333333334,0.2958333333333333,0.1875,0.1847222222222223,0.18472222222222223,0.07638888888888895,0.0763888888888889,0.07638888888888884,0.07361111111111118,0.07361111111111113,0.07361111111111107,0,0
P Wins,False Negatives,Probabilities,6.787825788282312E-10,4.258261651308047E-08,1.0962111333478803E-06,4.071157362086338E-07,1.7936933284516833E-05,1.3991641620786627E-05,0.00040951026585931506,4.844937579756579E-21,0.0031864047225074257,6.615765438823401E-16,0.00801926892578684,0.0076006827791107725,6.840414805986627E-12,2.1879301660727155E-12,0.006296540426617217,0.040004236316911065,2.8476185950523785E-09,4.57936725057062E-07,0.017069995692650743,0.027915015561684728,0.011577114699398034,5.5867706671467456E-05,8.862441723583449E-07,3.002373776470634E-05,0.028184313446133643,6.849347138526255E-05,0.003537713831374069,8.5488032066302E-05,0.004221750586248512,9.472083265207682E-05,0.027752276918359638,0.0026468286266475337,0.013946404796081984,0,0.23040359842336883
