"OptionSet","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","All",1,0,1,0.5,1,1,1,1,0.510158,0.531265,,,0.857918,,,,,0,0,0.142082,1,10.4783,9.43604,1000.1,999.517,0.0856561,0.0955513,0.0685426,0.164094,0.0211072,0.0145914,0,0,0.857918,0.527066,0,0,0,1,0,0,1,1,0,0,0.857918,0,0,0,0.142082
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","DisputeArises",1,0,1,0.5,1,1,1,1,0.510158,0.531265,,,0.857918,,,,,0,0,0.142082,1,10.4783,9.43604,1000.1,999.517,0.0856561,0.0955513,0.0685426,0.164094,0.0211072,0.0145914,0,0,0.857918,0.527066,0,0,0,1,0,0,1,1,0,0,0.857918,0,0,0,0.142082
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","PFiles",1,0,1,0.5,1,1,1,1,0.510158,0.531265,,,0.857918,,,,,0,0,0.142082,1,10.4783,9.43604,1000.1,999.517,0.0856561,0.0955513,0.0685426,0.164094,0.0211072,0.0145914,0,0,0.857918,0.527066,0,0,0,1,0,0,1,1,0,0,0.857918,0,0,0,0.142082
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","DAnswers",1,0,1,0.5,1,1,1,1,0.510158,0.531265,,,0.857918,,,,,0,0,0.142082,1,10.4783,9.43604,1000.1,999.517,0.0856561,0.0955513,0.0685426,0.164094,0.0211072,0.0145914,0,0,0.857918,0.527066,0,0,0,1,0,0,1,1,0,0,0.857918,0,0,0,0.142082
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","Litigated",1,0,1,0.5,1,1,1,1,0.510158,0.531265,,,0.857918,,,,,0,0,0.142082,1,10.4783,9.43604,1000.1,999.517,0.0856561,0.0955513,0.0685426,0.164094,0.0211072,0.0145914,0,0,0.857918,0.527066,0,0,0,1,0,0,1,1,0,0,0.857918,0,0,0,0.142082
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","Settles",0.8579,0,0.857918,0.5,1,1,1,1,0.495951,0.558181,,,1,,,,,0,0,0,,10.4896,9.43543,1000.11,999.53,0.075,0.0798686,0.0570307,0.136899,0.0131449,0.00846057,0,0,1,0.527066,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","Tried",0.1421,0,0.142082,0.5,1,1,1,1,0.59594,0.368738,,,0,,,,,0,0,1,1,10.4103,9.4397,1000.08,999.44,0.15,0.190246,0.138054,0.3283,0.0691854,0.0516105,0,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","PWins",0.1421,0,0.142082,0.5,1,1,1,1,0.59594,0.368738,,,0,,,,,0,0,1,1,10.4103,9.4397,1000.08,999.44,0.15,0.190246,0.138054,0.3283,0.0691854,0.0516105,0,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","DWins",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","Abandoned",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","Rounds1",1,0,1,0.5,1,1,1,1,0.510158,0.531265,,,0.857918,,,,,0,0,0.142082,1,10.4783,9.43604,1000.1,999.517,0.0856561,0.0955513,0.0685426,0.164094,0.0211072,0.0145914,0,0,0.857918,0.527066,0,0,0,1,0,0,1,1,0,0,0.857918,0,0,0,0.142082
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","Truly Liable",1,0,1,0.5,1,1,1,1,0.510158,0.531265,,,0.857918,,,,,0,0,0.142082,1,10.4783,9.43604,1000.1,999.517,0.0856561,0.0955513,0.0685426,0.164094,0.0211072,0.0145914,0,0,0.857918,0.527066,0,0,0,1,0,0,1,1,0,0,0.857918,0,0,0,0.142082
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","Truly Not Liable",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","AllCount",3499,0,3499,0.5,3499,3499,3499,3499,0.510158,0.531265,,,3001.86,,,,,0,0,497.144,2910,10.4783,9.43604,1000.1,999.517,0.0856561,0.0955513,0.0685426,0.164094,0.0211072,0.0145914,0,0,3001.86,0.527066,0,0,0,3499,0,0,3499,3499,0,0,3001.86,0,0,0,497.144
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","Liability Strength1",1,0,1,0.5,1,1,1,1,0.510158,0.531265,,,0.857918,,,,,0,0,0.142082,1,10.4783,9.43604,1000.1,999.517,0.0856561,0.0955513,0.0685426,0.164094,0.0211072,0.0145914,0,0,0.857918,0.527066,0,0,0,1,0,0,1,1,0,0,0.857918,0,0,0,0.142082
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","PLiabilitySignal1",1,0,1,0.5,1,1,1,1,0.510158,0.531265,,,0.857918,,,,,0,0,0.142082,1,10.4783,9.43604,1000.1,999.517,0.0856561,0.0955513,0.0685426,0.164094,0.0211072,0.0145914,0,0,0.857918,0.527066,0,0,0,1,0,0,1,1,0,0,0.857918,0,0,0,0.142082
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","DLiabilitySignal1",1,0,1,0.5,1,1,1,1,0.510158,0.531265,,,0.857918,,,,,0,0,0.142082,1,10.4783,9.43604,1000.1,999.517,0.0856561,0.0955513,0.0685426,0.164094,0.0211072,0.0145914,0,0,0.857918,0.527066,0,0,0,1,0,0,1,1,0,0,0.857918,0,0,0,0.142082
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","MutOptLiability5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.25 Fee Shifting Multiplier 2 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","3","MutOptLiability4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
