"OptionSet","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","All",1,0,1,0.5,1,0.700937,1,1,0.380799,0.459883,,,0.636713,,,,,0.00285339,0.0268792,0.034491,1,10.4428,9.29174,1000.09,999.295,0.265488,0.211141,0.087999,0.29914,0.0662346,0.0212073,0,0,0.636713,0.396551,0.00285339,0.0268792,0,1,0,0,1,0.700937,0,0.299063,0.636713,0.00285339,0.0268792,0,0.0344906
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","DisputeArises",1,0,1,0.5,1,0.700937,1,1,0.380799,0.459883,,,0.636713,,,,,0.00285339,0.0268792,0.034491,1,10.4428,9.29174,1000.09,999.295,0.265488,0.211141,0.087999,0.29914,0.0662346,0.0212073,0,0,0.636713,0.396551,0.00285339,0.0268792,0,1,0,0,1,0.700937,0,0.299063,0.636713,0.00285339,0.0268792,0,0.0344906
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","PFiles",1,0,1,0.5,1,0.700937,1,1,0.380799,0.459883,,,0.636713,,,,,0.00285339,0.0268792,0.034491,1,10.4428,9.29174,1000.09,999.295,0.265488,0.211141,0.087999,0.29914,0.0662346,0.0212073,0,0,0.636713,0.396551,0.00285339,0.0268792,0,1,0,0,1,0.700937,0,0.299063,0.636713,0.00285339,0.0268792,0,0.0344906
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","DAnswers",0.7009,0,0.700937,0.5,1,1,1,1,0.380799,0.459883,,,0.908375,,,,,0.00407083,0.0383476,0.049207,1,10.269,9.41621,1000.07,999.502,0.314762,0.245233,0.0991858,0.344419,0.0809415,0.0268741,0,0,0.908375,0.396551,0.00407083,0.0383476,0,1,0,0,1,1,0,0,0.908375,0.00407083,0.0383476,0,0.0492065
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","Litigated",0.7009,0,0.700937,0.5,1,1,1,1,0.380799,0.459883,,,0.908375,,,,,0.00407083,0.0383476,0.049207,1,10.269,9.41621,1000.07,999.502,0.314762,0.245233,0.0991858,0.344419,0.0809415,0.0268741,0,0,0.908375,0.396551,0.00407083,0.0383476,0,1,0,0,1,1,0,0,0.908375,0.00407083,0.0383476,0,0.0492065
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","Not Litigated",0.2991,0,0.299063,0.5,1,0,1,1,,,,,0,,,,,0,0,0,,10.85,9,1000.15,998.808,0.15,0.131238,0.0617797,0.193018,0.031765,0.00792553,0,0,0,,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","Settles",0.6367,0,0.636713,0.5,1,1,1,1,0.343439,0.449663,,,1,,,,,0,0,0,,10.2466,9.45345,1000.07,999.596,0.3,0.231524,0.0898319,0.321356,0.066578,0.0161141,0,0,1,0.396551,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","Tried",0.0345,0,0.0344906,0.5,1,1,1,1,0.677647,0.439804,,,0,,,,,0,0,1,1,10.2658,9.13416,1000.02,998.658,0.6,0.409024,0.310828,0.719852,0.292624,0.230572,0,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","PWins",0.0345,0,0.0344906,0.5,1,1,1,1,0.677647,0.439804,,,0,,,,,0,0,1,1,10.2658,9.13416,1000.02,998.658,0.6,0.409024,0.310828,0.719852,0.292624,0.230572,0,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","DWins",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","Abandoned",0.0297,0,0.0297326,0.5,1,1,1,1,0.836499,0.702016,,,0,,,,,0.0959685,0.904031,0,,10.754,8.94597,1000.13,998.48,0.3,0.348803,0.0539851,0.402788,0.142973,0.0209993,0,0,0,,0.0959685,0.904031,0,1,0,0,1,1,0,0,0,0.0959685,0.904031,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","Rounds1",0.7009,0,0.700937,0.5,1,1,1,1,0.380799,0.459883,,,0.908375,,,,,0.00407083,0.0383476,0.049207,1,10.269,9.41621,1000.07,999.502,0.314762,0.245233,0.0991858,0.344419,0.0809415,0.0268741,0,0,0.908375,0.396551,0.00407083,0.0383476,0,1,0,0,1,1,0,0,0.908375,0.00407083,0.0383476,0,0.0492065
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","Truly Liable",1,0,1,0.5,1,0.700937,1,1,0.380799,0.459883,,,0.636713,,,,,0.00285339,0.0268792,0.034491,1,10.4428,9.29174,1000.09,999.295,0.265488,0.211141,0.087999,0.29914,0.0662346,0.0212073,0,0,0.636713,0.396551,0.00285339,0.0268792,0,1,0,0,1,0.700937,0,0.299063,0.636713,0.00285339,0.0268792,0,0.0344906
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Moderately Risk Averse Fee Rule Reverse 68 Damages Dispute","6","Truly Not Liable",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
