Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.17499999999999993,0,0
Settles,False Negatives,Probabilities,0.1996730284073499,0,0.20023139859265035
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,
P Loses,False Negatives,Probabilities,
P Wins,False Negatives,Values,0.85,0.6,0.35,0.1,0.09999999999999998,0,0
P Wins,False Negatives,Probabilities,6.573363379820665E-10,1.4085731475689711E-05,0.004494486557297374,0.04695489988933307,0.04626032224002686,0,0.5023717779245311
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.975,0.975,0.725,0.475,0.22499999999999998,0
Settles,False Positives,Probabilities,0,6.841543639221915E-08,0.0002705411457505329,0.031732918267343396,0.16822787076412,0.1996730284073499
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,
D Defaults,False Positives,Probabilities,
P Loses,False Positives,Values,
P Loses,False Positives,Probabilities,
P Wins,False Positives,Values,1.45,1.45,1.2,1.2,0.95,0.95,0.7,0.7,0.44999999999999996,0.44999999999999996,0.19999999999999996,0
P Wins,False Positives,Probabilities,0,4.097212763384878E-07,0,0.00020179271544981878,0,0.014293252184424647,0,0.15458559597948535,0,0.3332907273238946,0.09321522212935994,0.004508572946109401
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0.1499999999999999,0.1499999999999999
Settles,Total Expenditures,Probabilities,0,0.39990442700000006
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,
D Defaults,Total Expenditures,Probabilities,
P Loses,Total Expenditures,Values,
P Loses,Total Expenditures,Probabilities,
P Wins,Total Expenditures,Values,0.30000000000000004,0.30000000000000004,0.29999999999999993,0.29999999999999993
P Wins,Total Expenditures,Probabilities,0,0.01152915567080671,0,0.5885664173291942
