Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.775,0.675,0.575,0.525,0.475,0.425,0.375,0.325,0.275,0.2749999999999999,0.22499999999999998,0.175,0.17499999999999993,0.125,0.07500000000000001,0.025000000000000022,0.02499999999999991,0,0
Settles,False Negatives,Probabilities,7.01974670937302E-17,7.01825395509277E-17,3.1288288158341785E-11,1.315951159228618E-09,5.64940644527284E-13,1.3048427997200724E-09,1.664185297169992E-07,1.2272009111203498E-05,3.8611877009675446E-05,9.156968628010778E-05,3.6591593923406785E-08,3.238970693061221E-05,0.19958143938831807,0.0014948754730751855,0.007609403743851571,0.008988762762967159,0.007636458166104315,0,0.350735015809295
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,
P Loses,False Negatives,Probabilities,
P Wins,False Negatives,Values,0.925,0.675,0.42500000000000004,0.17500000000000004,0.17500000000000002,0,0
P Wins,False Negatives,Probabilities,6.570349522045944E-10,1.3454594651022764E-05,0.003557301627580605,0.03661417550124018,0.033224069370729074,0,0.35036999396304946
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.975,0.975,0.875,0.875,0.7749999999999999,0.7749999999999999,0.725,0.6749999999999999,0.6749999999999999,0.625,0.575,0.575,0.5249999999999999,0.47500000000000003,0.47500000000000003,0.475,0.42499999999999993,0.375,0.375,0.32499999999999996,0.2749999999999999,0.22500000000000003,0.22499999999999998,0.17499999999999993,0.125,0.07499999999999996,0.02499999999999991,0
Settles,False Positives,Probabilities,0,2.1417326812730254E-08,0,1.1612391749387575E-08,0,5.4485488845501084E-05,0.00012221551488946343,0,2.380460741085958E-08,7.108601210585346E-05,0,0.006423701473939378,0.008338867129022397,0,0.004371781307946933,0.02265953313175695,1.8321111083014036E-05,0,0.07276361382433269,0.03735227419895239,0.03422809483338432,0.003785436908851011,0.16052650369056562,1.9044349293568183E-05,0.016625220929071472,0.007609403743851571,0.0014948754730751855,0.1997564883304207
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,
D Defaults,False Positives,Probabilities,
P Loses,False Positives,Values,
P Loses,False Positives,Probabilities,
P Wins,False Positives,Values,1.375,1.375,1.125,1.125,0.875,0.875,0.625,0.625,0.375,0.375,0.125,0
P Wins,False Positives,Probabilities,0,2.5404425174139797E-07,0,0.00013276933895839328,0,0.009785824352604434,0,0.10785300663067363,0,0.23259813959656148,0.06983824487196925,0.00357075687926658
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0.15000000000000002,0.15000000000000002,0.14999999999999997,0.14999999999999997,0.1499999999999999,0.1499999999999999
Settles,Total Expenditures,Probabilities,0,0.08235878677142848,0,0.051397651457142805,0,0.4424645660571427
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,
D Defaults,Total Expenditures,Probabilities,
P Loses,Total Expenditures,Values,
P Loses,Total Expenditures,Probabilities,
P Wins,Total Expenditures,Values,0.30000000000000004,0.30000000000000004
P Wins,Total Expenditures,Probabilities,0,0.4237789957142863
