"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Risk Neutral","0","2","All",1,0,1,0.499992,0.70495,0.328361,1,1,0.555676,0.05,,,0.131684,,,,,0,0.00298099,0.193696,0.544424,10.362,9.42492,19.7869,0.213105,10.362,9.42492,0.213105,0.169932,0.171667,0.341599,0.165441,0.163485,0,0.213105,0,0.131684,0.05,0,0.00298099,0,0.499991,0,-1.85688E-05,0.70495,0.328361,0.29505,0.376589,0.131684,0,0.00298099,0.0882433,0.105453
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Risk Neutral","0","2","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Risk Neutral","0","2","DisputeArises",1,0,1,0.499992,0.70495,0.328361,1,1,0.555676,0.05,,,0.131684,,,,,0,0.00298099,0.193696,0.544424,10.362,9.42492,19.7869,0.213105,10.362,9.42492,0.213105,0.169932,0.171667,0.341599,0.165441,0.163485,0,0.213105,0,0.131684,0.05,0,0.00298099,0,0.499991,0,-1.85688E-05,0.70495,0.328361,0.29505,0.376589,0.131684,0,0.00298099,0.0882433,0.105453
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Risk Neutral","0","2","PFiles",0.705,0,0.70495,0.625529,1,0.465793,1,1,0.555676,0.05,,,0.186798,,,,,0,0.00422865,0.274766,0.544424,10.5135,9.18423,19.6977,0.302299,10.5135,9.18423,0.302299,0.241055,0.189615,0.430671,0.234685,0.178009,0,0.302299,0,0.186798,0.05,0,0.00422865,0,0.655356,0,0.486198,1,0.465793,0,0.534207,0.186798,0,0.00422865,0.125177,0.149589
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Risk Neutral","0","2","DAnswers",0.3284,0,0.328361,0.446145,1,1,1,1,0.555676,0.05,,,0.401033,,,,,0,0.00907839,0.589888,0.544424,10.1275,9.39551,19.523,0.476966,10.1275,9.39551,0.476966,0.349768,0.260211,0.609979,0.336091,0.360133,0,0.476966,0,0.401033,0.05,0,0.00907839,0,0.42784,0,1.84744,1,1,0,0,0.401033,0,0.00907839,0.268739,0.321149
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Risk Neutral","0","2","Litigated",0.3284,0,0.328361,0.446145,1,1,1,1,0.555676,0.05,,,0.401033,,,,,0,0.00907839,0.589888,0.544424,10.1275,9.39551,19.523,0.476966,10.1275,9.39551,0.476966,0.349768,0.260211,0.609979,0.336091,0.360133,0,0.476966,0,0.401033,0.05,0,0.00907839,0,0.42784,0,1.84744,1,1,0,0,0.401033,0,0.00907839,0.268739,0.321149
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Risk Neutral","0","2","Not Litigated",0.6716,0,0.671639,0.526318,0.560702,0,1,1,,,,,0,,,,,0,0,0,,10.4766,9.4393,19.9159,0.0841053,10.4766,9.4393,0.0841053,0.0820113,0.128378,0.210389,0.0820113,0.0673449,0,0.0841053,0,0,,0,0,0,0.535265,0,-0.903233,0.560702,0,0.439298,0.560702,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Risk Neutral","0","2","Settles",0.1317,0,0.131684,0.313366,1,1,1,1,0.05,0.05,,,1,,,,,0,0,0,,9.9,9.8,19.7,0.3,9.9,9.8,0.3,0.150472,0.272403,0.422875,0.0300944,0.299643,0,0.3,0,1,0.05,0,0,0,0.247639,0,0.786674,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Risk Neutral","0","2","Tried",0.1937,0,0.193696,0.5321,1,1,1,1,0.893817,0.05,,,0,,,,,0,0,1,0.544424,10.2711,9.12892,19.4,0.6,10.2711,9.12892,0.6,0.485293,0.254075,0.739368,0.544997,0.406521,0,0.6,0,0,,0,0,0,0.544583,0,2.58465,1,1,0,0,0,0,0,0.455576,0.544424
"FSA Costs Multiplier 1 Fee Shifting Multiplier 1 Risk Neutral","0","2","PWins",0.1055,0,0.105453,0.647842,1,1,1,1,0.911903,0.05,,,0,,,,,0,0,1,1,11,8.4,19.4,0.6,11,8.4,0.6,0.891387,0,0.891387,1.00105,0,0,0.6,0,0,,0,0,0,0.708613,0,2.55887,1,1,0,0,0,0,0,0,1
