Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.9875,0.5375,0.08750000000000002,0
Settles,False Negatives,Probabilities,0.04337180129079985,0.003414545116705546,0.2765917705126792,0.3233764202798152
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,1.15,0
P Loses,False Negatives,Probabilities,0.0554238537772223,0.12119996100319687
P Wins,False Negatives,Values,0,0
P Wins,False Negatives,Probabilities,0.05542364642611298,0.12119800159346783
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.9874999999999999,0.5375,0.0875,0
Settles,False Positives,Probabilities,0.04337276668732073,0.0034147119832944528,0.27658894160920006,0.3233781169201846
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,
D Defaults,False Positives,Probabilities,
P Loses,False Positives,Values,0,0
P Loses,False Positives,Probabilities,0.12119996100319687,0.0554238537772223
P Wins,False Positives,Values,1.15,0.1499999999999999
P Wins,False Positives,Probabilities,0.05542364642611298,0.12119800159346783
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0.07499999999999998,0.07499999999999998,0.07499999999999996,0.07499999999999996
Settles,Total Expenditures,Probabilities,0.27658894160920006,0.04337180129079985,0.046787478670615175,0.2800063156293847
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,
D Defaults,Total Expenditures,Probabilities,
P Loses,Total Expenditures,Values,0.15,0.15
P Loses,Total Expenditures,Probabilities,0.12119996100319687,0.0554238537772223
P Wins,Total Expenditures,Values,0.1499999999999999,0.1499999999999999
P Wins,Total Expenditures,Probabilities,0.05542364642611298,0.12119800159346783
