Equilibrium Type,Allow Abandon and Defaults,CARA Alpha,Costs Multiplier,Court Signal Sigma,Damages Signal Shaping,Detailed Signal Reporting,Fee Regime,Fee Shifting Multiplier,Fee Shifting Rule,Filing and Answering,Information Level,Integration Method,Issue,Liability Signal Shaping,Noise to Produce Case Strength,Number of Court Signals,Number of Offers,Number of Signals,Party Signal Sigma,Probability Truly Liable,Proportion of Costs at Beginning,Quadrature Order,Quality Distribution,Quality-Truth Link,Relative Costs,Risk Aversion,Signal Structure,Specification,Filter,GroupName,OptionSetName,Exploitability,Calculation Time,P Files,D Answers,P Offer,D Offer,Trial,P Win Probability,P Wealth,D Wealth,Total Wealth,Wealth Loss,P Welfare,D Welfare,Pre-Dispute Social Welfare Loss,Social Welfare Loss,Opportunity Cost,Harm Cost,Truly Liable Harm Cost,Truly Not Liable Harm Cost,Expenditures,Defendant Excess Net Monetary Burden,Plaintiff Net Recovery Shortfall,Value If Settled,No Suit,No Answer,Settles,P Abandons,D Defaults,Mutual Give-Up Probability Before 50/50 Allocation,P Loses,P Wins,Appropriation,Reaches Bargaining,Settlement Unconditional,Settlement Conditional on Reaching Bargaining,Real Litigation Costs,Liability Transfer to Plaintiff,Fee-Shifting Transfer to Plaintiff,Total Net Transfer to Plaintiff,Meritorious-Plaintiff Net Recovery Shortfall,Nonliable-Defendant Net Burden,Liable-Defendant Excess Net Burden Above Damages,Net Outcome Fidelity Loss
Only Eq,true,2,0.25,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,All,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-American,-1.1369999999999999E-13,643,1,1,0.53570399999999996,0.47455799999999998,0.21979899999999999,0.449492,10.472300000000001,9.4947400000000002,19.966999999999999,0.032969900000000003,1000.09,999.524,0,0.032969900000000003,0,0,0,0,0.032969900000000003,0.175428,0.180758,0.55274800000000002,0,0,0.70553200000000005,0.0746689,0,0,0.121001,0.098797999999999997,0,1,0.705532,0.705532,0.032969900000000003,0.488779401936,-0,0.488779401936,0.361521,0.34165,0.0092007,0.356186
Only Eq,true,2,0.25,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,All,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.25__Fee-British,-2.2739999999999997E-13,2292,1,1,0.54626200000000003,0.443604,0.20985999999999999,0.512521,10.478899999999999,9.4895700000000005,19.968499999999999,0.031478899999999997,1000.08,999.423,0,0.031478899999999997,0,0,0,0,0.031478899999999997,0.16242899999999999,0.15796499999999999,0.49718000000000001,0,0,0.75654900000000003,0.0229963,0.0105951,0,0.102302,0.107557,0,1,0.756549,0.756549,0.031478899999999997,0.49429313182,0.000394125,0.49468725682,0.315935,0.304754,0.0200992,0.320394
Only Eq,true,2,0.5,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,All,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-American,-3.4110000000000003E-13,1176,1,1,0.49999300000000002,0.49999500000000002,0.118738,0.499996,10.482200000000001,9.4822000000000006,19.964400000000001,0.035621399999999998,1000.1,999.51599999999996,0,0.035621399999999998,0,0,0,0,0.035621399999999998,0.18614600000000001,0.180788,0.49999300000000002,0,0,0.88126199999999999,0,0,0,0.059369499999999999,0.059368600000000001,0,1,0.881262,0.881262,0.035621399999999998,0.499993431166,-0,0.499993431166,0.361581,0.361572,0.0107148,0.366934
Only Eq,true,2,0.5,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,All,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-0.5__Fee-British,-4.5469999999999997E-13,2578,1,1,0.58598300000000003,0.46911700000000001,0.094192999999999999,0.468862,10.5053,9.4664900000000003,19.971699999999998,0.0282578,1000.09,999.399,0,0.0282578,0,0,0,0,0.0282578,0.17271900000000001,0.14497099999999999,0.55795600000000001,0,0,0.699044,0.120703,0.0860605,0,0.050029200000000003,0.044163399999999998,0,1,0.699044,0.699044,0.0282578,0.520259694064,-0.00087987,0.519379824064,0.289946,0.329927,0.0155068,0.31769
Only Eq,true,2,1,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,All,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-1__Fee-American,0,4961,1,1,0.58627099999999999,0.48923299999999997,0.072652999999999995,0.42420999999999998,10.516,9.4403900000000007,19.956399999999999,0.043591600000000001,1000.09,999.39200000000005,0,0.043591600000000001,0,0,0,0,0.043591600000000001,0.18684100000000001,0.14158200000000001,0.56023999999999996,0,0,0.71289599999999997,0.106851,0.1076,0,0.0418327,0.03082,0,1,0.712896,0.712896,0.043591600000000001,0.53781285504,-0,0.53781285504,0.283167,0.363369,0.0103092,0.328423
Only Eq,true,2,1,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,All,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-1__Fee-British,-1.7050000000000001E-13,1541,1,1,0.57462800000000003,0.35379699999999997,0.020993999999999999,0.57577699999999998,10.457100000000001,9.5302699999999998,19.987400000000001,0.0125963,1000.08,999.50999999999999,0,0.0125963,0,0,0,0,0.0125963,0.14799999999999999,0.18068400000000001,0.385627,0,0,0.485155,0.230555,0.263296,0,0.0089060900000000002,0.012087799999999999,0,1,0.485155,0.485155,0.0125963,0.462472667185,0.000954513,0.463427180185,0.361372,0.286938,0.0090591,0.328684
Only Eq,true,2,2,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,All,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-2__Fee-American,-2.8419999999999999E-13,1865,1,1,0.64619499999999996,0.42536499999999999,0.020996000000000001,0.42419600000000002,10.524900000000001,9.4498899999999999,19.974799999999998,0.0251947,1000.09,999.42700000000002,0,0.0251947,0,0,0,0,0.0251947,0.18814,0.146401,0.61436800000000003,0,0,0.48514299999999999,0.263314,0.230548,0,0.012089300000000001,0.0089061999999999995,0,1,0.485143,0.485143,0.0251947,0.537510534624,-0,0.537510534624,0.292805,0.370419,0.0058561,0.334541
Only Eq,true,2,2,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,All,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-2__Fee-British,-4.5469999999999997E-13,1620,1,1,0.58871399999999996,0.39530999999999999,0.0040000000000000001,0.42696000000000001,10.523,9.4722399999999993,19.995200000000001,0.0047994099999999996,1000.1,999.49300000000005,0,0.0047994099999999996,0,0,0,0,0.0047994099999999996,0.19464699999999999,0.167935,0.45000000000000001,0,0,0.54158099999999998,0.174129,0.28029,0,0.00229188,0.0017076000000000001,0,1,0.541581,0.541581,0.0047994099999999996,0.52570905,-0.000350568,0.525358482,0.335874,0.387064,0.0022245,0.362582
Only Eq,true,2,4,0.2000000000,Identity,true,American,0,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,All,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-4__Fee-American,-2.8419999999999999E-13,1738,1,1,0.47708099999999998,0.35379699999999997,0.0030790000000000001,0.70544600000000002,10.3652,9.6274200000000008,19.992599999999999,0.0073892599999999999,1000.08,999.68100000000004,0,0.0073892599999999999,0,0,0,0,0.0073892599999999999,0.122102,0.25236999999999998,0.43117,0,0,0.67110000000000003,0.24847,0.0773511,0,0.00090689000000000004,0.0021719999999999999,0,1,0.6711,0.6711,0.0073892599999999999,0.368881287,0,0.368881287,0.504747,0.240411,0.0037896,0.374472
Only Eq,true,2,4,0.2000000000,Identity,true,British,1,English,Endogenous,1x,Gauss-Legendre,Liability,Identity,N/A,2,10,10,0.2000000000,0.5,0,64,Uniform [0..1] continuous quality,T | Q ~ Bernoulli(Q),1,Moderately Risk Averse,Continuous merits,All litigation costs avoidable at bargaining plus moderate risk aversion,All,,Specification-AllCostsAvoidableModerateRiskAversion__Cost-4__Fee-British,-1.1369999999999999E-13,4829,1,1,0.49536200000000002,0.46723300000000001,0.00029,0.55893199999999998,10.461499999999999,9.53782,19.999300000000002,0.00069714699999999996,1000.1,999.62900000000002,0,0.00069714699999999996,0,0,0,0,0.00069714699999999996,0.189411,0.22736500000000001,0.49758999999999998,0,0,0.75559399999999999,0.15846465,0.08565085,0.024245300000000001,0.00012812000000000001,0.00016239999999999999,0,1,0.755594,0.755594,0.00069714699999999996,0.46178926846,0.000041136,0.46183040446,0.454736,0.378344,0.000472,0.416776
