"OptionSet","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","All",1,0,1,0.500001,0.5,0.0224826,1,1,0.332432,0.05,,,0.011888,,,,,0.00694262,0.00052338,0.002108,0.602836,10.1797,9.50431,10.1797,9.50431,0.316019,0.0827471,0.341904,0.424651,0.0868768,0.254582,0,0,0.011888,0.05,0.00745305,0.00103381,0.00102086,0.500001,0,-1.77795E-05,0.5,0.0224826,0.5,0.477517,0.011888,0.00694262,0.00052338,0.00083715,0.0012707
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","DisputeArises",1,0,1,0.500001,0.5,0.0224826,1,1,0.332432,0.05,,,0.011888,,,,,0.00694262,0.00052338,0.002108,0.602836,10.1797,9.50431,10.1797,9.50431,0.316019,0.0827471,0.341904,0.424651,0.0868768,0.254582,0,0,0.011888,0.05,0.00745305,0.00103381,0.00102086,0.500001,0,-1.77795E-05,0.5,0.0224826,0.5,0.477517,0.011888,0.00694262,0.00052338,0.00083715,0.0012707
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","PFiles",0.5,0,0.5,0.757488,1,0.0449653,1,1,0.332432,0.05,,,0.0237759,,,,,0.0138852,0.00104676,0.004216,0.602836,10.3593,9.00862,10.3593,9.00862,0.632038,0.165494,0.516447,0.681942,0.173754,0.341802,0,0,0.0237759,0.05,0.0149061,0.00206762,0.00204172,0.832642,0,0.18616,1,0.0449653,0,0.955035,0.0237759,0.0138852,0.00104676,0.00167429,0.0025413
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","DAnswers",0.0225,0,0.0224826,0.466832,1,1,1,1,0.332432,0.05,,,0.528762,,,,,0.308799,0.0232793,0.093753,0.602836,9.49583,9.19167,9.49583,9.19167,1.3125,0.518385,0.639102,1.15749,0.702068,1.09366,0,0,0.528762,0.05,0.331502,0.0459827,0.0454067,0.440166,0,2.35666,1,1,0,0,0.528762,0.308799,0.0232793,0.0372353,0.0565176
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","Litigated",0.0225,0,0.0224826,0.466832,1,1,1,1,0.332432,0.05,,,0.528762,,,,,0.308799,0.0232793,0.093753,0.602836,9.49583,9.19167,9.49583,9.19167,1.3125,0.518385,0.639102,1.15749,0.702068,1.09366,0,0,0.528762,0.05,0.331502,0.0459827,0.0454067,0.440166,0,2.35666,1,1,0,0,0.528762,0.308799,0.0232793,0.0372353,0.0565176
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","Not Litigated",0.9775,0,0.977517,0.500764,0.4885,0,1,1,,,,,0,,,,,0,0,0,,10.1954,9.5115,10.1954,9.5115,0.2931,0.0727276,0.335068,0.407796,0.0727276,0.235283,0,0,0,,0,0,0,0.501377,0,-0.0542207,0.4885,0,0.5115,0.4885,0,0,0,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","Settles",0.0119,0,0.011888,0.443742,1,1,1,1,0.05,0.05,,,1,,,,,0,0,0,,9.45,9.35,9.45,9.35,1.2,0.390967,0.617693,1.00866,0.254129,0.957424,0,0,1,0.05,0,0,0,0.398512,0,2.08331,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","Tried",0.0021,0,0.00210781,0.535225,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0.602836,9.64964,7.95036,9.64964,7.95036,2.4,1.66801,0.617759,2.28577,4.75534,2.10038,0,0,0,,0,0,0,0.563322,0,3.46145,1,1,0,0,0,0,0,0.397164,0.602836
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","PWins",0.0013,0,0.00127067,0.57353,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,1,11,6.6,11,6.6,2.4,2.76695,0,2.76695,7.88828,0,0,0,0,,0,0,0,0.633055,0,3.46482,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","DWins",0.0008,0,0.000837147,0.477083,1,1,1,1,0.95,0.05,,,0,,,,,0,0,1,0,7.6,10,7.6,10,2.4,0,1.55542,1.55542,0,5.28844,0,0,0,,0,0,0,0.457478,0,3.45633,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","Abandoned",0.0085,0,0.00848686,0.48219,1,1,1,1,0.574668,0.05,,,0,,,,,0.818043,0.0616694,0,,9.52181,9.27819,9.52181,9.27819,1.2,0.411341,0.674391,1.08573,0.32284,1.03445,0,0,0,,0.878187,0.121813,0.120287,0.467926,0,2.46517,1,1,0,0,0,0.818043,0.0616694,0,0
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","Rounds1",0.0215,0,0.0214618,0.463779,1,1,1,1,0.322083,0.05,,,0.553913,,,,,0.323488,0.0243866,0.098212,0.602836,9.4766,9.20554,9.4766,9.20554,1.31785,0.511925,0.640344,1.15227,0.699945,1.10698,0,0,0.553913,0.05,0.323488,0.0243866,0,0.434596,0,2.39281,1,1,0,0,0.553913,0.323488,0.0243866,0.0390064,0.059206
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","Truly Liable",0.5,0,0.500001,0.722394,0.83264,0.0197921,1,1,0.372619,0.05,,,0.00947496,,,,,0.00611255,0.000692099,0.002375,0.67746,10.3162,9.1695,10.3162,9.1695,0.514309,0.0046177,0.683806,0.688424,0.00972063,0.509162,0,0,0.00947496,0.05,0.00668144,0.00126099,0.00113778,1,0,-2.9424E-05,0.83264,0.0197921,0.16736,0.812848,0.00947496,0.00611255,0.000692099,0.00076595,0.0016088
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","Truly Not Liable",0.5,0,0.499999,0.277606,0.167358,0.0251731,1,1,0.300835,0.05,,,0.014301,,,,,0.00777269,0.00035466,0.001841,0.50657,10.0431,9.83912,10.0431,9.83912,0.117728,0.160877,0,0.160877,0.164033,0,0,0,0.014301,0.05,0.00822466,0.000806631,0.000903942,0,0,-6.13494E-06,0.167358,0.0251731,0.832642,0.142185,0.014301,0.00777269,0.00035466,0.00090834,0.0009325
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","AllCount",2472,0,2472,0.500001,1236,55.5771,2472,2472,0.332432,0.05,,,29.387,,,,,17.1621,1.2938,5.21051,330.354,10.1797,9.50431,10.1797,9.50431,0.316019,0.0827471,0.341904,0.424651,0.0868768,0.254582,0,0,29.387,0.05,18.4239,2.55558,2.52357,1236,0,-1.77795E-05,1236,55.5771,1236,1180.42,29.387,17.1621,1.2938,2.06943,3.14108
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","Liability Strength1",0.1159,0,0.11587,0.05,4.9269E-6,4.92553E-06,1,1,0.181146,0.05,,,3.63885E-06,,,,,1.28008E-06,1.99669E-13,6.562E-9,4.91828E-6,10,10,10,10,5.91934E-06,3.0552E-6,0.0253653,0.0253684,1.94895E-06,0.0253654,0,0,3.63885E-6,0.05,1.2801E-06,1.88432E-11,3.7287E-11,0.0253652,0,6.57432E-06,4.92691E-6,4.92553E-06,0.999995,1.37501E-09,3.63885E-06,1.28008E-06,1.99669E-13,6.56169E-9,3.227E-14
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","Liability Strength2",0.1102,0,0.110235,0.15,0.0002495,0.000248079,1,1,0.185372,0.05,,,0.000181624,,,,,6.55279E-05,5.15914E-10,8.887E-7,0.00024933,9.99986,9.99984,9.99986,9.99984,0.000299592,0.00015,0.0553206,0.0554706,9.61407E-05,0.055333,0,0,0.00018162,0.05,6.55464E-05,1.90825E-08,3.71332E-08,0.0553128,0,7.28645E-06,0.00024946,0.000248079,0.999751,1.38494E-06,0.000181624,6.55279E-05,5.15914E-10,8.88519E-7,2.216E-10
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","Liability Strength3",0.1002,0,0.100215,0.25,0.006248,0.00589338,1,1,0.196286,0.05,,,0.00421433,,,,,0.00161333,3.24065E-07,5.617E-5,0.00624848,9.99672,9.99593,9.99672,9.99593,0.00735224,0.0036001,0.116776,0.120377,0.00241652,0.117418,0,0,0.00421433,0.05,0.00161794,4.93762E-06,9.22712E-06,0.116395,0,1.63729E-06,0.00624801,0.00589338,0.993752,0.000354634,0.00421433,0.00161333,3.24065E-07,5.58165E-5,3.5096E-7
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","Liability Strength4",0.09,0,0.0900079,0.35,0.0668182,0.0489703,1,1,0.223313,0.05,,,0.0329963,,,,,0.0142964,3.63611E-05,0.001214,0.0668228,9.97775,9.95132,9.97775,9.95132,0.07093,0.0376282,0.233692,0.27132,0.0298957,0.244428,0,0,0.0329963,0.05,0.01451,0.000249965,0.000427208,0.228605,0,-7.26457E-06,0.0668182,0.0489703,0.933182,0.0178479,0.0329963,0.0142964,3.63611E-05,0.00113298,8.113E-05
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","Liability Strength5",0.0837,0,0.0836708,0.45,0.308536,0.115481,1,1,0.28648,0.05,,,0.0672046,,,,,0.0367194,0.000713342,0.007214,0.308539,10.0084,9.72853,10.0084,9.72853,0.263067,0.165622,0.396654,0.562276,0.166002,0.431874,0,0,0.0672046,0.05,0.0385344,0.00252842,0.00363016,0.400016,0,-2.48715E-05,0.308536,0.115481,0.691464,0.193055,0.0672046,0.0367194,0.000713342,0.00498793,0.0022257
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","Liability Strength6",0.0837,0,0.0836713,0.55,0.691458,0.0748995,1,1,0.417539,0.05,,,0.0308083,,,,,0.0244212,0.00268966,0.011018,0.691461,10.215,9.312,10.215,9.312,0.473036,0.288223,0.471008,0.759231,0.324375,0.429594,0,0,0.0308083,0.05,0.0274025,0.00567097,0.00596261,0.599984,0,-3.05849E-05,0.691458,0.0748995,0.308542,0.616559,0.0308083,0.0244212,0.00268966,0.00339937,0.0076183
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","Liability Strength7",0.09,0,0.0900089,0.65,0.933172,0.0155074,1,1,0.62649,0.05,,,0.0029847,,,,,0.00395789,0.00214778,0.004548,0.933177,10.3672,9.0581,10.3672,9.0581,0.574666,0.224608,0.48811,0.712719,0.24321,0.325147,0,0,0.0029847,0.05,0.00489216,0.00308205,0.00186854,0.771395,0,-6.42754E-05,0.933172,0.0155074,0.0668282,0.917664,0.0029847,0.00395789,0.00214778,0.00030394,0.0042445
"FSA Costs Multiplier 4 Fee Shifting Multiplier 1 Risk Neutral Noise 0.5,0.5","4","Liability Strength8",0.1002,0,0.100216,0.75,0.993749,0.00125849,1,1,0.828901,0.05,,,5.73803E-05,,,,,0.000146744,0.000396381,0.000553,0.993752,10.3976,9.00477,10.3976,9.00477,0.597668,0.117243,0.532314,0.649557,0.119344,0.321983,0,0,5.73803E-5,0.05,0.000199322,0.000448959,0.000105156,0.883605,0,-3.35072E-05,0.993749,0.00125849,0.00625094,0.992491,5.73803E-05,0.000146744,0.000396381,3.45433E-6,0.0005494
