Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.91875,0.81875,0.71875,0.61875,0.51875,0.41875000000000007,0.3187500000000001,0.21875,0.11875000000000002,0
Settles,False Negatives,Probabilities,0.017874233454380873,0.005681803115012089,0.0437942858711724,0.0011415819968276463,0.04461473017263415,0.014111623578251093,0.056709158209834146,0.030047977888578326,0.1667334482402685,0.38945547472304104
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,1.05625,0
P Loses,False Negatives,Probabilities,0.029354778600710812,0.08117466061306151
P Wins,False Negatives,Values,0.018750000000000044,0
P Wins,False Negatives,Probabilities,0.08993029192281027,0.029375951613417432
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.9187500000000001,0.8187500000000001,0.71875,0.61875,0.51875,0.41874999999999996,0.31875,0.21875,0.11875000000000001,0
Settles,False Positives,Probabilities,0.017873658009731536,0.003250526311421691,0.015781319440165885,0.003572329071748912,0.035878570677365856,0.002520275603172355,0.10219551472882762,0.04164231033498793,0.1667409705456192,0.38070884252695913
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,
D Defaults,False Positives,Probabilities,
P Loses,False Positives,Values,0.01875,0
P Loses,False Positives,Probabilities,0.08117466061306151,0.029354778600710812
P Wins,False Positives,Values,1.05625,0.05624999999999991
P Wins,False Positives,Probabilities,0.029375951613417432,0.08993029192281027
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0.03750000000000009,0.03750000000000009,0.03750000000000003,0.03750000000000003,0.037500000000000006,0.037500000000000006,0.03749999999999998,0.03749999999999998
Settles,Total Expenditures,Probabilities,0.040477832833068016,0.2676022079169321,0.035878570677365856,0.04461473017263415,0.1667409705456192,0.017874233454380873,0.14635810066698793,0.05061767098301214
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,
D Defaults,Total Expenditures,Probabilities,
P Loses,Total Expenditures,Values,0.075,0.075
P Loses,Total Expenditures,Probabilities,0.08117466061306151,0.029354778600710812
P Wins,Total Expenditures,Values,0.07499999999999996,0.07499999999999996
P Wins,Total Expenditures,Probabilities,0.029375951613417432,0.08993029192281027
