Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.91875,0.81875,0.71875,0.61875,0.51875,0.41875000000000007,0.3187500000000001,0.21875,0.11875000000000002,0
Settles,False Negatives,Probabilities,0.005257451770418604,0.01136360623002418,0.06825670659217731,0.002283163993655293,0.04338115776451832,0.028223247156502186,0.058292936809088175,0.06009595577715666,0.07749127338677309,0.3721281645196866
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,1.0375,0
P Loses,False Negatives,Probabilities,0.030610222765071582,0.09722534768906226
P Wins,False Negatives,Values,0.03749999999999998,0
P Wins,False Negatives,Probabilities,0.11473819080509501,0.030652574740771255
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.9187500000000001,0.8187500000000001,0.71875,0.61875,0.51875,0.41874999999999996,0.31875,0.21875,0.11875000000000001,0
Settles,False Positives,Probabilities,0.005257051013226955,0.006501052622843383,0.01223116269091186,0.007144658143497824,0.025908647435481703,0.005040551206344712,0.14926324000782273,0.08328462066997588,0.07749718072958144,0.3546454994803137
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,
D Defaults,False Positives,Probabilities,
P Loses,False Positives,Values,0.0375,0
P Loses,False Positives,Probabilities,0.09722534768906226,0.030610222765071582
P Wins,False Positives,Values,1.0375,0.03750000000000009
P Wins,False Positives,Probabilities,0.030652574740771255,0.11473819080509501
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0.03750000000000009,0.03750000000000009,0.03750000000000003,0.03750000000000003,0.037500000000000006,0.037500000000000006,0.03749999999999998,0.03749999999999998
Settles,Total Expenditures,Probabilities,0.031133924470480023,0.22410341312952015,0.025908647435481703,0.04338115776451832,0.07749718072958144,0.005257451770418604,0.2375884118841433,0.08190347681585679
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,
D Defaults,Total Expenditures,Probabilities,
P Loses,Total Expenditures,Values,0.075,0.075
P Loses,Total Expenditures,Probabilities,0.09722534768906226,0.030610222765071582
P Wins,Total Expenditures,Values,0.07500000000000007,0.07500000000000007
P Wins,Total Expenditures,Probabilities,0.030652574740771255,0.11473819080509501
