Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.9,0.8,0.7,0.6000000000000001,0.5,0.4,0.30000000000000004,0.19999999999999996,0.09999999999999998,0
Settles,False Negatives,Probabilities,0.030136527567533766,0.002272721246004837,0.018683176406894524,0.008351486935771308,0.019033489079179983,0.015193029221854846,0.047178442451217585,0.026943917819960014,0.22781698555065255,0.39537077527871656
P Abandons,False Negatives,Values,1,0
P Abandons,False Negatives,Probabilities,0.0013002105236519013,0.012019191156348107
D Defaults,False Negatives,Values,0,0
D Defaults,False Negatives,Probabilities,0.0013001997358507856,0.012019091424149224
P Loses,False Negatives,Values,1.075,0
P Loses,False Negatives,Probabilities,0.027785781526494538,0.06353075011974893
P Wins,False Negatives,Values,0.07499999999999996,0
P Wins,False Negatives,Probabilities,0.06327905329711545,0.027785170658855284
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.9,0.8,0.7,0.6,0.5,0.39999999999999997,0.3,0.2,0.1,0
Settles,False Positives,Probabilities,0.028758207718136867,0.005209334862452659,0.02082620063982468,0.007482809354948662,0.019033642119558214,0.01953410944237798,0.044201700363977005,0.016656924133995176,0.23366784664344561,0.39560977627906946
P Abandons,False Positives,Values,0,0
P Abandons,False Positives,Probabilities,0.012019191156348107,0.0013002105236519013
D Defaults,False Positives,Values,1,0
D Defaults,False Positives,Probabilities,0.0013001997358507856,0.012019091424149224
P Loses,False Positives,Values,0.075,0
P Loses,False Positives,Probabilities,0.06353075011974893,0.027785781526494538
P Wins,False Positives,Values,1.075,0.07499999999999996
P Wins,False Positives,Probabilities,0.027785170658855284,0.06327905329711545
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0,0
Settles,Total Expenditures,Probabilities,0.39537077527871656,0.39560977627906946
P Abandons,Total Expenditures,Values,0,0
P Abandons,Total Expenditures,Probabilities,0.012019191156348107,0.0013002105236519013
D Defaults,Total Expenditures,Values,0,0
D Defaults,Total Expenditures,Probabilities,0.0013001997358507856,0.012019091424149224
P Loses,Total Expenditures,Values,0.15,0.15
P Loses,Total Expenditures,Probabilities,0.06353075011974893,0.027785781526494538
P Wins,Total Expenditures,Values,0.1499999999999999,0.1499999999999999
P Wins,Total Expenditures,Probabilities,0.027785170658855284,0.06327905329711545
