"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 0.5,2","0","12","All",1,0,1,0.500004,1,0.612892,1,1,0.727753,0.1,,,0.0122959,,,,,0.244244,0.105483,0.181608,0.734338,10.5356,9.16794,19.7036,0.296416,10.5356,9.16794,0.296416,0.392391,0.123892,0.516283,0.393957,0.118047,0,0.296416,0,0.0122959,0.1,0.278874,0.140114,0.0692608,0.500004,0,1.79226E-05,1,0.612892,0,0.387108,0.0122959,0.244244,0.105483,0.0482462,0.133361
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 0.5,2","0","12","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 0.5,2","0","12","DisputeArises",1,0,1,0.500004,1,0.612892,1,1,0.727753,0.1,,,0.0122959,,,,,0.244244,0.105483,0.181608,0.734338,10.5356,9.16794,19.7036,0.296416,10.5356,9.16794,0.296416,0.392391,0.123892,0.516283,0.393957,0.118047,0,0.296416,0,0.0122959,0.1,0.278874,0.140114,0.0692608,0.500004,0,1.79226E-05,1,0.612892,0,0.387108,0.0122959,0.244244,0.105483,0.0482462,0.133361
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 0.5,2","0","12","PFiles",1,0,1,0.500004,1,0.612892,1,1,0.727753,0.1,,,0.0122959,,,,,0.244244,0.105483,0.181608,0.734338,10.5356,9.16794,19.7036,0.296416,10.5356,9.16794,0.296416,0.392391,0.123892,0.516283,0.393957,0.118047,0,0.296416,0,0.0122959,0.1,0.278874,0.140114,0.0692608,0.500004,0,1.79226E-05,1,0.612892,0,0.387108,0.0122959,0.244244,0.105483,0.0482462,0.133361
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 0.5,2","0","12","DAnswers",0.6129,0,0.612892,0.414186,1,1,1,1,0.727753,0.1,,,0.0200622,,,,,0.398511,0.172108,0.296313,0.734338,10.3371,9.27402,19.6111,0.388894,10.3371,9.27402,0.388894,0.431015,0.138784,0.569798,0.43357,0.183103,0,0.388894,0,0.0200622,0.1,0.455014,0.228611,0.113007,0.393417,0,0.521342,1,1,0,0,0.0200622,0.398511,0.172108,0.078719,0.217594
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 0.5,2","0","12","Litigated",0.6129,0,0.612892,0.414186,1,1,1,1,0.727753,0.1,,,0.0200622,,,,,0.398511,0.172108,0.296313,0.734338,10.3371,9.27402,19.6111,0.388894,10.3371,9.27402,0.388894,0.431015,0.138784,0.569798,0.43357,0.183103,0,0.388894,0,0.0200622,0.1,0.455014,0.228611,0.113007,0.393417,0,0.521342,1,1,0,0,0.0200622,0.398511,0.172108,0.078719,0.217594
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 0.5,2","0","12","Not Litigated",0.3871,0,0.387108,0.635874,1,0,1,1,,,,,0,,,,,0,0,0,,10.85,9,19.85,0.15,10.85,9,0.15,0.331241,0.100314,0.431554,0.331241,0.0150471,0,0.15,0,0,,0,0,0,0.668759,0,-0.825372,1,0,0,1,0,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 0.5,2","0","12","Settles",0.0123,0,0.0122959,0.125602,1,1,1,1,0.1,0.1,,,1,,,,,0,0,0,,9.95,9.75,19.7,0.3,9.95,9.75,0.3,0.235823,0.0595419,0.295365,0.0589558,0.062519,0,0.3,0,1,0.1,0,0,0,0.0567065,0,-0.864823,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 0.5,2","0","12","Tried",0.1816,0,0.181608,0.646256,1,1,1,1,0.870962,0.1,,,0,,,,,0,0,1,0.734338,10.7155,8.68446,19.4,0.6,10.7155,8.68446,0.6,0.808841,0.19873,1.00757,1.00904,0.377587,0,0.6,0,0,,0,0,0,0.690996,0,1.99536,1,1,0,0,0,0,0,0.265662,0.734338
"FSA Costs Multiplier 1 Fee Shifting Multiplier 2 Risk Neutral Noise 0.5,2","0","12","PWins",0.1334,0,0.133361,0.722657,1,1,1,1,0.882176,0.1,,,0,,,,,0,0,1,1,11.3,8.1,19.4,0.6,11.3,8.1,0.6,1.10146,0,1.10146,1.37408,0,0,0.6,0,0,,0,0,0,0.798544,0,2.20545,1,1,0,0,0,0,0,0,1
