Filter,Assessment,Data Type
No Dispute Arises,False Negatives,Values,
No Dispute Arises,False Negatives,Probabilities,
P Doesn't File,False Negatives,Values,
P Doesn't File,False Negatives,Probabilities,
D Doesn't Answer,False Negatives,Values,
D Doesn't Answer,False Negatives,Probabilities,
Settles,False Negatives,Values,0.86875,0.4687500000000001,0.06875000000000009,0
Settles,False Negatives,Probabilities,0.0023416115593214936,4.830559995417215E-05,0.07922403097211518,0.018808915668609018
P Abandons,False Negatives,Values,
P Abandons,False Negatives,Probabilities,
D Defaults,False Negatives,Values,
D Defaults,False Negatives,Probabilities,
P Loses,False Negatives,Values,1.0375,0
P Loses,False Negatives,Probabilities,0.10255036164783216,0.37885739691638093
P Wins,False Negatives,Values,0.03749999999999998,0
P Wins,False Negatives,Probabilities,0.3158262956473973,0.10234308198838879
No Dispute Arises,False Positives,Values,
No Dispute Arises,False Positives,Probabilities,
P Doesn't File,False Positives,Values,
P Doesn't File,False Positives,Probabilities,
D Doesn't Answer,False Positives,Values,
D Doesn't Answer,False Positives,Probabilities,
Settles,False Positives,Values,0.9874999999999999,0.5874999999999999,0.1875,0
Settles,False Positives,Probabilities,0.006934016627884716,4.830560004582775E-05,0.011826593440678487,0.08161394813139085
P Abandons,False Positives,Values,
P Abandons,False Positives,Probabilities,
D Defaults,False Positives,Values,
D Defaults,False Positives,Probabilities,
P Loses,False Positives,Values,0.075,0
P Loses,False Positives,Probabilities,0.37885739691638093,0.10255036164783216
P Wins,False Positives,Values,1.075,0.07499999999999996
P Wins,False Positives,Probabilities,0.10234308198838879,0.3158262956473973
No Dispute Arises,Total Expenditures,Values,
No Dispute Arises,Total Expenditures,Probabilities,
P Doesn't File,Total Expenditures,Values,
P Doesn't File,Total Expenditures,Probabilities,
D Doesn't Answer,Total Expenditures,Values,
D Doesn't Answer,Total Expenditures,Probabilities,
Settles,Total Expenditures,Values,0.05625000000000002,0.05625000000000002,0.056249999999999994,0.056249999999999994
Settles,Total Expenditures,Probabilities,0.006982322227930543,0.07927233657206936,0.011826593440678487,0.0023416115593214936
P Abandons,Total Expenditures,Values,
P Abandons,Total Expenditures,Probabilities,
D Defaults,Total Expenditures,Values,
D Defaults,Total Expenditures,Probabilities,
P Loses,Total Expenditures,Values,0.11249999999999999,0.11249999999999999
P Loses,Total Expenditures,Probabilities,0.37885739691638093,0.10255036164783216
P Wins,Total Expenditures,Values,0.11249999999999993,0.11249999999999993
P Wins,Total Expenditures,Probabilities,0.10234308198838879,0.3158262956473973
