"OptionSet","Exploit","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","TotWealth","WealthLoss","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfareLoss","SWelfareLoss","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","All",1,0,1,0.500001,0.58697,0.17638,1,1,0.50985,0.427739,,,0.123879,,,,,0.0178682,0.0341999,0.000432,0.355316,10.3243,9.44642,19.7707,0.229264,1000.06,999.34,0.229264,0.119908,0.220929,0.340836,0.104362,0.134037,0,0.229264,0,0.123879,0.45,0.0178682,0.0341999,0,0.500001,0,-1.77795E-05,0.58697,0.17638,0.41303,0.41059,0.123879,0.0178682,0.0341999,0.00027872,0.0001536
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","DisputeArises",1,0,1,0.500001,0.58697,0.17638,1,1,0.50985,0.427739,,,0.123879,,,,,0.0178682,0.0341999,0.000432,0.355316,10.3243,9.44642,19.7707,0.229264,1000.06,999.34,0.229264,0.119908,0.220929,0.340836,0.104362,0.134037,0,0.229264,0,0.123879,0.45,0.0178682,0.0341999,0,0.500001,0,-1.77795E-05,0.58697,0.17638,0.41303,0.41059,0.123879,0.0178682,0.0341999,0.00027872,0.0001536
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PFiles",0.587,0,0.58697,0.711383,1,0.300492,1,1,0.50985,0.427739,,,0.211049,,,,,0.0304413,0.0582651,0.000737,0.355316,10.5525,9.05688,19.6094,0.390589,1000.11,998.876,0.390589,0.204282,0.294213,0.498495,0.177798,0.146178,0,0.390589,0,0.211049,0.45,0.0304413,0.0582651,0,0.769658,0,0.163613,1,0.300492,0,0.699508,0.211049,0.0304413,0.0582651,0.00047485,0.0002617
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","DAnswers",0.1764,0,0.17638,0.499222,1,1,1,1,0.50985,0.427739,,,0.702344,,,,,0.101305,0.193899,0.002451,0.355316,10.2092,9.18929,19.3985,0.601471,1000.04,999.034,0.601471,0.414626,0.3603,0.774927,0.32649,0.300821,0,0.601471,0,0.702344,0.45,0.101305,0.193899,0,0.49865,0,1.0025,1,1,0,0,0.702344,0.101305,0.193899,0.00158023,0.0008709
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Litigated",0.1764,0,0.17638,0.499222,1,1,1,1,0.50985,0.427739,,,0.702344,,,,,0.101305,0.193899,0.002451,0.355316,10.2092,9.18929,19.3985,0.601471,1000.04,999.034,0.601471,0.414626,0.3603,0.774927,0.32649,0.300821,0,0.601471,0,0.702344,0.45,0.101305,0.193899,0,0.49865,0,1.0025,1,1,0,0,0.702344,0.101305,0.193899,0.00158023,0.0008709
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Not Litigated",0.8236,0,0.82362,0.500168,0.498519,0,1,1,,,,,0,,,,,0,0,0,,10.349,9.50148,19.8504,0.149556,1000.07,999.406,0.149556,0.056793,0.191082,0.247875,0.056793,0.09832,0,0.149556,0,0,,0,0,0,0.500291,0,-0.214708,0.498519,0,0.501481,0.498519,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Settles",0.1239,0,0.123879,0.489043,1,1,1,1,0.45,0.45,,,1,,,,,0,0,0,,10.15,9.25,19.4,0.6,1000.05,999.35,0.6,0.389771,0.40826,0.798031,0.292328,0.347021,0,0.6,0,1,0.45,0,0,0,0.480306,0,0.474856,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Tried",0.0004,0,0.000432336,0.452569,1,1,1,1,0.684034,0.273789,,,0,,,,,0,0,1,0.355316,9.40807,9.39193,18.8,1.2,995.782,982.223,1.2,0.813865,0.649833,1.4637,1.95299,1.81953,0,1.2,0,0,,0,0,0,0.413102,0,4.32039,1,1,0,0,0,0,0,0.644684,0.355316
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PWins",0.0002,0,0.000153616,0.505147,1,1,1,1,0.698519,0.284979,,,0,,,,,0,0,1,1,11.6,7.2,18.8,1.2,1000.18,949.732,1.2,2.29054,0,2.29054,5.49649,0,0,1.2,0,0,,0,0,0,0.509459,0,4.36066,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","DWins",0.0003,0,0.00027872,0.42359,1,1,1,1,0.676051,0.267621,,,0,,,,,0,0,1,0,8.2,10.6,18.8,1.2,993.358,1000.13,1.2,0,1.00799,1.00799,0,2.82236,0,1.2,0,0,,0,0,0,0.359995,0,4.29819,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Abandoned",0.0521,0,0.052068,0.523828,1,1,1,1,0.650797,0.376055,,,0,,,,,0.343169,0.656831,0,,10.3568,9.04317,19.4,0.6,1000.04,998.42,0.6,0.470448,0.243791,0.714239,0.394264,0.178294,0,0.6,0,0,,0.343169,0.656831,0,0.543005,0,2.23031,1,1,0,0,0,0.343169,0.656831,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Rounds1",0.1764,0,0.17638,0.499222,1,1,1,1,0.50985,0.427739,,,0.702344,,,,,0.101305,0.193899,0.002451,0.355316,10.2092,9.18929,19.3985,0.601471,1000.04,999.034,0.601471,0.414626,0.3603,0.774927,0.32649,0.300821,0,0.601471,0,0.702344,0.45,0.101305,0.193899,0,0.49865,0,1.0025,1,1,0,0,0.702344,0.101305,0.193899,0.00158023,0.0008709
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Truly Liable",0.5,0,0.500001,0.722394,0.90353,0.175903,1,1,0.536915,0.440171,,,0.119,,,,,0.00842349,0.0481228,0.000357,0.438194,10.5582,9.11772,19.676,0.324044,1000.11,998.934,0.324044,0.0147186,0.441857,0.456575,0.00483818,0.268073,0,0.324044,0,0.119,0.45,0.00842349,0.0481228,0,1,0,-2.9424E-05,0.90353,0.175903,0.0964698,0.727627,0.119,0.00842349,0.0481228,0.00020068,0.0001565
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Truly Not Liable",0.5,0,0.499999,0.277606,0.270408,0.176856,1,1,0.48293,0.415374,,,0.128759,,,,,0.0273129,0.0202769,0.000507,0.29698,10.0904,9.77512,19.8655,0.134484,1000.02,999.746,0.134484,0.225097,0,0.225097,0.203887,0,0,0.134484,0,0.128759,0.45,0.0273129,0.0202769,0,0,0,-6.13494E-06,0.270408,0.176856,0.729592,0.093552,0.128759,0.0273129,0.0202769,0.00035677,0.0001507
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","AllCount",2872,0,2872,0.500001,1685.78,506.562,2872,2872,0.50985,0.427739,,,355.781,,,,,51.3173,98.2221,1.24167,279.989,10.3243,9.44642,19.7707,0.229264,1000.06,999.34,0.229264,0.119908,0.220929,0.340836,0.104362,0.134037,0,0.229264,0,355.781,0.45,51.3173,98.2221,0,1436,0,-1.77795E-05,1685.78,506.562,1186.22,1179.22,355.781,51.3173,98.2221,0.800484,0.441184
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Liability Strength1",0.1159,0,0.11587,0.05,0.0003364,0.000336448,1,1,0.450008,0.0756307,,,3.02189E-06,,,,,0.000333412,1.32667E-10,1.406E-8,4.91828E-6,9.9999,9.9999,19.9998,0.000201877,1000,1000,0.000201877,9.9696E-5,0.0253678,0.0254675,3.09029E-05,0.0253711,0,0.000201877,0,3.02189E-6,0.45,0.000333412,1.32667E-10,0,0.0253652,0,6.57432E-06,0.00033645,0.000336448,0.999664,4.98194E-11,3.02189E-06,0.000333412,1.32667E-10,1.4062E-08,6.916E-14
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Liability Strength2",0.1102,0,0.110235,0.15,0.006654,0.00665398,1,1,0.450058,0.143767,,,0.000476196,,,,,0.00617586,1.40397E-07,1.781E-6,0.00024933,9.99822,9.99779,19.996,0.00399348,999.999,999.999,0.00399348,0.0020879,0.0554115,0.0574994,0.000778416,0.0555419,0,0.00399348,0,0.0004762,0.45,0.00617586,1.40397E-07,0,0.0553128,0,7.28645E-06,0.00665404,0.00665398,0.993346,6.45386E-08,0.000476196,0.00617586,1.40397E-07,1.7801E-06,4.439E-10
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Liability Strength3",0.1002,0,0.100215,0.25,0.0672249,0.0671992,1,1,0.450384,0.270999,,,0.0208065,,,,,0.0462666,3.93767E-05,8.673E-5,0.00624848,9.98913,9.97049,19.9596,0.0403792,999.993,999.979,0.0403792,0.0261237,0.11766,0.143784,0.0141066,0.1195,0,0.0403792,0,0.0208065,0.45,0.0462666,3.93767E-05,0,0.116395,0,1.63729E-06,0.0672249,0.0671992,0.932775,2.57031E-05,0.0208065,0.0462666,3.93767E-05,8.61861E-5,5.4192E-7
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Liability Strength4",0.09,0,0.0900079,0.35,0.308609,0.306231,1,1,0.452356,0.386959,,,0.208719,,,,,0.0941082,0.00234902,0.001055,0.0668228,10.0047,9.81019,19.8149,0.185085,999.99,999.838,0.185085,0.147064,0.227535,0.374599,0.102522,0.230749,0,0.185085,0,0.208719,0.45,0.0941082,0.00234902,0,0.228605,0,-7.26457E-06,0.308609,0.306231,0.691391,0.00237782,0.208719,0.0941082,0.00234902,0.00098439,7.049E-05
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Liability Strength5",0.0837,0,0.0836708,0.45,0.691463,0.641149,1,1,0.462754,0.437616,,,0.561697,,,,,0.0436077,0.0332666,0.002578,0.308539,10.1277,9.47093,19.5987,0.40133,1000.02,999.451,0.40133,0.322642,0.349107,0.67175,0.261811,0.323835,0,0.40133,0,0.561697,0.45,0.0436077,0.0332666,0,0.400016,0,-2.48715E-05,0.691463,0.641149,0.308537,0.0503147,0.561697,0.0436077,0.0332666,0.00178242,0.0007953
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Liability Strength6",0.0837,0,0.0836713,0.55,0.933188,0.636459,1,1,0.504964,0.448563,,,0.498036,,,,,0.00457555,0.13263,0.001217,0.691461,10.3746,9.15382,19.5284,0.471625,1000.08,998.971,0.471625,0.363357,0.37556,0.738917,0.332023,0.28557,0,0.471625,0,0.498036,0.45,0.00457555,0.13263,0,0.599984,0,-3.05849E-05,0.933188,0.636459,0.0668116,0.296729,0.498036,0.00457555,0.13263,0.00037564,0.0008418
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Liability Strength7",0.09,0,0.0900089,0.65,0.993784,0.300765,1,1,0.614088,0.449884,,,0.145254,,,,,0.000111751,0.155281,0.000119,0.933177,10.6157,8.99584,19.6116,0.388436,1000.13,998.713,0.388436,0.265647,0.296477,0.562124,0.248356,0.144837,0,0.388436,0,0.145254,0.45,0.000111751,0.155281,0,0.771395,0,-6.42754E-05,0.993784,0.300765,0.00621647,0.693018,0.145254,0.000111751,0.155281,7.93076E-6,0.0001108
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Liability Strength8",0.1002,0,0.100216,0.75,0.999764,0.0657078,1,1,0.769545,0.449993,,,0.0118278,,,,,6.1563E-07,0.0538767,2.634E-6,0.993752,10.6933,8.98703,19.6804,0.319643,1000.14,998.753,0.319643,0.132191,0.270975,0.403166,0.124386,0.0863252,0,0.319643,0,0.0118278,0.45,6.1563E-07,0.0538767,0,0.883605,0,-3.35072E-05,0.999764,0.0657078,0.000235805,0.934056,0.0118278,6.1563E-07,0.0538767,1.64563E-8,2.6172E-6
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Liability Strength9",0.1102,0,0.110235,0.85,0.999996,0.00649737,1,1,0.886611,0.45,,,0.000239157,,,,,7.50572E-10,0.00625819,1.474E-8,0.999751,10.6999,8.99819,19.6981,0.301948,1000.14,998.801,0.301948,0.0571868,0.283533,0.34072,0.0560778,0.085168,0,0.301948,0,0.00023916,0.45,7.50572E-10,0.00625819,0,0.944687,0,-2.87762E-05,0.999996,0.00649737,3.7406E-06,0.993499,0.000239157,7.50572E-10,0.00625819,3.6741E-12,1.4732E-8
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","Liability Strength10",0.1159,0,0.115871,0.95,1,0.000328423,1,1,0.934743,0.45,,,1.42878E-06,,,,,2.53841E-13,0.000326994,2.67E-11,0.999995,10.7,8.9999,19.6999,0.300099,1000.14,998.808,0.300099,0.0254633,0.292391,0.317855,0.0253996,0.087718,0,0.300099,0,1.42878E-6,0.45,2.53841E-13,0.000326994,0,0.974635,0,-1.63904E-05,1,0.000328423,2.8977E-08,0.999672,1.42878E-06,2.53841E-13,0.000326994,1.3127E-16,2.669E-11
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PLiabilitySignal1",0.0994,0,0.09939,0.092728,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,20,0,1000,1000,0,0,0.0407393,0.0407393,0,0.0407393,0,0,0,0,,0,0,0,0.0407393,0,-0.82804,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PLiabilitySignal2",0.1161,0,0.11609,0.146861,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,20,0,1000,1000,0,0,0.0674074,0.0674074,0,0.0674074,0,0,0,0,,0,0,0,0.0674074,0,-0.22377,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PLiabilitySignal3",0.1047,0,0.10468,0.235313,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,20,0,1000,1000,0,0,0.130414,0.130414,0,0.130414,0,0,0,0,,0,0,0,0.130414,0,0.04514,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PLiabilitySignal4",0.0929,0,0.09287,0.33964,0,0,1,1,,,,,0,,,,,0,0,0,,10,10,20,0,1000,1000,0,0,0.244524,0.244524,0,0.244524,0,0,0,0,,0,0,0,0.244524,0,0.08073,0,0,1,0,0,0,0,0,0
"FSA Costs Multiplier 2 Fee Shifting Multiplier 2 Moderately Risk Averse Noise 0.5,0.5","0","3","PLiabilitySignal5",0.087,0,0.08697,0.446321,1,0.846753,1,1,0.45,0.408263,,,0.687093,,,,,0.15966,0,0,,10.1624,9.28354,19.446,0.554026,1000.03,999.347,0.554026,0.402465,0.309502,0.711968,0.29943,0.267494,0,0.554026,0,0.687093,0.45,0.15966,0,0,0.407558,0,0.03399,1,0.846753,0,0.153247,0.687093,0.15966,0,0,0
