"OptionSet","Seconds","Filter","All","NoDispute","DisputeArises","LitigQuality","PFiles","DAnswers","PBargains1","DBargains1","POffer1","DOffer1","POfferMixedness1","DOfferMixedness1","Settles1","PBet1","DBet1","PBetMixedness1","DBetMixedness1","PAbandons1","DDefaults1","Trial","PWinPct","PWealth","DWealth","PWelfare","DWelfare","TotExpense","False+","False-","False+-","False+^2","False-^2","PDSWelfare","Chips","Settles","ValIfSettled","PAbandons","DDefaults","BothReadyToGiveUp","TrulyLiable","PrimaryAction","MutualOptimism","P Files","D Answers","PDoesntFile","DDoesntAnswer","SettlesBR1","PAbandonsBR1","DDefaultsBR1","P Loses","P Wins"
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","All",1,0,1,0.499992,1,1,1,1,0.429468,0.570518,,,0.962732,,,,,0,0,0.037268,0.499989,10.4222,9.42221,1000.09,999.453,0.15559,0.197527,0.192983,0.39051,0.110845,0.109142,0,0,0.962732,0.499993,0,0,0,0.499991,0,-1.85688E-05,1,1,0,0,0.962732,0,0,0.0186343,0.0186335
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","NoDispute",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","DisputeArises",1,0,1,0.499992,1,1,1,1,0.429468,0.570518,,,0.962732,,,,,0,0,0.037268,0.499989,10.4222,9.42221,1000.09,999.453,0.15559,0.197527,0.192983,0.39051,0.110845,0.109142,0,0,0.962732,0.499993,0,0,0,0.499991,0,-1.85688E-05,1,1,0,0,0.962732,0,0,0.0186343,0.0186335
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PFiles",1,0,1,0.499992,1,1,1,1,0.429468,0.570518,,,0.962732,,,,,0,0,0.037268,0.499989,10.4222,9.42221,1000.09,999.453,0.15559,0.197527,0.192983,0.39051,0.110845,0.109142,0,0,0.962732,0.499993,0,0,0,0.499991,0,-1.85688E-05,1,1,0,0,0.962732,0,0,0.0186343,0.0186335
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","DAnswers",1,0,1,0.499992,1,1,1,1,0.429468,0.570518,,,0.962732,,,,,0,0,0.037268,0.499989,10.4222,9.42221,1000.09,999.453,0.15559,0.197527,0.192983,0.39051,0.110845,0.109142,0,0,0.962732,0.499993,0,0,0,0.499991,0,-1.85688E-05,1,1,0,0,0.962732,0,0,0.0186343,0.0186335
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Litigated",1,0,1,0.499992,1,1,1,1,0.429468,0.570518,,,0.962732,,,,,0,0,0.037268,0.499989,10.4222,9.42221,1000.09,999.453,0.15559,0.197527,0.192983,0.39051,0.110845,0.109142,0,0,0.962732,0.499993,0,0,0,0.499991,0,-1.85688E-05,1,1,0,0,0.962732,0,0,0.0186343,0.0186335
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Not Litigated",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Settles",0.9627,0,0.962732,0.499992,1,1,1,1,0.413189,0.586797,,,1,,,,,0,0,0,,10.425,9.42501,1000.09,999.484,0.15,0.191137,0.191133,0.38227,0.100552,0.100552,0,0,1,0.499993,0,0,0,0.499991,0,-0.179749,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Tried",0.0373,0,0.0372678,0.499992,1,1,1,1,0.85,0.15,,,0,,,,,0,0,1,0.499989,10.35,9.35002,999.978,998.647,0.3,0.362593,0.240758,0.603351,0.37673,0.331042,0,0,0,,0,0,0,0.499989,0,4.64292,1,1,0,0,0,0,0,0.500011,0.499989
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PWins",0.0186,0,0.0186335,0.600329,1,1,1,1,0.85,0.15,,,0,,,,,0,0,1,1,11.075,8.625,1000.16,997.268,0.3,0.725201,0,0.725201,0.753477,0,0,0,0,,0,0,0,0.649799,0,4.64287,1,1,0,0,0,0,0,0,1
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","DWins",0.0186,0,0.0186343,0.39966,1,1,1,1,0.85,0.15,,,0,,,,,0,0,1,0,9.625,10.075,999.792,1000.03,0.3,0,0.481506,0.481506,0,0.66207,0,0,0,,0,0,0,0.350186,0,4.64297,1,1,0,0,0,0,0,1,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Abandoned",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Rounds1",1,0,1,0.499992,1,1,1,1,0.429468,0.570518,,,0.962732,,,,,0,0,0.037268,0.499989,10.4222,9.42221,1000.09,999.453,0.15559,0.197527,0.192983,0.39051,0.110845,0.109142,0,0,0.962732,0.499993,0,0,0,0.499991,0,-1.85688E-05,1,1,0,0,0.962732,0,0,0.0186343,0.0186335
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PrePrimary1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PrePrimary2",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PrePrimary3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PrePrimary4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PrePrimary5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PrePrimary6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PrePrimary7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PrePrimary8",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PrePrimary9",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PrePrimary10",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Truly Liable",0.5,0,0.499991,0.722392,1,1,1,1,0.615017,0.756071,,,0.962732,,,,,0,0,0.037268,0.649799,10.6158,9.22857,1000.12,999.201,0.15559,0.0090812,0.385973,0.395054,0.00340545,0.218288,0,0,0.962732,0.692726,0,0,0,1,0,-4.93863E-05,1,1,0,0,0.962732,0,0,0.0130512,0.0242165
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Truly Not Liable",0.5,0,0.500009,0.277601,1,1,1,1,0.243926,0.384973,,,0.962732,,,,,0,0,0.037268,0.350186,10.2286,9.61585,1000.05,999.705,0.15559,0.385965,0,0.385965,0.218281,0,0,0,0.962732,0.307267,0,0,0,0,0,1.22476E-05,1,1,0,0,0.962732,0,0,0.0242172,0.0130507
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","AllCount",2320,0,2320,0.499992,2320,2320,2320,2320,0.429468,0.570518,,,2233.54,,,,,0,0,86.4613,319.993,10.4222,9.42221,1000.09,999.453,0.15559,0.197527,0.192983,0.39051,0.110845,0.109142,0,0,2233.54,0.499993,0,0,0,1159.98,0,-1.85688E-05,2320,2320,0,0,2233.54,0,0,43.2316,43.2297
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Liability Strength1",0.1159,0,0.115877,0.05,1,1,1,1,0.153483,0.196835,,,0.995357,,,,,0,0,0.004643,0.0204164,10.0966,9.75272,1000.03,999.874,0.150696,0.24134,0.0229156,0.264255,0.0677159,0.0209271,0,0,0.995357,0.173644,0,0,0,0.0253652,0,8.97708E-06,1,1,0,0,0.995357,0,0,0.0045482,9.4793E-5
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Liability Strength2",0.1102,0,0.110239,0.15,1,1,1,1,0.161056,0.245617,,,0.986363,,,,,0,0,0.013637,0.0517848,10.1185,9.7295,1000.03,999.852,0.152046,0.256465,0.0487639,0.305229,0.0856407,0.0440338,0,0,0.986363,0.199235,0,0,0,0.0553128,0,8.94245E-06,1,1,0,0,0.986363,0,0,0.0129308,0.0007062
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Liability Strength3",0.1002,0,0.100217,0.25,1,1,1,1,0.18129,0.327327,,,0.966623,,,,,0,0,0.033377,0.118043,10.1583,9.68667,1000.04,999.806,0.155006,0.278979,0.0980017,0.376981,0.117813,0.0868952,0,0,0.966623,0.245825,0,0,0,0.116395,0,1.22897E-05,1,1,0,0,0.966623,0,0,0.0294367,0.0039399
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Liability Strength4",0.09,0,0.0900083,0.35,1,1,1,1,0.22667,0.442382,,,0.936219,,,,,0,0,0.063781,0.235625,10.2303,9.61014,1000.05,999.71,0.159567,0.304845,0.176217,0.481061,0.167706,0.151138,0,0,0.936219,0.323253,0,0,0,0.228605,0,2.43395E-05,1,1,0,0,0.936219,0,0,0.0487525,0.0150284
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Liability Strength5",0.0837,0,0.0836696,0.45,1,1,1,1,0.308975,0.573445,,,0.910273,,,,,0,0,0.089727,0.404463,10.3471,9.48949,1000.07,999.544,0.163459,0.314146,0.262279,0.576425,0.215755,0.20954,0,0,0.910273,0.435415,0,0,0,0.400016,0,4.07355E-05,1,1,0,0,0.910273,0,0,0.0534358,0.0362914
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Liability Strength6",0.0837,0,0.0836692,0.55,1,1,1,1,0.426557,0.691028,,,0.910274,,,,,0,0,0.089726,0.595537,10.4895,9.34705,1000.1,999.347,0.163459,0.274302,0.308701,0.583003,0.214049,0.213711,0,0,0.910274,0.564588,0,0,0,0.599984,0,3.58542E-05,1,1,0,0,0.910274,0,0,0.0362909,0.0534351
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Liability Strength7",0.09,0,0.0900068,0.65,1,1,1,1,0.557617,0.773333,,,0.936222,,,,,0,0,0.063778,0.764375,10.6101,9.23029,1000.12,999.194,0.159567,0.190319,0.303556,0.493875,0.156426,0.167221,0,0,0.936222,0.676748,0,0,0,0.771395,0,-8.00279E-06,1,1,0,0,0.936222,0,0,0.0150278,0.0487505
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Liability Strength8",0.1002,0,0.100213,0.75,1,1,1,1,0.672668,0.818712,,,0.966626,,,,,0,0,0.033374,0.881957,10.6867,9.15832,1000.14,999.108,0.155006,0.107755,0.27881,0.386564,0.090552,0.11775,0,0,0.966626,0.754173,0,0,0,0.883605,0,-6.53715E-05,1,1,0,0,0.966626,0,0,0.00393959,0.0294346
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Liability Strength9",0.1102,0,0.110233,0.85,1,1,1,1,0.754376,0.838945,,,0.986364,,,,,0,0,0.013636,0.948215,10.7295,9.11846,1000.14,999.061,0.152045,0.053344,0.256454,0.309798,0.0457511,0.0856378,0,0,0.986364,0.800761,0,0,0,0.944687,0,-9.99377E-05,1,1,0,0,0.986364,0,0,0.00070611,0.0129294
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","Liability Strength10",0.1159,0,0.115867,0.95,1,1,1,1,0.803159,0.846517,,,0.995358,,,,,0,0,0.004642,0.979584,10.7527,9.09659,1000.14,999.032,0.150696,0.0245776,0.241342,0.265919,0.0215503,0.0677179,0,0,0.995358,0.826353,0,0,0,0.974635,0,-0.000104755,1,1,0,0,0.995358,0,0,9.47801E-5,0.0045476
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PLiabilitySignal1",0.0863,0,0.08626,0.149352,1,1,1,1,0.15,0.265759,,,1,,,,,0,0,0,,10.1329,9.71712,1000.04,999.845,0.15,0.254968,0.0651833,0.320152,0.0850727,0.0547187,0,0,1,0.20788,0,0,0,0.0809518,0,-1.88523,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PLiabilitySignal2",0.102,0,0.10203,0.190383,1,1,1,1,0.15,0.301739,,,1,,,,,0,0,0,,10.1509,9.69913,1000.04,999.83,0.15,0.256473,0.08998,0.346453,0.0909208,0.0728209,0,0,1,0.225869,0,0,0,0.116849,0,-1.15786,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PLiabilitySignal3",0.1068,0,0.10676,0.250256,1,1,1,1,0.15,0.357767,,,1,,,,,0,0,0,,10.1789,9.67112,1000.05,999.806,0.15,0.253914,0.130692,0.384606,0.096893,0.10092,0,0,1,0.253883,0,0,0,0.178836,0,-0.58081,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PLiabilitySignal4",0.1042,0,0.10421,0.334236,1,1,1,1,0.15,0.439121,,,1,,,,,0,0,0,,10.2196,9.63044,1000.06,999.771,0.15,0.241613,0.193114,0.434727,0.100035,0.14118,0,0,1,0.294561,0,0,0,0.279183,0,-0.20768,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PLiabilitySignal5",0.1008,0,0.10075,0.441376,1,1,1,1,0.15,0.541489,,,1,,,,,0,0,0,,10.2707,9.57926,1000.07,999.728,0.15,0.213614,0.276077,0.489691,0.095877,0.190632,0,0,1,0.345744,0,0,0,0.42018,0,-0.03883,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PLiabilitySignal6",0.1008,0,0.10075,0.558629,1,1,1,1,0.15,0.64546,,,1,,,,,0,0,0,,10.3227,9.52727,1000.08,999.684,0.15,0.170933,0.365004,0.535938,0.0823868,0.239111,0,0,1,0.39773,0,0,0,0.579827,0,0.03874,1,1,0,0,1,0,0,0,0
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PLiabilitySignal7",0.1042,0,0.10421,0.665769,1,1,1,1,0.85,0.728053,,,0.82579,,,,,0,0,0.17421,0.411964,10.6787,9.14515,1000.11,998.981,0.176131,0.221065,0.188226,0.409291,0.215072,0.0908387,0,0,0.82579,0.85,0,0,0,0.720823,0,0.20759,1,1,0,0,0.82579,0,0,0.102442,0.0717682
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PLiabilitySignal8",0.1068,0,0.10676,0.749734,1,1,1,1,0.85,0.781099,,,0.90157,,,,,0,0,0.09843,0.521368,10.7362,9.09902,1000.13,998.959,0.164764,0.158942,0.197741,0.356682,0.151138,0.0727049,0,0,0.90157,0.85,0,0,0,0.821151,0,0.58099,1,1,0,0,0.90157,0,0,0.0471118,0.0513182
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PLiabilitySignal9",0.102,0,0.10203,0.809608,1,1,1,1,0.85,0.810814,,,0.94402,,,,,0,0,0.05598,0.627855,10.7616,9.08002,1000.14,998.961,0.158397,0.111651,0.204054,0.315705,0.103943,0.0611704,0,0,0.94402,0.85,0,0,0,0.88314,0,1.15804,1,1,0,0,0.94402,0,0,0.0208327,0.0351473
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","PLiabilitySignal10",0.0862,0,0.08624,0.850648,1,1,1,1,0.85,0.826515,,,0.96645,,,,,0,0,0.03355,0.722246,10.7716,9.07341,1000.14,998.968,0.155032,0.0804529,0.208349,0.288802,0.0736026,0.0549563,0,0,0.96645,0.85,0,0,0,0.919048,0,1.88523,1,1,0,0,0.96645,0,0,0.00931863,0.0242314
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","DLiabilitySignal1",0.0863,0,0.0862637,0.149358,1,1,1,1,0.173499,0.15,,,0.96643,,,,,0,0,0.03357,0.277774,10.0734,9.77155,1000.02,999.873,0.155036,0.209929,0.0732702,0.283199,0.0555539,0.070913,0,0,0.96643,0.15,0,0,0,0.080957,0,1.88536,1,1,0,0,0.96643,0,0,0.0242452,0.0093249
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","DLiabilitySignal2",0.102,0,0.102029,0.190386,1,1,1,1,0.189179,0.15,,,0.94403,,,,,0,0,0.05597,0.372115,10.08,9.76159,1000.02,999.844,0.158395,0.208246,0.102065,0.310311,0.0627397,0.100345,0,0,0.94403,0.15,0,0,0,0.116854,0,1.15791,1,1,0,0,0.94403,0,0,0.0351427,0.0208272
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","DLiabilitySignal3",0.1068,0,0.106758,0.25026,1,1,1,1,0.218896,0.15,,,0.901577,,,,,0,0,0.098423,0.478628,10.099,9.73622,1000.02,999.777,0.164763,0.208716,0.146376,0.355092,0.0768188,0.146424,0,0,0.901577,0.15,0,0,0,0.178843,0,0.580883,1,1,0,0,0.901577,0,0,0.051315,0.047108
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","DLiabilitySignal4",0.1042,0,0.104208,0.334228,1,1,1,1,0.271945,0.15,,,0.825792,,,,,0,0,0.174208,0.588025,10.1451,9.67873,1000.02,999.634,0.176131,0.215142,0.205692,0.420834,0.100932,0.209307,0,0,0.825792,0.15,0,0,0,0.279173,0,0.207545,1,1,0,0,0.825792,0,0,0.0717692,0.102439
"FSA Costs Multiplier 0.5 Fee Shifting Multiplier 1.5 Moderately Risk Averse Abandonable False","1","DLiabilitySignal5",0.1008,0,0.100751,0.441373,1,1,1,1,0.354547,0.85,,,1,,,,,0,0,0,,10.5273,9.32273,1000.12,999.423,0.15,0.365005,0.170933,0.535938,0.239113,0.0823864,0,0,1,0.602274,0,0,0,0.420176,0,0.0387763,1,1,0,0,1,0,0,0,0
